GeneID,GeneName,log2FC,P.Value,adj.P.Value
ENSG00000264943,SH3GL1P2,1.331176805,0.143674053,0.393579317
ENSG00000264947,MIR3181,0,1,1
ENSG00000264954,PRR29-AS1,2.152742358,0.055736661,0.252058176
ENSG00000264958,ALOX12P1,1.070612976,0.439662994,0.745441568
ENSG00000264961,MIR4730,0.917838823,0.453962973,0.761891406
ENSG00000264963,RN7SL440P,0,1,1
ENSG00000264966,MIR5094,3.387887864,0.043385407,0.226859134
ENSG00000264971,PRR13P4,1.620597324,0.135548212,0.37906611
ENSG00000264974,MIR4789,1.245884891,0.291237781,0.560967329
ENSG00000264975,MIR4431,0,1,1
ENSG00000264978,RN7SL630P,2.988492253,0.071456767,0.282578367
ENSG00000264979,MIR4436B1,1.245884891,0.291237781,0.560967329
ENSG00000264984,MIR5691,0,1,1
ENSG00000264986,MIR5092,0.461964621,0.739647465,1
ENSG00000264994,SNORD92,3.86320872,0.030403154,0.201379821
ENSG00000264999,MIR5089,1.865966633,0.135548215,0.37906611
ENSG00000265003,MIR4780,0,1,1
ENSG00000265005,MIR548W,0,1,1
ENSG00000265007,MIR4327,0,1,1
ENSG00000265014,MIR3160-1,1.245884891,0.291237781,0.560967329
ENSG00000265018,AGAP12P,-0.218112762,0.850053295,1
ENSG00000265019,NCOR1P2,4.326882386,0.039277366,0.21728513
ENSG00000265028,MIR4792,0,1,1
ENSG00000265031,MIR1273E,0,1,1
ENSG00000265033,RN7SL262P,0.966628212,0.414333711,0.716013398
ENSG00000265038,PMM2P1,0,1,1
ENSG00000265052,RN7SL622P,2.61083603,0.034787645,0.209678598
ENSG00000265056,MIR548S,2.756307933,0.075765821,0.285651462
ENSG00000265057,MIR4765,0,1,1
ENSG00000265060,PPY2P,6.222338046,0.009333524,0.136850719
ENSG00000265061,MIR4419B,0,1,1
ENSG00000265064,MIR4692,2.073024042,0.076103751,0.285651462
ENSG00000265075,MIR3622B,0,1,1
ENSG00000265078,RN7SL664P,2.330538056,0.124381951,0.37906611
ENSG00000265083,MIR3691,4.100737085,0.041134208,0.221818855
ENSG00000265089,MIR4655,1.931116123,0.135548216,0.37906611
ENSG00000265092,MIR4484,3.486423399,0.052958773,0.244418577
ENSG00000265093,RN7SL246P,2.080298751,0.227744611,0.522619315
ENSG00000265095,FTLP12,2.937994897,0.025892657,0.190559688
ENSG00000265096,C1QTNF1-AS1,-0.531151572,0.582739647,0.893770561
ENSG00000265097,RBM22P1,0,1,1
ENSG00000265098,MIR4510,0,1,1
ENSG00000265102,MIR3942,2.293372482,0.084816729,0.302163528
ENSG00000265107,GJA5,-2.264769394,0.000934192,0.050584363
ENSG00000265110,MIR4731,-0.532136112,0.584455798,0.895426314
ENSG00000265112,MIR3153,2.123655385,0.102006007,0.334329437
ENSG00000265123,RN7SL200P,5.363157035,0.016506212,0.165856486
ENSG00000265134,MIR3190,0,1,1
ENSG00000265135,MIR5687,5.189250271,0.028086277,0.195775302
ENSG00000265137,MIR3192,1.812224619,0.206320964,0.487984655
ENSG00000265140,MIR4301,0,1,1
ENSG00000265141,RN7SL451P,2.996483258,0.029279619,0.198580114
ENSG00000265142,MIR133A1HG,4.329722135,0.021738771,0.180980304
ENSG00000265144,MIR548AM,1.715793457,0.187256881,0.463952491
ENSG00000265145,SNORD53,3.102076791,0.076479943,0.285998292
ENSG00000265148,TSPOAP1-AS1,-0.014812933,0.981360239,1
ENSG00000265154,MIR151B,2.003764978,0.154594149,0.414225752
ENSG00000265158,LRRC37A7P,-0.347178423,0.701785106,1
ENSG00000265160,MIR5003,3.666131964,0.048975895,0.236315044
ENSG00000265163,CDRT8,0,1,1
ENSG00000265164,MIR2681,0,1,1
ENSG00000265165,MIR4307,0,1,1
ENSG00000265170,RN7SL667P,0,1,1
ENSG00000265172,MIR4262,0,1,1
ENSG00000265176,MIR3202-1,2.647852601,0.033920385,0.207866587
ENSG00000265178,MIR4728,1.364550629,0.258458247,0.560967329
ENSG00000265180,MIR4790,0,1,1
ENSG00000265181,MIR4674,0,1,1
ENSG00000265182,SRP72P1,2.679816451,0.039258248,0.21728513
ENSG00000265185,SNORD3B-1,3.046540422,0.03198046,0.204339126
ENSG00000265190,ANXA8,-1.096895113,0.328216707,0.609415138
ENSG00000265193,MIR3923,0,1,1
ENSG00000265195,MIR4312,2.339860742,0.092841927,0.315115502
ENSG00000265201,MIR4677,1.269028041,0.347851724,0.635123945
ENSG00000265203,RBP3,0.523028996,0.67225551,0.980723318
ENSG00000265210,MIR4486,1.931116123,0.135548216,0.37906611
ENSG00000265213,MIR3684,2.756307933,0.075765821,0.285651462
ENSG00000265214,MIR4283-2,0,1,1
ENSG00000265215,MIR4269,2.552357097,0.101251814,0.332688825
ENSG00000265226,MIR548AI,0,1,1
ENSG00000265227,MIR4699,0,1,1
ENSG00000265236,SNORD84,0,1,1
ENSG00000265237,MIR3142,0,1,1
ENSG00000265241,RBM8A,0.007571076,0.984512497,1
ENSG00000265243,IGLJCOR18,-0.582548419,0.585055016,0.896073864
ENSG00000265247,MIR4472-1,0,1,1
ENSG00000265251,MIR4288,1.245884891,0.291237781,0.560967329
ENSG00000265252,MIR3132,1.126922147,0.328549468,0.609902126
ENSG00000265253,MIR4446,3.314524067,0.044998148,0.230013624
ENSG00000265258,MIR4686,0,1,1
ENSG00000265260,RN7SL74P,1.931116123,0.135548216,0.37906611
ENSG00000265262,TRMT112P3,1.284943742,0.269651717,0.560967329
ENSG00000265272,RN7SL693P,0.107108356,0.918837679,1
ENSG00000265273,PGDP1,1.602710221,0.162462683,0.428008994
ENSG00000265279,CLUHP6,1.245884891,0.291237781,0.560967329
ENSG00000265281,MIR3935,1.245884891,0.291237781,0.560967329
ENSG00000265284,MIR4770,0,1,1
ENSG00000265291,MIR4710,2.710107388,0.057207549,0.255639762
ENSG00000265293,ARGFXP2,3.901779895,0.004969858,0.108809274
ENSG00000265296,FEM1AP2,0.101620409,0.933972583,1
ENSG00000265301,MIR548AD,0,1,1
ENSG00000265304,MIR3650,0,1,1
ENSG00000265306,MIR3195,0,1,1
ENSG00000265313,LINC01476,0.036119744,0.973500224,1
ENSG00000265315,RN7SL199P,-1.535766097,0.192061281,0.463952491
ENSG00000265319,RN7SL847P,1.245884891,0.291237781,0.560967329
ENSG00000265321,MIR4263,0.39872294,0.611807259,0.922854482
ENSG00000265322,MIR3118-2,0,1,1
ENSG00000265327,RN7SL411P,2.977937888,0.031897085,0.204140975
ENSG00000265328,MIR548AB,0,1,1
ENSG00000265331,MIR4524B,2.289721477,0.151882385,0.409462994
ENSG00000265333,MIR3137,0.969671519,0.467544982,0.773283362
ENSG00000265340,OR4K7P,1.245884891,0.291237781,0.560967329
ENSG00000265345,MIR5188,-1.277226562,0.192061265,0.463952491
ENSG00000265347,MIR4291,0,1,1
ENSG00000265352,LINC01899,1.865966633,0.135548215,0.37906611
ENSG00000265354,TIMM23,0.28777444,0.469196348,0.775408566
ENSG00000265355,MIR3136,5.398016402,0.021026133,0.178814969
ENSG00000265357,MIR4493,1.245884891,0.291237781,0.560967329
ENSG00000265366,GLUD1P2,0.302898493,0.737757542,1
ENSG00000265368,MIR4476,0,1,1
ENSG00000265369,PCAT18,-0.402611824,0.684680349,0.99281393
ENSG00000265370,MIR4682,2.205221025,0.102116055,0.334558548
ENSG00000265372,MIR4675,1.205679858,0.291237778,0.560967329
ENSG00000265373,MIR3180-2,0,1,1
ENSG00000265374,LINC01908,-0.487566821,0.776304646,1
ENSG00000265375,MIR4679-2,0,1,1
ENSG00000265376,MIR466,0,1,1
ENSG00000265386,RN7SL219P,2.509190819,0.0448714,0.229981919
ENSG00000265388,RN7SL391P,2.307770457,0.109539637,0.349656211
ENSG00000265390,MIR4999,-2.134244633,0.06505937,0.268589386
ENSG00000265392,MIR4252,0,1,1
ENSG00000265395,MIR3944,0,1,1
ENSG00000265396,MIR3128,1.687076938,0.205565735,0.486890363
ENSG00000265402,RSL24D1P9,1.956691825,0.135548217,0.37906611
ENSG00000265407,MIR4324,0.687015699,0.547072747,0.857817669
ENSG00000265411,RN7SL656P,0,1,1
ENSG00000265418,MIR4261,0,1,1
ENSG00000265420,MIR4779,0,1,1
ENSG00000265421,MIR4459,2.400493057,0.092466158,0.314104501
ENSG00000265422,MIR4684,1.245884891,0.291237781,0.560967329
ENSG00000265423,MIR4652,0,1,1
ENSG00000265429,MIR4782,1.341621736,0.309736244,0.585156246
ENSG00000265432,MIR4308,2.400493057,0.092466158,0.314104501
ENSG00000265433,MIR4447,0,1,1
ENSG00000265435,MIR3121,2.756307933,0.075765821,0.285651462
ENSG00000265439,RN7SL811P,1.245884891,0.291237781,0.560967329
ENSG00000265442,MIR3941,3.399677941,0.026189061,0.191275834
ENSG00000265444,MIR4733,1.245884891,0.291237781,0.560967329
ENSG00000265450,MIR4502,3.432191469,0.017930892,0.170547908
ENSG00000265452,MIR3682,2.312385537,0.013753022,0.157169635
ENSG00000265456,MIR3672,0,1,1
ENSG00000265462,MIR3680-1,1.45000768,0.249149728,0.556142129
ENSG00000265465,MIR4768,1.790820876,0.174026607,0.448290604
ENSG00000265469,POLR3KP2,0,1,1
ENSG00000265470,MIR548AQ,2.756307933,0.075765821,0.285651462
ENSG00000265479,DTX2P1-UPK3BP1-PMS2P11,1.058429523,0.138050576,0.382558096
ENSG00000265480,KRT18P55,1.231819286,0.190072517,0.463952491
ENSG00000265483,MIR4443,0,1,1
ENSG00000265485,LINC01915,-1.060262988,0.206589596,0.488369456
ENSG00000265486,RN7SL518P,1.245884891,0.291237781,0.560967329
ENSG00000265491,RNF115,0.251592418,0.491566453,0.799639972
ENSG00000265499,MIR3156-2,0,1,1
ENSG00000265503,MIR1269B,2.579494832,0.061569484,0.263006366
ENSG00000265507,MIR4435-1,2.893406686,0.052594185,0.244418577
ENSG00000265510,MIR4436A,0.688802232,0.739647479,1
ENSG00000265514,LINC01892,0,1,1
ENSG00000265520,MIR548V,3.962392827,0.029965141,0.200418182
ENSG00000265521,MIR5697,1.796586276,0.182803981,0.463120263
ENSG00000265526,MIR4304,3.134233181,0.033755866,0.207651899
ENSG00000265527,MIR5690,3.726278647,0.061363005,0.263006366
ENSG00000265531,FCGR1CP,0.065023391,0.938224437,1
ENSG00000265535,RN7SL475P,-0.287051583,0.855577825,1
ENSG00000265537,MIR3180-1,0,1,1
ENSG00000265538,MIR4421,1.245884891,0.291237781,0.560967329
ENSG00000265539,MIR3164,2.104188104,0.076824854,0.286614709
ENSG00000265541,H3F3BP2,0,1,1
ENSG00000265555,LINC01903,1.167143674,0.291237776,0.560967329
ENSG00000265556,LINC01984,0,1,1
ENSG00000265558,MIR3918,0,1,1
ENSG00000265559,RN7SL652P,1.726688458,0.13929184,0.385074351
ENSG00000265561,MIR1268B,0,1,1
ENSG00000265564,PIGPP4,0,1,1
ENSG00000265565,MIR3143,1.167143674,0.291237776,0.560967329
ENSG00000265566,RN7SL605P,-0.349190967,0.74547233,1
ENSG00000265574,WDR45BP1,-0.176871352,0.849759558,1
ENSG00000265584,MIR3978,2.070558966,0.160320752,0.424102522
ENSG00000265588,MIR5708,0,1,1
ENSG00000265593,NPM1P45,-1.209765147,0.192061263,0.463952491
ENSG00000265595,MIR4756,0,1,1
ENSG00000265596,MIR3659,0,1,1
ENSG00000265598,MIR5707,3.846725175,0.044388262,0.228955762
ENSG00000265599,MIR4471,0,1,1
ENSG00000265606,MIR4695,0,1,1
ENSG00000265612,MIR4539,2.809323331,0.032534737,0.205192754
ENSG00000265617,MIR548AG2,0,1,1
ENSG00000265623,MIR3139,5.001204956,0.029923024,0.200225053
ENSG00000265630,GLUD1P8,-1.534758712,0.178563909,0.456142287
ENSG00000265631,BNIP3P3,2.400493057,0.092466158,0.314104501
ENSG00000265635,MIR3612,0,1,1
ENSG00000265641,MIR3929,-1.405984794,0.192061272,0.463952491
ENSG00000265646,TUFMP1,3.106763794,0.025238008,0.189454855
ENSG00000265648,RN7SL279P,0.874412455,0.291237765,0.560967329
ENSG00000265653,MIR548AK,1.931116123,0.135548216,0.37906611
ENSG00000265657,MIR3151,-0.376733427,0.769219765,1
ENSG00000265658,MIR3690,2.592056066,0.130368645,0.37906611
ENSG00000265660,MIR4664,1.163533386,0.242065808,0.544803918
ENSG00000265666,RARA-AS1,-0.100110796,0.8774125,1
ENSG00000265669,MIR548AJ1,0,1,1
ENSG00000265673,MIR4508,0,1,1
ENSG00000265675,RN7SL708P,0.874412455,0.291237765,0.560967329
ENSG00000265681,RPL17,0.949522362,0.04025325,0.220090155
ENSG00000265682,MIR4267,0,1,1
ENSG00000265683,SYPL1P2,3.323915112,0.003406,0.093127634
ENSG00000265684,RN7SL378P,4.945656427,0.024330225,0.187222008
ENSG00000265688,MAFG-AS1,1.280677896,0.05276442,0.244418577
ENSG00000265691,MIR4460,0,1,1
ENSG00000265692,LINC01970,1.744620642,0.060667962,0.261621961
ENSG00000265694,MIR4774,4.331582812,0.037796892,0.215362168
ENSG00000265698,LARP7P3,0,1,1
ENSG00000265699,MIR548AE2,0,1,1
ENSG00000265706,SNORD53B,2.611716833,0.077023599,0.286979664
ENSG00000265719,MIR4681,1.325438106,0.34272888,0.628578775
ENSG00000265724,MIR4284,0.559618566,0.593521266,0.904503798
ENSG00000265725,MIR3144,0,1,1
ENSG00000265727,RN7SL648P,6.076861862,0.00371216,0.096596928
ENSG00000265733,SNORA74C-1,4.20128234,0.031035969,0.202584558
ENSG00000265734,MIR4438,0,1,1
ENSG00000265735,RN7SL5P,2.760383118,0.013966635,0.157778105
ENSG00000265740,RN7SL339P,0,1,1
ENSG00000265744,MIR4427,1.245884891,0.291237781,0.560967329
ENSG00000265745,RN7SL375P,2.400493057,0.092466158,0.314104501
ENSG00000265746,KYNUP2,0,1,1
ENSG00000265753,RN7SL444P,1.311038477,0.198155307,0.474324869
ENSG00000265758,LINC01900,0,1,1
ENSG00000265763,ZNF488,2.836614238,0.012404615,0.151081012
ENSG00000265766,CXADRP3,0.016744826,0.987061727,1
ENSG00000265768,MIR4506,0.490885929,0.625689593,0.936513738
ENSG00000265776,MIR3670-3,0,1,1
ENSG00000265777,RN7SL624P,1.245884891,0.291237781,0.560967329
ENSG00000265786,LINC01906,0,1,1
ENSG00000265787,CYP4F35P,0.919976032,0.230511837,0.5268506
ENSG00000265789,MIR4330,0,1,1
ENSG00000265790,RNASEH1P1,2.36546836,0.103561678,0.337792258
ENSG00000265793,MIR3118-4,0,1,1
ENSG00000265802,RN7SL49P,1.505746528,0.176170832,0.452171504
ENSG00000265806,MIR4292,0.584657523,0.499418113,0.807806428
ENSG00000265808,SEC22B,-0.063433525,0.851452114,1
ENSG00000265810,MIR3907,1.205679858,0.291237778,0.560967329
ENSG00000265813,RN7SL300P,0.266105804,0.842862225,1
ENSG00000265814,RN7SL376P,0.991985632,0.460477769,0.765391826
ENSG00000265815,MIR1273G,1.245884891,0.291237781,0.560967329
ENSG00000265817,FSBP,0.518832299,0.623153782,0.93433675
ENSG00000265818,EEF1E1-BLOC1S5,0,1,1
ENSG00000265820,MIR3177,2.576338012,0.07005686,0.278986639
ENSG00000265822,MIR4422,0,1,1
ENSG00000265828,MIR3939,-0.357003926,0.770805548,1
ENSG00000265829,MIR548AG1,0,1,1
ENSG00000265831,MIR3123,0,1,1
ENSG00000265836,CCND3P2,0,1,1
ENSG00000265841,MIR548X,0,1,1
ENSG00000265843,LINC01029,9.332762035,0.00908861,0.135828814
ENSG00000265846,MIR4276,0,1,1
ENSG00000265847,MIR4287,0,1,1
ENSG00000265848,MIR3689D1,0,1,1
ENSG00000265850,MIR4797,0.036119744,0.973500224,1
ENSG00000265855,MIR4514,0.917557118,0.460477766,0.765391826
ENSG00000265859,MIR5704,3.666131964,0.048975895,0.236315044
ENSG00000265861,MIR4495,0,1,1
ENSG00000265867,MIR4516,1.245884891,0.291237781,0.560967329
ENSG00000265871,MIR3174,3.086700937,0.033623718,0.20748
ENSG00000265872,MIR3689A,0,1,1
ENSG00000265873,MIR4289,0,1,1
ENSG00000265874,MIR4489,1.371429634,0.221512703,0.512636419
ENSG00000265878,MIR3914-1,0,1,1
ENSG00000265879,MIR4748,3.263542679,0.045289413,0.230013624
ENSG00000265881,PDLIM1P2,0,1,1
ENSG00000265882,RN7SL73P,0.311403926,0.75812604,1
ENSG00000265885,RN7SL783P,-1.985534063,0.065059369,0.268589386
ENSG00000265888,DSCAS,1.497048039,0.24089098,0.542960764
ENSG00000265892,RN7SL311P,1.931116123,0.135548216,0.37906611
ENSG00000265894,RN7SL357P,1.931116123,0.135548216,0.37906611
ENSG00000265902,MIR4696,0,1,1
ENSG00000265905,RN7SL96P,0,1,1
ENSG00000265917,MIR3685,1.003204327,0.176384045,0.452497558
ENSG00000265918,RN7SL543P,0.874412455,0.291237765,0.560967329
ENSG00000265919,MIR4280,1.245884891,0.291237781,0.560967329
ENSG00000265924,MIR5692C1,0,1,1
ENSG00000265929,MIR5195,2.806014237,0.05444443,0.248188309
ENSG00000265932,MIR3146,2.427705525,0.098432501,0.326540859
ENSG00000265933,LINC00668,2.707979008,0.044632355,0.229449325
ENSG00000265934,ARL2BPP1,0,1,1
ENSG00000265939,UBE2CP2,0.609237206,0.504248674,0.813349851
ENSG00000265942,RN7SL577P,3.570374615,0.048597141,0.236315044
ENSG00000265944,LINC01387,0.038594745,0.973636499,1
ENSG00000265954,MIR4749,0,1,1
ENSG00000265956,MIR4445,0,1,1
ENSG00000265957,MIR4319,4.220761063,0.039337866,0.21728513
ENSG00000265962,GACAT2,2.36214281,0.108577971,0.34730136
ENSG00000265965,MIR4266,1.245884891,0.291237781,0.560967329
ENSG00000265972,TXNIP,-2.600213235,3.35E-05,0.010808843
ENSG00000265976,MIR4725,0,1,1
ENSG00000265981,MIR544B,4.876764356,0.018801431,0.172597989
ENSG00000265986,MIR4735,2.400493057,0.092466158,0.314104501
ENSG00000265991,MIR4519,0,1,1
ENSG00000265992,ESRG,-0.679750746,0.566364497,0.876994979
ENSG00000265993,MIR5694,0,1,1
ENSG00000265996,MIR3671,1.550779757,0.138778297,0.383994131
ENSG00000266006,MIR4488,-1.209765147,0.192061263,0.463952491
ENSG00000266010,GATA6-AS1,-2.48444498,0.010140051,0.141078274
ENSG00000266012,MIR4764,-0.184936647,0.860745657,1
ENSG00000266013,LINC02079,0,1,1
ENSG00000266015,MIR4309,1.359740827,0.136291266,0.37906611
ENSG00000266016,MIR548Z,3.304949613,0.046109571,0.230711878
ENSG00000266017,MIR4477B,-0.134911359,0.878546983,1
ENSG00000266019,MIR3609,9.282279658,0.001794621,0.069713605
ENSG00000266028,SRGAP2,-1.055714199,0.003600241,0.095380375
ENSG00000266038,MIR4659A,1.867949415,0.135548215,0.37906611
ENSG00000266039,MIR4509-2,0,1,1
ENSG00000266041,MIR4690,0,1,1
ENSG00000266043,MIR3649,1.593556098,0.24625586,0.551375011
ENSG00000266052,MIR4500,1.205679858,0.291237778,0.560967329
ENSG00000266053,NDUFV2-AS1,0.375023767,0.506549204,0.816023851
ENSG00000266059,RN7SL140P,1.588630488,0.135548212,0.37906611
ENSG00000266063,MIR4771-2,3.281201771,0.058173922,0.256845997
ENSG00000266066,POLRMTP1,0.79122368,0.416322431,0.718291579
ENSG00000266071,MIR3617,4.062528038,0.02480163,0.18845743
ENSG00000266072,MIR5693,1.931116123,0.135548216,0.37906611
ENSG00000266074,BAHCC1,0.006551566,0.988974462,1
ENSG00000266075,RN7SL574P,-0.879785197,0.326579025,0.607413944
ENSG00000266078,MIR4432,0,1,1
ENSG00000266079,SNORA59B,4.271875974,0.017259015,0.168850633
ENSG00000266094,RASSF5,-1.456929968,0.000578713,0.040105285
ENSG00000266097,MIR5192,2.178479703,0.129604844,0.37906611
ENSG00000266099,MIR5700,-0.329740261,0.792271536,1
ENSG00000266104,MIR4326,1.216414116,0.344610023,0.630887327
ENSG00000266107,MIR4525,2.829435543,0.037884803,0.215552337
ENSG00000266109,MIR4440,1.654372095,0.135548213,0.37906611
ENSG00000266110,MIR4423,1.366404843,0.298956479,0.570889551
ENSG00000266117,FBXO36P1,3.216314683,0.019192401,0.173753634
ENSG00000266124,MIR5587,1.35503201,0.181329132,0.460715392
ENSG00000266127,ZNF415P1,2.875946277,0.070524232,0.280238956
ENSG00000266128,RN7SL366P,0.874412455,0.291237765,0.560967329
ENSG00000266129,SRP68P1,1.307484903,0.369502162,0.661964968
ENSG00000266133,MIR4759,0,1,1
ENSG00000266139,MIR4435-2,1.931116123,0.135548216,0.37906611
ENSG00000266140,MIR4533,0,1,1
ENSG00000266144,MIR4654,1.931116123,0.135548216,0.37906611
ENSG00000266145,RHOT1P1,1.528443782,0.202347234,0.481113599
ENSG00000266146,MIR5190,-1.535766097,0.192061281,0.463952491
ENSG00000266148,MIR5583-1,1.245884891,0.291237781,0.560967329
ENSG00000266150,MIR4711,-1.405984794,0.192061272,0.463952491
ENSG00000266151,MIR3646,0,1,1
ENSG00000266158,RN7SL785P,1.205679858,0.291237778,0.560967329
ENSG00000266160,RN7SL612P,3.042172041,0.065327753,0.268589386
ENSG00000266162,YWHAEP2,0,1,1
ENSG00000266166,RN7SL557P,0,1,1
ENSG00000266168,MIR3147,1.315821308,0.291237786,0.560967329
ENSG00000266173,STRADA,0.357720817,0.383027688,0.679075587
ENSG00000266174,MIR4666A,1.218720055,0.327617045,0.608763802
ENSG00000266180,MIR4282,2.400493057,0.092466158,0.314104501
ENSG00000266181,EIF4A3P1,0,1,1
ENSG00000266185,RN7SL804P,2.400493057,0.092466158,0.314104501
ENSG00000266187,RN7SL480P,3.042172041,0.065327753,0.268589386
ENSG00000266188,MIR5095,0,1,1
ENSG00000266189,MIR3186,1.121981297,0.372699807,0.665898689
ENSG00000266192,MIR1260B,0,1,1
ENSG00000266194,MIR4661,0,1,1
ENSG00000266195,RN7SL163P,-0.275328502,0.784155721,1
ENSG00000266200,PNLIPRP2,4.051033172,0.029844254,0.200225053
ENSG00000266201,SS18L2P2,0,1,1
ENSG00000266203,MIR5585,-0.255814031,0.835649044,1
ENSG00000266204,MIR5589,0,1,1
ENSG00000266206,MIR3926-1,0.321999385,0.771362869,1
ENSG00000266210,RN7SL371P,1.245884891,0.291237781,0.560967329
ENSG00000266211,MIR3156-3,0,1,1
ENSG00000266215,MIR3167,0,1,1
ENSG00000266217,CTSLP2,-1.61050597,0.161088071,0.425499597
ENSG00000266226,MIR4323,0,1,1
ENSG00000266227,NPM1P2,0.329246594,0.805056074,1
ENSG00000266228,MIR3611,4.245925337,0.030831876,0.202036739
ENSG00000266232,MIR3178,-0.460510387,0.685452764,0.993539914
ENSG00000266235,MIR3176,1.674714545,0.102460806,0.335342906
ENSG00000266236,NARF-IT1,1.223316083,0.113377063,0.357994514
ENSG00000266240,MIR5091,1.865966633,0.135548215,0.37906611
ENSG00000266242,GRAMD4P7,0.297162641,0.785758824,1
ENSG00000266243,MIR4279,0,1,1
ENSG00000266245,MIR4644,2.438210306,0.089847846,0.313969087
ENSG00000266251,COX6CP3,0,1,1
ENSG00000266255,MIR4475,0,1,1
ENSG00000266256,LINC00683,1.417857683,0.268700011,0.560967329
ENSG00000266258,LINC01909,1.055605327,0.274914583,0.560967329
ENSG00000266262,MIR4428,1.245884891,0.291237781,0.560967329
ENSG00000266265,KLF14,1.075969095,0.383016493,0.679075587
ENSG00000266270,MIR5096,2.002758375,0.135548218,0.37906611
ENSG00000266274,RN7SL138P,-0.246618981,0.736453723,1
ENSG00000266276,MIR4743,0,1,1
ENSG00000266278,LINC01910,2.323618477,0.061705824,0.263444824
ENSG00000266282,UBL5P2,1.069109092,0.224517416,0.517432056
ENSG00000266287,MIR3683,1.931116123,0.135548216,0.37906611
ENSG00000266291,MIR3180-3,0,1,1
ENSG00000266296,ARIH2P1,-0.150916785,0.906583747,1
ENSG00000266297,MIR744,0.83605909,0.525075186,0.83523979
ENSG00000266299,MIR3118-1,0,1,1
ENSG00000266304,LIVAR,4.343517053,0.00111145,0.054950409
ENSG00000266305,MIR4518,1.931116123,0.135548216,0.37906611
ENSG00000266307,MIR5093,0,1,1
ENSG00000266308,RN7SL510P,-1.209436968,0.296831164,0.568365001
ENSG00000266312,LINC01927,-0.602963057,0.668295421,0.976883582
ENSG00000266315,MIR4668,1.810870493,0.161115918,0.425554569
ENSG00000266317,RN7SL703P,1.245884891,0.291237781,0.560967329
ENSG00000266318,MIR5692A1,4.434494888,0.036453157,0.212900379
ENSG00000266320,MIR3909,1.399421265,0.299161939,0.571127632
ENSG00000266321,MIR4293,0,1,1
ENSG00000266324,MIR4663,0,1,1
ENSG00000266325,MIR3665,0,1,1
ENSG00000266327,MIR4503,0,1,1
ENSG00000266328,MIR4536-2,0,1,1
ENSG00000266329,MIR4281,0,1,1
ENSG00000266338,NBPF15,0.269725491,0.49351781,0.801770121
ENSG00000266354,MIR4776-1,1.167143674,0.291237776,0.560967329
ENSG00000266357,LINC02074,1.331822878,0.291237787,0.560967329
ENSG00000266370,MIR3657,4.140296429,0.010648498,0.142820692
ENSG00000266383,MIR5002,3.957850053,0.03392669,0.207866587
ENSG00000266392,MIR4740,0.989938114,0.430407312,0.735189512
ENSG00000266396,MIR4273,0,1,1
ENSG00000266402,SNHG25,1.028029784,0.142865525,0.391950266
ENSG00000266405,CBX3P2,0.290807001,0.625584689,0.936513738
ENSG00000266407,MIR3157,1.19072791,0.460477778,0.765391826
ENSG00000266412,NCOA4,-1.165769317,0.002430212,0.08034847
ENSG00000266415,MIR4636,0,1,1
ENSG00000266417,MIR4424,1.245884891,0.291237781,0.560967329
ENSG00000266420,RN7SL118P,3.122776733,0.03636144,0.212900379
ENSG00000266421,MIR4451,3.666131964,0.048975895,0.236315044
ENSG00000266423,MIR3163,3.042172041,0.065327753,0.268589386
ENSG00000266426,MIR4719,0,1,1
ENSG00000266431,MIR5580,-2.154121455,0.075830757,0.285651462
ENSG00000266433,TBC1D3P5,1.167143674,0.291237776,0.560967329
ENSG00000266436,MIR4264,0,1,1
ENSG00000266437,MIR4746,0,1,1
ENSG00000266439,RN7SL493P,3.443904517,0.041863838,0.223486081
ENSG00000266445,NARF-AS1,1.316679528,0.181263353,0.46060631
ENSG00000266449,MIR3713,2.756307933,0.075765821,0.285651462
ENSG00000266454,MIR3179-3,0,1,1
ENSG00000266458,MIR4259,2.400493057,0.092466158,0.314104501
ENSG00000266461,MIR2392,0,1,1
ENSG00000266463,MIR3196,1.205679858,0.291237778,0.560967329
ENSG00000266467,RN7SL220P,2.758546795,0.079125737,0.288873178
ENSG00000266472,MRPS21,0.988967149,0.090459893,0.314104501
ENSG00000266477,RN7SL616P,1.931116123,0.135548216,0.37906611
ENSG00000266478,MIR5197,0,1,1
ENSG00000266494,MIR4641,3.348544786,0.011348562,0.145625276
ENSG00000266502,MIR5681A,1.245884891,0.291237781,0.560967329
ENSG00000266503,RN7SL162P,0.3809571,0.769079314,1
ENSG00000266507,MIR4479,0.874412455,0.291237765,0.560967329
ENSG00000266508,MIR3201,0,1,1
ENSG00000266509,MIR3934,0,1,1
ENSG00000266514,MIR3689F,-0.598549989,0.576481142,0.887728414
ENSG00000266515,MIR4452,0,1,1
ENSG00000266517,MIR4715,0.303269024,0.826993084,1
ENSG00000266518,MIR4268,0,1,1
ENSG00000266520,RAC1P1,1.331822878,0.291237787,0.560967329
ENSG00000266524,GDF10,-3.743889886,0.000263348,0.026700437
ENSG00000266525,MIR4650-1,1.931116123,0.135548216,0.37906611
ENSG00000266529,MTCYBP13,-1.812993988,0.077815269,0.28749013
ENSG00000266530,MIR4318,0,1,1
ENSG00000266531,MIR4706,3.825935715,0.045821705,0.230013624
ENSG00000266533,MIR3619,1.979395523,0.172184957,0.445179483
ENSG00000266537,SPDYE22P,1.245884891,0.291237781,0.560967329
