# Feature1 Sys. Name	Feature1 Std. Name	Feature2 Sys. Name	Feature2 Std. Name	PE Score	Conf. Score	Direct Score	Indirect Score
YDL107W	MSS2	YDR058C	TGL2	1.126225	0.076855	0	2.25245
YDR406W	PDR15	YLR223C	IFH1	1.126225	0.076855	0	2.25245
YNL112W	DBP2	YOR234C	RPL33B	1.126241	0.076858	-0.619608	1.090576
YGR056W	RSC1	YJL137C	GLG2	1.126244	0.076858	1.008229	1.244259
YER012W	PRE1	YGL251C	HFM1	1.126254	0.07686	-0.619608	2.872116
YLR014C	PPR1	YLR335W	NUP2	1.126254	0.07686	-0.619608	2.872116
YDL056W	MBP1	YGR214W	RPS0A	1.126279	0.076865	-1.239216	0
YER082C	UTP7	YOR063W	RPL3	1.126292	0.076867	0	1.283162
YDR496C	PUF6	YMR142C	RPL13B	1.126342	0.076876	-0.619608	0
YGL099W	LSG1	YGL103W	RPL28	1.126347	0.076877	-0.929412	0.536752
YGL027C	CWH41	YJR066W	TOR1	1.126367	0.07688	0	2.252734
YIL133C	RPL16A	YJR138W	IML1	1.126372	0.076881	0	0.4864
YCR009C	RVS161	YMR192W	GYL1	1.126447	0.076895	2.222582	1.711177
YCL011C	GBP2	YIL038C	NOT3	1.126469	0.076899	-0.309804	0
YJR094W-A	RPL43B	YNL301C	RPL18B	1.126514	0.076907	-0.309804	2.562832
YLR259C	HSP60	YMR194W	RPL36A	1.126528	0.076909	-0.309804	2.56286
YDL015C	TSC13	YKL180W	RPL17A	1.126553	0.076914	0	1.055358
YGL019W	CKB1	YLR449W	FPR4	1.126602	0.076923	-0.309804	0.376091
YBL054W	YBL054W	YKL203C	TOR2	1.126614	0.076925	0	2.253228
YBR239C	YBR239C	YPL085W	SEC16	1.126614	0.076925	0	2.253228
YCR042C	TAF2	YPL005W	AEP3	1.126614	0.076925	0	2.253228
YDL027C	YDL027C	YPL210C	SRP72	1.126614	0.076925	0	2.253228
YPL005W	AEP3	YPL085W	SEC16	1.126614	0.076925	0	2.253228
YDR394W	RPT3	YHR019C	DED81	1.126714	0.076943	0	0
YIL147C	SLN1	YJL034W	KAR2	1.126714	0.076943	0	0
YJR132W	NMD5	YPL198W	RPL7B	1.126855	0.076968	-0.619608	0.78396
YDR299W	BFR2	YNL302C	RPS19B	1.126934	0.076982	1.063352	1.190515
YAL043C	PTA1	YLR358C	YLR358C	1.126986	0.076992	2.253972	0
YBR129C	OPY1	YPL146C	NOP53	1.126986	0.076992	2.253972	0
YBR131W	CCZ1	YPR030W	CSR2	1.126986	0.076992	2.253972	0
YBR189W	RPS9B	YOR358W	HAP5	1.126986	0.076992	2.253972	0
YDL220C	CDC13	YKL133C	YKL133C	1.126986	0.076992	2.253972	0
YDR085C	AFR1	YFL002C	SPB4	1.126986	0.076992	2.253972	0
YDR304C	CPR5	YHR185C	PFS1	1.126986	0.076992	2.253972	0
YDR356W	SPC110	YDR370C	YDR370C	1.126986	0.076992	2.253972	0
YDR439W	LRS4	YGR204W	ADE3	1.126986	0.076992	2.253972	0
YFL002C	SPB4	YJL056C	ZAP1	1.126986	0.076992	2.253972	0
YGR136W	LSB1	YLR144C	ACF2	1.126986	0.076992	2.253972	0
YGR204W	ADE3	YOR147W	MDM32	1.126986	0.076992	2.253972	0
YIR003W	YIR003W	YNL283C	WSC2	1.126986	0.076992	2.253972	0
YJR046W	TAH11	YKL140W	TGL1	1.126986	0.076992	2.253972	0
YLR107W	REX3	YMR311C	GLC8	1.126986	0.076992	2.253972	0
YNL325C	FIG4	YNR066C	YNR066C	1.126986	0.076992	2.253972	0
YHR174W	ENO2	YML094W	GIM5	1.126999	0.076994	-0.619608	0.629951
YBR274W	CHK1	YKL101W	HSL1	1.127002	0.076995	-0.619608	2.873611
YDR418W	RPL12B	YPR080W	TEF1	1.127006	0.076996	0	1.427638
YML072C	TCB3	YMR031C	YMR031C	1.12702	0.076998	1.989441	1.105032
YGR134W	CAF130	YJL177W	RPL17B	1.127024	0.076999	-0.309804	0.830608
YAR003W	SWD1	YOL127W	RPL25	1.127075	0.077008	-0.619608	2.235147
YER056C-A	RPL34A	YOL039W	RPP2A	1.127085	0.07701	-0.309804	2.563973
YBR089C-A	NHP6B	YKR001C	VPS1	1.127119	0.077014	-0.309804	0
YHL011C	PRS3	YOR133W	EFT1	1.127122	0.077014	-0.619608	0
YCL054W	SPB1	YDL083C	RPS16B	1.127157	0.077018	0	2.254315
YDL083C	RPS16B	YLL023C	YLL023C	1.127157	0.077018	0	2.254315
YDL083C	RPS16B	YLR264W	RPS28B	1.127157	0.077018	0	2.254315
YDR502C	SAM2	YGR237C	YGR237C	1.127219	0.077029	1.327624	0.926815
YGL245W	GUS1	YKL152C	GPM1	1.127299	0.077043	-0.309804	1.722453
YHL001W	RPL14B	YOR198C	BFR1	1.127373	0.077055	-0.309804	3.404984
YER074W	RPS24A	YPR102C	RPL11A	1.127436	0.077066	-0.309804	0.694685
YAL051W	OAF1	YER149C	PEA2	1.127451	0.077069	1.29753	0.957372
YDR012W	RPL4B	YHR117W	TOM71	1.127526	0.077081	0	0.811577
YCR093W	CDC39	YPR080W	TEF1	1.12755	0.077086	-0.619608	1.101429
YGL195W	GCN1	YGR083C	GCD2	1.127552	0.077086	-0.309804	0.669676
YEL018W	EAF5	YIL069C	RPS24B	1.127756	0.077121	-1.239216	3.494727
YLR075W	RPL10	YOL012C	HTZ1	1.127756	0.077121	-1.239216	3.494727
YDR030C	RAD28	YDR159W	SAC3	1.127784	0.077125	0	2.255568
YDR356W	SPC110	YGR017W	YGR017W	1.127784	0.077125	0	2.255568
YDR356W	SPC110	YKL068W	NUP100	1.127784	0.077125	0	2.255568
YER001W	MNN1	YLR148W	PEP3	1.127784	0.077125	0	2.255568
YGR263C	YGR263C	YMR317W	YMR317W	1.127784	0.077125	0	2.255568
YIR030C	DCG1	YML015C	TAF11	1.127784	0.077125	0	2.255568
YIR030C	DCG1	YNL243W	SLA2	1.127784	0.077125	0	2.255568
YJL136C	RPS21B	YOR369C	RPS12	1.127784	0.077125	0	2.255568
YKL082C	RRP14	YPR036W	VMA13	1.127784	0.077125	0	2.255568
YKL134C	1-Oct	YPR003C	YPR003C	1.127784	0.077125	0	2.255568
YLR314C	CDC3	YPR165W	RHO1	1.127784	0.077125	0	2.255568
YML066C	SMA2	YPR117W	YPR117W	1.127784	0.077125	0	2.255568
YLL045C	RPL8B	YPR112C	MRD1	1.127853	0.077137	-0.929412	1.029538
YMR290C	HAS1	YOR253W	NAT5	1.127853	0.077137	1.508392	0.747314
YGR204W	ADE3	YML073C	RPL6A	1.127915	0.077148	-0.309804	1.403465
YDL043C	PRP11	YKL012W	PRP40	1.127917	0.077149	-2.478431	0
YAR073W	IMD1	YHR171W	ATG7	1.127918	0.077149	-0.309804	2.56564
YAR073W	IMD1	YOL120C	RPL18A	1.127918	0.077149	-0.309804	2.56564
YER131W	RPS26B	YGL076C	RPL7A	1.127956	0.077156	0.419999	1.835914
YJR138W	IML1	YML117W	NAB6	1.128023	0.077167	0	0.648118
YIL112W	HOS4	YLR347C	KAP95	1.128068	0.077175	-1.858824	0.496794
YLR120C	YPS1	YLR330W	CHS5	1.128109	0.077182	1.036392	1.219825
YKL152C	GPM1	YMR303C	ADH2	1.128114	0.077183	-0.309804	2.566033
YAL036C	RBG1	YGL103W	RPL28	1.128119	0.077184	-0.309804	0.498568
YDR382W	RPP2B	YJR002W	MPP10	1.128148	0.077189	-0.309804	0.542483
YDL126C	CDC48	YDR330W	UBX5	1.128229	0.077203	2.23753	0.859361
YDR502C	SAM2	YER036C	ARB1	1.128236	0.077204	-0.619608	1.027307
YHR058C	MED6	YIL133C	RPL16A	1.128248	0.077207	0	0.690989
YFR015C	GSY1	YJL137C	GLG2	1.128252	0.077207	2.256505	0
YML121W	GTR1	YNL256W	FOL1	1.128252	0.077207	2.256505	0
YFR031C-A	RPL2A	YOL051W	GAL11	1.128279	0.077212	-0.309804	0.530203
YHR047C	AAP1'	YOR204W	DED1	1.128303	0.077216	-0.309804	0.259564
YFR019W	FAB1	YMR194W	RPL36A	1.128384	0.07723	1.661765	0.595003
YAR010C	YAR010C	YMR303C	ADH2	1.128404	0.077234	0	2.256808
YCR054C	CTR86	YOL086C	ADH1	1.128421	0.077237	-0.309804	0
YDR051C	YDR051C	YOL086C	ADH1	1.128421	0.077237	-0.309804	0
YGR068C	YGR068C	YOL086C	ADH1	1.128421	0.077237	-0.309804	0
YKL047W	YKL047W	YOL086C	ADH1	1.128421	0.077237	-0.309804	0
YOL086C	ADH1	YOR132W	VPS17	1.128421	0.077237	-0.309804	0
YFR009W	GCN20	YLR452C	SST2	1.12846	0.077243	-0.929412	0
YDR174W	HMO1	YGL189C	RPS26A	1.128474	0.077246	-0.309804	2.566753
YDR091C	RLI1	YJL190C	RPS22A	1.128492	0.077249	-0.619608	0
YDR449C	UTP6	YPL090C	RPS6A	1.128492	0.077249	-0.619608	0
YDR450W	RPS18A	YMR309C	NIP1	1.128492	0.077249	-0.619608	0
YJL190C	RPS22A	YLR192C	HCR1	1.128492	0.077249	-0.619608	0
YKL029C	MAE1	YOR117W	RPT5	1.128492	0.077249	-0.619608	0
YBR205W	KTR3	YHR020W	YHR020W	1.128514	0.077253	0	0
YER164W	CHD1	YKL088W	YKL088W	1.128518	0.077254	-0.929412	1.809651
YMR091C	NPL6	YOR304W	ISW2	1.128647	0.077276	-0.929412	0
YJR145C	RPS4A	YNL302C	RPS19B	1.128805	0.077304	0	2.25761
YOR204W	DED1	YOR369C	RPS12	1.128834	0.077309	0	2.257669
YBR072W	HSP26	YGR080W	TWF1	1.128875	0.077316	-0.619608	2.877357
YBR085W	AAC3	YML085C	TUB1	1.12892	0.077324	0	0
YDL156W	YDL156W	YML085C	TUB1	1.12892	0.077324	0	0
YFL037W	TUB2	YOR307C	SLY41	1.12892	0.077324	0	0
YLR191W	PEX13	YML085C	TUB1	1.12892	0.077324	0	0
YML085C	TUB1	YOR307C	SLY41	1.12892	0.077324	0	0
YDL014W	NOP1	YPR067W	ISA2	1.128925	0.077325	-0.309804	2.567654
YMR230W	RPS10B	YOL039W	RPP2A	1.129033	0.077344	-0.309804	2.567871
YBR130C	SHE3	YER026C	CHO1	1.129065	0.07735	-0.309804	2.567935
YDR107C	YDR107C	YKL213C	DOA1	1.129065	0.07735	-0.309804	2.567935
YJL035C	TAD2	YPR057W	BRR1	1.129065	0.07735	-0.309804	2.567935
YLR071C	RGR1	YMR230W	RPS10B	1.129126	0.077361	-0.619608	3.718294
YJR045C	SSC1	YPL231W	FAS2	1.129192	0.077372	-0.309804	1.116241
YBR105C	VID24	YOR151C	RPB2	1.129232	0.077379	0	0
YDR381W	YRA1	YDR496C	PUF6	1.129288	0.077389	-0.619608	2.301621
YPL138C	SPP1	YPL167C	REV3	1.12935	0.0774	1.094508	1.164193
YER148W	SPT15	YOR117W	RPT5	1.129374	0.077405	-0.929412	0
YBR251W	MRPS5	YLR085C	ARP6	1.129433	0.077415	0.626391	1.632475
YKR059W	TIF1	YNL244C	SUI1	1.129563	0.077438	2.012865	1.086694
YDL007W	RPT2	YGL011C	SCL1	1.129564	0.077438	-1.239216	0.503235
YLL004W	ORC3	YPL127C	HHO1	1.129607	0.077446	-0.309804	2.569019
YLR278C	YLR278C	YNL290W	RFC3	1.129607	0.077446	-0.309804	2.569019
YAR014C	BUD14	YJL190C	RPS22A	1.129727	0.077467	-0.309804	0
YCL050C	APA1	YKL029C	MAE1	1.129727	0.077467	-0.309804	0
YER134C	YER134C	YHR020W	YHR020W	1.129727	0.077467	-0.309804	0
YFL037W	TUB2	YKL010C	UFD4	1.129757	0.077473	-1.54902	0
YDR171W	HSP42	YFL039C	ACT1	1.129796	0.077479	-0.619608	2.968063
YDR308C	SRB7	YMR230W	RPS10B	1.12989	0.077496	-0.309804	2.569583
YBL072C	RPS8A	YOL012C	HTZ1	1.1299	0.077498	-1.239216	3.499015
YBR181C	RPS6B	YDL095W	PMT1	1.130005	0.077516	0.708866	1.551143
YAL034W-A	MTW1	YFR044C	YFR044C	1.130029	0.077521	2.260057	0
YCL057W	PRD1	YLR382C	NAM2	1.130029	0.077521	2.260057	0
YNL206C	RTT106	YOR375C	GDH1	1.130029	0.077521	2.260057	0
YBR031W	RPL4A	YKL035W	UGP1	1.130063	0.077527	0.139061	0
YGR126W	YGR126W	YOR096W	RPS7A	1.130098	0.077533	-0.309804	2.570001
YIL018W	RPL2B	YLR115W	CFT2	1.130121	0.077537	-0.309804	0
YBR140C	IRA1	YPR104C	FHL1	1.130134	0.077539	0	2.260269
YDL081C	RPP1A	YLR406C	RPL31B	1.130134	0.077539	0	2.260269
YDL081C	RPP1A	YPL249C-A	RPL36B	1.130134	0.077539	0	2.260269
YDL231C	BRE4	YMR066W	SOV1	1.130134	0.077539	0	2.260269
YER054C	GIP2	YFR001W	LOC1	1.130134	0.077539	0	2.260269
YDR062W	LCB2	YHR020W	YHR020W	1.130249	0.077553	0	0
YKL104C	GFA1	YLR363C	NMD4	1.130249	0.077553	0	0
YBR263W	SHM1	YMR242C	RPL20A	1.130286	0.077557	-0.619608	0
YGL031C	RPL24A	YGL055W	OLE1	1.130287	0.077557	0	3.101006
YER110C	KAP123	YHL003C	LAG1	1.130382	0.077568	-0.309804	0
YER110C	KAP123	YLL012W	YEH1	1.130382	0.077568	-0.309804	0
YER110C	KAP123	YMR241W	YHM2	1.130382	0.077568	-0.309804	0
YJR045C	SSC1	YNL209W	SSB2	1.13043	0.077574	-0.929412	1.521663
YGR113W	DAM1	YOL019W	YOL019W	1.130446	0.077576	2.260892	0
YGR113W	DAM1	YPR141C	KAR3	1.130446	0.077576	2.260892	0
YJR156C	THI11	YML034W	SRC1	1.130446	0.077576	2.260892	0
YKR002W	PAP1	YMR233W	YMR233W	1.130446	0.077576	2.260892	0
YGL135W	RPL1B	YLR344W	RPL26A	1.130454	0.077577	-0.309804	2.570712
YKL145W	RPT1	YNL075W	IMP4	1.130479	0.077579	0	0
YNL209W	SSB2	YPL207W	YPL207W	1.13048	0.077579	-1.858824	0.38876
YBR055C	PRP6	YKL170W	MRPL38	1.130538	0.077583	0	0
YBR055C	PRP6	YPR094W	RDS3	1.130538	0.077583	0	0
YCL046W	YCL046W	YGR156W	PTI1	1.130538	0.077583	0	0
YGR156W	PTI1	YOR344C	TYE7	1.130538	0.077583	0	0
YDR471W	RPL27B	YMR121C	RPL15B	1.130573	0.077586	0	0
YDR064W	RPS13	YLR173W	YLR173W	1.130662	0.0776	0	0.478484
YBL072C	RPS8A	YDR365C	ESF1	1.130812	0.077624	0.067999	3.034058
YBR049C	REB1	YKR001C	VPS1	1.130814	0.077624	-2.788235	0
YLR075W	RPL10	YNL055C	POR1	1.130864	0.077632	0	3.016279
YDR382W	RPP2B	YLR197W	SIK1	1.130911	0.077639	-1.239216	1.510428
YAR073W	IMD1	YHR089C	GAR1	1.131005	0.077655	0.380946	2.721497
YER148W	SPT15	YKL180W	RPL17A	1.131037	0.07766	-0.309804	0
YFR032C-A	RPL29	YLR340W	RPP0	1.131058	0.077663	-0.309804	2.57192
YOL040C	RPS15	YOL109W	ZEO1	1.131265	0.077698	1.726393	0.536138
YGL148W	ARO2	YOR153W	PDR5	1.13132	0.077707	2.26264	0
YMR255W	GFD1	YOR046C	DBP5	1.13132	0.077707	2.26264	0
YKL032C	IXR1	YMR033W	ARP9	1.131366	0.077715	-0.309804	0
YBL004W	UTP20	YNL096C	RPS7B	1.131419	0.077724	0	0.461804
YGR165W	MRPS35	YOR204W	DED1	1.131466	0.077731	-0.309804	0.844878
YAL034C	FUN19	YHR203C	RPS4B	1.131501	0.077737	-1.239216	1.30316
YJR138W	IML1	YMR290C	HAS1	1.131617	0.077757	0	2.263235
YDL051W	LHP1	YNL110C	NOP15	1.131624	0.077758	-0.929412	0
YLR180W	SAM1	YOR064C	YNG1	1.131625	0.077758	1.224041	1.039208
YDL156W	YDL156W	YKR054C	DYN1	1.131663	0.077764	0	3.103759
YLR325C	RPL38	YPR086W	SUA7	1.13168	0.077767	-0.619608	0
YNL061W	NOP2	YPL143W	RPL33A	1.13168	0.077767	-0.619608	0
YBR181C	RPS6B	YNL112W	DBP2	1.131686	0.077768	-0.619608	3.723414
YMR194W	RPL36A	YPL093W	NOG1	1.131688	0.077769	0	1.443396
YCR031C	RPS14A	YPR086W	SUA7	1.131694	0.07777	-0.309804	0
YCL059C	KRR1	YJR149W	YJR149W	1.131709	0.077772	0	2.263418
YDR166C	SEC5	YJL198W	PHO90	1.131709	0.077772	0	2.263418
YDR166C	SEC5	YLR219W	MSC3	1.131709	0.077772	0	2.263418
YGL251C	HFM1	YJL198W	PHO90	1.131709	0.077772	0	2.263418
YIL147C	SLN1	YJL156C	SSY5	1.131709	0.077772	0	2.263418
YIL147C	SLN1	YKL132C	RMA1	1.131709	0.077772	0	2.263418
YIL147C	SLN1	YPR079W	MRL1	1.131709	0.077772	0	2.263418
YNR071C	YNR071C	YPR189W	SKI3	1.131709	0.077772	0	2.263418
YML058W	SML1	YOR346W	REV1	1.13171	0.077772	2.263421	0
YDR237W	MRPL7	YJR138W	IML1	1.131748	0.077779	0	0
YDR237W	MRPL7	YMR230W	RPS10B	1.131748	0.077779	0	0
YDR450W	RPS18A	YKR060W	UTP30	1.131748	0.077779	0	0
YDR450W	RPS18A	YMR146C	TIF34	1.131748	0.077779	0	0
YGL100W	SEH1	YMR146C	TIF34	1.131748	0.077779	0	0
YJR138W	IML1	YMR024W	MRPL3	1.131748	0.077779	0	0
YLR150W	STM1	YML026C	RPS18B	1.131748	0.077779	0	0
YLR276C	DBP9	YML026C	RPS18B	1.131748	0.077779	0	0
YML026C	RPS18B	YMR230W	RPS10B	1.131748	0.077779	0	0
YML026C	RPS18B	YOL120C	RPL18A	1.131748	0.077779	0	0
YML026C	RPS18B	YOR145C	PNO1	1.131748	0.077779	0	0
YHR084W	STE12	YMR035W	IMP2	1.131758	0.077781	2.263516	0
YLR167W	RPS31	YLR323C	CWC24	1.131758	0.077781	2.263516	0
YLR189C	ATG26	YMR035W	IMP2	1.131758	0.077781	2.263516	0
YCR016W	YCR016W	YPL198W	RPL7B	1.131798	0.077788	-0.309804	2.573399
YGL011C	SCL1	YOR355W	GDS1	1.131798	0.077788	-0.309804	2.573399
YER103W	SSA4	YOR355W	GDS1	1.131808	0.07779	-0.309804	2.57342
YDR447C	RPS17B	YNL330C	RPD3	1.131956	0.077817	-0.929412	0
YGL200C	EMP24	YOL086C	ADH1	1.131977	0.077821	-0.309804	0
YDL014W	NOP1	YDR350C	TCM10	1.132018	0.077829	-0.309804	2.573841
YCR091W	KIN82	YLR340W	RPP0	1.132029	0.077831	0	0
YKL182W	FAS1	YNL287W	SEC21	1.132072	0.077839	-0.619608	0.91377
YHR047C	AAP1'	YML029W	USA1	1.132113	0.077846	-0.309804	0
YDR332W	YDR332W	YPR108W	RPN7	1.132152	0.077853	-0.309804	2.574108
YBL022C	PIM1	YOR136W	IDH2	1.132195	0.077861	-0.929412	0
YLR172C	DPH5	YNL287W	SEC21	1.132195	0.077861	-0.929412	0
YIL107C	PFK26	YKR080W	MTD1	1.132197	0.077862	2.264394	0
YMR191W	SPG5	YPL084W	BRO1	1.132197	0.077862	2.264394	0
YDR190C	RVB1	YOR151C	RPB2	1.132258	0.077873	1.654756	0.91323
YDL081C	RPP1A	YNR051C	BRE5	1.132262	0.077874	-0.619608	2.884132
YGL241W	KAP114	YJL042W	MHP1	1.132262	0.077874	-0.619608	2.884132
YBR189W	RPS9B	YPL037C	EGD1	1.132315	0.077884	1.502793	0.761836
YMR240C	CUS1	YPR057W	BRR1	1.132332	0.077887	-0.619608	1.083547
YHL009C	YAP3	YLL024C	SSA2	1.132345	0.077889	0.308732	0.112768
YAL029C	MYO4	YER102W	RPS8B	1.132352	0.077891	-0.309804	0
YHR165C	PRP8	YJR072C	NPA3	1.132352	0.077891	-0.309804	0
YIL018W	RPL2B	YNL298W	CLA4	1.132435	0.077906	-0.309804	2.574675
YJL130C	URA2	YJR091C	JSN1	1.132467	0.077912	0	0
YHR040W	BCD1	YIL107C	PFK26	1.132542	0.077926	0.781033	1.48405
YDL051W	LHP1	YER165W	PAB1	1.132608	0.077938	-1.239216	0.282564
YJL080C	SCP160	YLL027W	ISA1	1.132654	0.077947	1.28216	0.983149
YCL055W	KAR4	YHR062C	RPP1	1.132721	0.077959	2.265441	0
YDR423C	CAD1	YHR158C	KEL1	1.132721	0.077959	2.265441	0
YMR019W	STB4	YNL267W	PIK1	1.132721	0.077959	2.265441	0
YMR323W	ERR3	YPL002C	SNF8	1.132721	0.077959	2.265441	0
YDR012W	RPL4B	YGR202C	PCT1	1.132728	0.07796	-0.309804	0.747041
YHR170W	NMD3	YPL220W	RPL1A	1.132852	0.077983	-0.929412	0
YGL200C	EMP24	YHL033C	RPL8A	1.132992	0.078009	0.703933	0.584137
YER172C	BRR2	YMR116C	ASC1	1.133039	0.078018	-1.239216	0.874869
YGL167C	PMR1	YHR141C	RPL42B	1.133048	0.078019	1.263774	1.002322
YDR350C	TCM10	YHR040W	BCD1	1.133076	0.078025	-0.929412	3.195565
YDL058W	USO1	YGR263C	YGR263C	1.133078	0.078025	2.266156	0
YDR047W	HEM12	YGL027C	CWH41	1.133078	0.078025	2.266156	0
YGL027C	CWH41	YJL184W	GON7	1.133078	0.078025	2.266156	0
YMR128W	ECM16	YOR078W	BUD21	1.133125	0.078034	-2.168627	0
YDR505C	PSP1	YOR307C	SLY41	1.133144	0.078037	-0.309804	2.576092
YER023W	PRO3	YPR141C	KAR3	1.133144	0.078037	-0.309804	2.576092
YKR018C	YKR018C	YOR161C	PNS1	1.133144	0.078037	-0.309804	2.576092
YLR028C	ADE16	YMR159C	ATG16	1.133144	0.078037	-0.309804	2.576092
YLR145W	RMP1	YNL221C	POP1	1.133144	0.078037	-0.309804	2.576092
YML126C	ERG13	YNL009W	IDP3	1.133186	0.078045	1.583993	0.682379
YFR031C-A	RPL2A	YLR175W	CBF5	1.133215	0.07805	-1.858824	2.631673
YDL076C	RXT3	YOR174W	MED4	1.133287	0.078064	-1.239216	0
YOR216C	RUD3	YPR115W	YPR115W	1.13329	0.078064	0	2.266581
YBL075C	SSA3	YGR087C	PDC6	1.133377	0.07808	-0.309804	2.576558
YEL034W	HYP2	YLR259C	HSP60	1.133377	0.07808	-0.309804	2.576558
YGL123W	RPS2	YLR259C	HSP60	1.133377	0.07808	-0.309804	2.576558
YDL185W	TFP1	YOL086C	ADH1	1.133425	0.078089	-0.309804	1.0031
YDL081C	RPP1A	YDR064W	RPS13	1.133433	0.078091	0	2.266866
YCR009C	RVS161	YPR104C	FHL1	1.13347	0.078098	1.424969	0.841971
YDR303C	RSC3	YNL209W	SSB2	1.13352	0.078107	-0.024879	0.342934
YBL087C	RPL23A	YFL037W	TUB2	1.133539	0.07811	0	0
YBL087C	RPL23A	YML085C	TUB1	1.133539	0.07811	0	0
YDR382W	RPP2B	YMR093W	UTP15	1.133565	0.078115	0.879324	0.383827
YMR242C	RPL20A	YMR269W	YMR269W	1.133571	0.078116	-0.309804	2.576946
YJL130C	URA2	YNL301C	RPL18B	1.133586	0.078119	0	0.848338
YHR001W	OSH7	YPR140W	TAZ1	1.133592	0.07812	-0.619608	2.886791
YAL035W	FUN12	YDL107W	MSS2	1.133596	0.078121	1.330037	0.937154
YDR141C	DOP1	YPR119W	CLB2	1.133611	0.078124	2.267222	0
YNL164C	IBD2	YOR157C	PUP1	1.133611	0.078124	2.267222	0
YHR064C	SSZ1	YLR448W	RPL6B	1.133636	0.078128	-0.619608	0.364016
YMR284W	YKU70	YOL054W	YOL054W	1.133644	0.07813	-1.239216	4.346937
YDL132W	CDC53	YHR181W	SVP26	1.133687	0.078138	0	2.267373
YKL198C	PTK1	YOR346W	REV1	1.133687	0.078138	0	2.267373
YLR098C	CHA4	YOR251C	YOR251C	1.133687	0.078138	0	2.267373
YLR152C	YLR152C	YOR346W	REV1	1.133687	0.078138	0	2.267373
YKL180W	RPL17A	YML012W	ERV25	1.133735	0.078147	-0.309804	2.040331
YAL032C	PRP45	YDL043C	PRP11	1.133752	0.07815	3.107937	0
YFR032C-A	RPL29	YMR290C	HAS1	1.133781	0.078155	0	2.267563
YLR293C	GSP1	YLR347C	KAP95	1.133814	0.078161	1.051906	1.215722
YBR089C-A	NHP6B	YML063W	RPS1B	1.133817	0.078162	0	0
YDR228C	PCF11	YJR145C	RPS4A	1.133817	0.078162	0	0
YGR155W	CYS4	YLR057W	YLR057W	1.13382	0.078162	1.81983	0.447811
YCL054W	SPB1	YLR029C	RPL15A	1.133842	0.078166	0	2.267684
YGL245W	GUS1	YLR138W	NHA1	1.133842	0.078166	0	2.267684
YKL046C	DCW1	YLR029C	RPL15A	1.133842	0.078166	0	2.267684
YLL023C	YLL023C	YML073C	RPL6A	1.133842	0.078166	0	2.267684
YDR381W	YRA1	YFR030W	MET10	1.133869	0.078171	1.141214	1.126523
YHL033C	RPL8A	YLR106C	MDN1	1.133986	0.078193	-0.309804	0.915769
YBL072C	RPS8A	YKL018W	SWD2	1.134	0.078196	-0.21457	1.32116
YER006W	NUG1	YHL033C	RPL8A	1.134014	0.078198	-0.929412	2.838604
Q0250	COX2	YNR062C	YNR062C	1.134083	0.078211	0	2.268167
YHR095W	YHR095W	YNR062C	YNR062C	1.134083	0.078211	0	2.268167
YKL182W	FAS1	YLR030W	YLR030W	1.134083	0.078211	0	2.268167
YKL182W	FAS1	YOR036W	PEP12	1.134083	0.078211	0	2.268167
YDL082W	RPL13A	YPR043W	RPL43A	1.134179	0.078229	0	0
YLR029C	RPL15A	YPR043W	RPL43A	1.134179	0.078229	0	0
YER074W	RPS24A	YMR229C	RRP5	1.134257	0.078242	-4.027451	2.585317
YBR031W	RPL4A	YDL030W	PRP9	1.13432	0.078252	0	0.43772
YAL038W	CDC19	YOL089C	HAL9	1.134406	0.078266	-0.619608	0.243805
YAL036C	RBG1	YDR447C	RPS17B	1.134448	0.078273	-0.619608	1.313495
YDR337W	MRPS28	YLR150W	STM1	1.134499	0.078282	-0.309804	0.272985
YFL034C-A	RPL22B	YHR061C	GIC1	1.134512	0.078284	1.262554	1.006469
YLR367W	RPS22B	YMR229C	RRP5	1.134566	0.078293	-4.027451	0.596854
YBR039W	ATP3	YPL198W	RPL7B	1.134663	0.078309	-0.309804	0
YER102W	RPS8B	YNL118C	DCP2	1.134667	0.07831	-0.619608	0.753381
YBR131W	CCZ1	YLR309C	IMH1	1.134689	0.078313	1.667587	0.601791
YHL033C	RPL8A	YJL034W	KAR2	1.13479	0.07833	-0.309804	1.778386
YDR064W	RPS13	YPL231W	FAS2	1.134801	0.078332	-0.309804	0
YBL076C	ILS1	YMR012W	CLU1	1.134812	0.078334	-0.929412	0
YBR181C	RPS6B	YOR234C	RPL33B	1.134842	0.078339	0	2.269684
YEL062W	NPR2	YLR452C	SST2	1.134851	0.07834	2.269702	0
YNR037C	RSM19	YPL194W	DDC1	1.134851	0.07834	2.269702	0
YCR030C	SYP1	YLR320W	MMS22	1.134856	0.078341	-0.619608	2.889321
YBL030C	PET9	YLR075W	RPL10	1.134878	0.078345	0	2.269756
YDL048C	STP4	YLR265C	NEJ1	1.134878	0.078345	0	2.269756
YGL162W	SUT1	YGR192C	TDH3	1.134901	0.078348	-0.929412	0.189949
YIL075C	RPN2	YML124C	TUB3	1.134973	0.078361	-3.098039	0
YDR394W	RPT3	YGL095C	VPS45	1.135017	0.078368	0	3.110467
YGL200C	EMP24	YMR242C	RPL20A	1.135101	0.078382	1.079351	0.924532
YBR289W	SNF5	YFL039C	ACT1	1.135163	0.078392	-0.309804	0
YML024W	RPS17A	YOL040C	RPS15	1.135219	0.078401	0	0.616483
