# Feature1 Sys. Name	Feature1 Std. Name	Feature2 Sys. Name	Feature2 Std. Name	PE Score	Conf. Score	Direct Score	Indirect Score
YBR055C	PRP6	YDR283C	GCN2	1.434102	0.132654	-0.619608	0
YDR145W	TAF12	YGL013C	PDR1	1.434102	0.132654	-0.619608	0
YBL074C	AAR2	YPR094W	RDS3	1.43414	0.132647	0	0
YBR084C-A	RPL19A	YEL050C	RML2	1.43414	0.132647	0	0
YBR084C-A	RPL19A	YKL099C	UTP11	1.43414	0.132647	0	0
YBR084C-A	RPL19A	YOR388C	FDH1	1.43414	0.132647	0	0
YDR115W	YDR115W	YKR085C	MRPL20	1.43414	0.132647	0	0
YDR115W	YDR115W	YOR150W	MRPL23	1.43414	0.132647	0	0
YDR294C	DPL1	YOR153W	PDR5	1.43414	0.132647	0	0
YDR489W	SLD5	YOR153W	PDR5	1.43414	0.132647	0	0
YEL032W	MCM3	YOR153W	PDR5	1.43414	0.132647	0	0
YGL064C	MRH4	YKR085C	MRPL20	1.43414	0.132647	0	0
YGL064C	MRH4	YOR150W	MRPL23	1.43414	0.132647	0	0
YGR076C	MRPL25	YKR085C	MRPL20	1.43414	0.132647	0	0
YGR076C	MRPL25	YOR150W	MRPL23	1.43414	0.132647	0	0
YGR143W	SKN1	YOR115C	TRS33	1.43414	0.132647	0	0
YHR015W	MIP6	YOR150W	MRPL23	1.43414	0.132647	0	0
YJL096W	MRPL49	YKR085C	MRPL20	1.43414	0.132647	0	0
YJL096W	MRPL49	YNL252C	MRPL17	1.43414	0.132647	0	0
YJL096W	MRPL49	YOR150W	MRPL23	1.43414	0.132647	0	0
YKR085C	MRPL20	YMR286W	MRPL33	1.43414	0.132647	0	0
YLR264W	RPS28B	YMR207C	HFA1	1.43414	0.132647	0	0
YLR310C	CDC25	YNL101W	AVT4	1.43414	0.132647	0	0
YLR310C	CDC25	YNL187W	YNL187W	1.43414	0.132647	0	0
YLR344W	RPL26A	YOR150W	MRPL23	1.43414	0.132647	0	0
YMR286W	MRPL33	YOR150W	MRPL23	1.43414	0.132647	0	0
YAR010C	YAR010C	YNL096C	RPS7B	1.434208	0.132644	0	2.868415
YBL075C	SSA3	YDL136W	RPL35B	1.434268	0.132641	-0.309804	3.178339
YCL014W	BUD3	YLR044C	PDC1	1.434269	0.132641	0.201546	2.666993
YJL190C	RPS22A	YLR259C	HSP60	1.434403	0.132635	-0.309804	2.576558
YJL190C	RPS22A	YOR234C	RPL33B	1.434485	0.132631	0	0.9512
YLR441C	RPS1A	YPL126W	NAN1	1.434574	0.132627	-0.309804	0
YGR186W	TFG1	YKL104C	GFA1	1.434632	0.132624	-0.619608	1.547203
YLL036C	PRP19	YOR159C	SME1	1.43482	0.132615	1.162826	2.547246
YCR016W	YCR016W	YNL308C	KRI1	1.434903	0.132611	-0.929412	3.799219
YBR275C	RIF1	YDL173W	YDL173W	1.434969	0.132608	-0.309804	3.179741
YGR087C	PDC6	YGR209C	TRX2	1.434969	0.132608	-0.309804	3.179741
YFR030W	MET10	YGL195W	GCN1	1.434993	0.132607	-0.619608	1.339352
YDR050C	TPI1	YMR120C	ADE17	1.435001	0.132607	2.870002	0
YDR382W	RPP2B	YNR054C	ESF2	1.435009	0.132606	-0.929412	1.130589
YIL095W	PRK1	YIL133C	RPL16A	1.435022	0.132606	-0.309804	4.02028
YHL009W-B	YHL009W-B	YHR077C	NMD2	1.435069	0.132603	1.425478	1.44466
YBL076C	ILS1	YHR128W	FUR1	1.435122	0.132601	-0.929412	0
YHR020W	YHR020W	YJR064W	CCT5	1.43522	0.132596	0	1.37822
YCL011C	GBP2	YHR216W	IMD2	1.435337	0.132591	-0.309804	0
YER165W	PAB1	YLR197W	SIK1	1.435344	0.13259	-1.54902	1.94729
YGL150C	INO80	YNL215W	IES2	1.43539	0.132588	-1.239216	3.076527
YKR069W	MET1	YML100W	TSL1	1.43562	0.132577	1.665956	1.205284
YCL010C	SGF29	YPL047W	SGF11	1.435706	0.132573	-0.929412	3.800824
YKL007W	CAP1	YOR326W	MYO2	1.435828	0.132567	-2.168627	1.902094
YBR079C	RPG1	YCR031C	RPS14A	1.435838	0.132567	-0.309804	0.476624
YDR300C	PRO1	YER093C	TSC11	1.435841	0.132567	-0.309804	0.313207
YLR398C	SKI2	YNL232W	CSL4	1.436015	0.132558	-1.858824	1.784664
YHR121W	LSM12	YPL228W	CET1	1.436044	0.132557	1.052783	0.58438
YCL054W	SPB1	YGR054W	YGR054W	1.436058	0.132556	0	2.872116
YDL075W	RPL31A	YLR276C	DBP9	1.436104	0.132554	0	0.521664
YCL031C	RRP7	YOR204W	DED1	1.436141	0.132552	0.660432	0.762293
YGL055W	OLE1	YPL131W	RPL5	1.436165	0.132551	0	1.314525
YBL027W	RPL19B	YFL034C-A	RPL22B	1.436199	0.13255	0	2.872398
YDL058W	USO1	YLR429W	CRN1	1.436208	0.13255	-1.239216	2.423271
YDL060W	TSR1	YLR287C-A	RPS30A	1.436306	0.132553	1.576376	1.296236
YGR271C-A	YGR271C-A	YMR290C	HAS1	1.436394	0.132556	1.407551	1.465237
YJL008C	CCT8	YOR375C	GDH1	1.436417	0.132557	-0.309804	0
YDR012W	RPL4B	YJL050W	MTR4	1.436426	0.132558	-0.777927	0
YBR055C	PRP6	YFL017W-A	SMX2	1.436541	0.132562	-0.619608	1.099547
YFR031C-A	RPL2A	YLR325C	RPL38	1.436546	0.132562	-0.309804	2.362915
YER126C	NSA2	YIL133C	RPL16A	1.436616	0.132568	0	1.947322
YJL130C	URA2	YJR031C	GEA1	1.436711	0.132577	0	0
YNL178W	RPS3	YOL120C	RPL18A	1.436727	0.132578	-0.309804	2.160178
YLR180W	SAM1	YPL105C	YPL105C	1.436793	0.132584	1.790038	1.083547
YMR242C	RPL20A	YPR080W	TEF1	1.43687	0.132591	1.748227	1.020469
YCL011C	GBP2	YDL213C	NOP6	1.436874	0.132591	-0.309804	1.144543
YMR061W	RNA14	YMR142C	RPL13B	1.437038	0.132606	0	0
YDR418W	RPL12B	YPL146C	NOP53	1.437109	0.132612	-0.309804	3.184021
YGL189C	RPS26A	YHR029C	YHI9	1.437109	0.132612	0	2.874218
YGR118W	RPS23A	YHR029C	YHI9	1.437109	0.132612	0	2.874218
YBR084C-A	RPL19A	YIL133C	RPL16A	1.437111	0.132612	0	1.008557
YDR381W	YRA1	YNL049C	SFB2	1.437116	0.132613	0.983802	0
YBL004W	UTP20	YDR025W	RPS11A	1.437138	0.132615	0	0
YER103W	SSA4	YLL024C	SSA2	1.437275	0.132631	0.791608	0.012855
YER050C	RSM18	YIL070C	MAM33	1.43729	0.132633	2.809971	0.905041
YBR263W	SHM1	YLR029C	RPL15A	1.437518	0.132659	-0.309804	0.850374
YDR454C	GUK1	YEL023C	YEL023C	1.437534	0.132661	1.86879	1.006277
YJR125C	ENT3	YKL180W	RPL17A	1.437554	0.132663	0	2.875108
YLR197W	SIK1	YLR432W	IMD3	1.437557	0.132664	-0.242756	2.427883
YDR025W	RPS11A	YJR138W	IML1	1.437604	0.132669	0	1.244439
YDR471W	RPL27B	YNL088W	TOP2	1.437615	0.13267	-1.54902	3.578296
YGL122C	NAB2	YLR075W	RPL10	1.4377	0.13268	0.787625	2.087774
YJR123W	RPS5	YNL088W	TOP2	1.437747	0.132686	-1.54902	2.830546
YLR448W	RPL6B	YNR054C	ESF2	1.43778	0.132689	-0.619608	1.285518
YGL123W	RPS2	YNL132W	KRE33	1.437782	0.13269	-0.309804	4.0258
YBL024W	NCL1	YLR264W	RPS28B	1.437895	0.132703	-0.929412	0
YBR121C	GRS1	YOR001W	RRP6	1.437895	0.132703	-0.929412	0
YBR155W	CNS1	YOR133W	EFT1	1.437895	0.132703	-0.929412	0
YFL002C	SPB4	YGR085C	RPL11B	1.437918	0.132705	-0.309804	0
YBR192W	RIM2	YNL315C	ATP11	1.437922	0.132706	2.875845	0
YDR421W	ARO80	YNL037C	IDH1	1.437922	0.132706	2.875845	0
YGR108W	CLB1	YNL121C	TOM70	1.437922	0.132706	2.875845	0
YHR141C	RPL42B	YLR185W	RPL37A	1.437929	0.132706	0	2.875857
YHR141C	RPL42B	YPL249C-A	RPL36B	1.437929	0.132706	0	2.875857
YGL195W	GCN1	YLR340W	RPP0	1.437976	0.132702	-0.619608	1.697437
YJL080C	SCP160	YJL190C	RPS22A	1.438229	0.132679	-0.619608	0.619474
YBR118W	TEF2	YJL034W	KAR2	1.438252	0.132677	-0.309804	0.563773
YDL191W	RPL35A	YFR031C-A	RPL2A	1.438296	0.132673	0	0
YER117W	RPL23B	YPL093W	NOG1	1.438296	0.132673	0	0
YJL190C	RPS22A	YNL207W	RIO2	1.438296	0.132673	0	0
YDL051W	LHP1	YMR142C	RPL13B	1.438402	0.13269	-0.619608	1.281079
YCL031C	RRP7	YGL103W	RPL28	1.438484	0.132703	1.105733	1.771234
YLR044C	PDC1	YML091C	RPM2	1.438549	0.132714	-1.239216	0.558491
YBR048W	RPS11B	YGR016W	YGR016W	1.438614	0.132724	0	0
YNL132W	KRE33	YOR188W	MSB1	1.438643	0.132729	-0.619608	1.962039
YDR381W	YRA1	YLL045C	RPL8B	1.438654	0.132731	-0.309804	1.50144
YCL059C	KRR1	YDR496C	PUF6	1.438682	0.132735	-0.619608	3.195679
YLR048W	RPS0B	YPR034W	ARP7	1.438785	0.132752	-0.619608	0.874077
YGR085C	RPL11B	YOR206W	NOC2	1.438883	0.132767	-2.168627	2.481324
YCR023C	YCR023C	YHR119W	SET1	1.438911	0.132772	-0.309804	3.187626
YDR350C	TCM10	YDR507C	GIN4	1.439124	0.132806	-0.309804	3.188053
YEL037C	RAD23	YER021W	RPN3	1.439137	0.132808	-0.225619	0
YBR172C	SMY2	YDR025W	RPS11A	1.439178	0.132815	-0.309804	0
YDR028C	REG1	YGL208W	SIP2	1.439189	0.132817	-0.309804	1.214919
YDL051W	LHP1	YKL009W	MRT4	1.439313	0.132836	-0.929412	0
YBR101C	FES1	YKR059W	TIF1	1.439332	0.13284	-0.929412	0
YBR162C	TOS1	YNL287W	SEC21	1.439332	0.13284	-0.929412	0
YLR249W	YEF3	YNR016C	ACC1	1.439342	0.132841	-1.858824	1.114035
YGR034W	RPL26B	YOL109W	ZEO1	1.439535	0.132872	1.770009	1.10906
YGL120C	PRP43	YNR054C	ESF2	1.43955	0.132875	1.458458	0
YDR225W	HTA1	YKR001C	VPS1	1.43956	0.132876	-0.619608	0
YBR084C-A	RPL19A	YOR204W	DED1	1.439613	0.132885	0	0.310935
YHR047C	AAP1'	YLR044C	PDC1	1.439634	0.132888	-1.239216	0.684783
YBL003C	HTA2	YIL126W	STH1	1.439702	0.132899	-4.337255	0.743683
YDR335W	MSN5	YKL008C	LAC1	1.439871	0.132926	-0.309804	0
YER165W	PAB1	YPL043W	NOP4	1.439878	0.132927	-0.619608	0
YIL071C	PCI8	YIR006C	PAN1	1.439947	0.132939	3.720326	0
YKL193C	SDS22	YLR028C	ADE16	1.439998	0.132947	-0.929412	2.506571
YDR137W	RGP1	YOL086C	ADH1	1.440073	0.132959	-0.619608	0
YHR020W	YHR020W	YOR153W	PDR5	1.44009	0.132962	0	0
YML026C	RPS18B	YOL127W	RPL25	1.44009	0.132962	0	0
YDR432W	NPL3	YIL061C	SNP1	1.440133	0.132968	-0.929412	0.284174
YDR382W	RPP2B	YKL046C	DCW1	1.440323	0.132999	-0.309804	3.19045
YFR009W	GCN20	YGR240C	PFK1	1.440367	0.133006	-1.239216	0
YFR019W	FAB1	YOR063W	RPL3	1.44047	0.133023	1.493675	1.387265
YNL178W	RPS3	YOR056C	NOB1	1.440589	0.133042	-0.619608	0
YGR034W	RPL26B	YOL041C	NOP12	1.440773	0.133072	-0.309804	1.648073
YAL009W	SPO7	YDL040C	NAT1	1.440898	0.133092	-1.239216	0
YFR030W	MET10	YNL113W	RPC19	1.441002	0.133108	-0.619608	0.941774
YKL009W	MRT4	YML073C	RPL6A	1.441158	0.133133	-0.309804	1.700747
YDL082W	RPL13A	YPL127C	HHO1	1.44122	0.133143	0	2.882439
YCL037C	SRO9	YML073C	RPL6A	1.441222	0.133144	-0.309804	1.793159
YIL148W	RPL40A	YKL182W	FAS1	1.441298	0.133156	0.98508	1.897517
YEL054C	RPL12A	YNL182C	IPI3	1.441428	0.133177	-0.309804	0
YBR207W	FTH1	YLR342W	FKS1	1.441484	0.133186	0	0
YDR434W	GPI17	YLR441C	RPS1A	1.441484	0.133186	0	0
YGL191W	COX13	YLR342W	FKS1	1.441484	0.133186	0	0
YKR024C	DBP7	YNL061W	NOP2	1.441524	0.133192	1.915581	0.967468
YGL201C	MCM6	YPL174C	NIP100	1.441568	0.1332	2.883137	0
YGR100W	MDR1	YLR312C	YLR312C	1.441568	0.1332	2.883137	0
YLR312C	YLR312C	YLR426W	YLR426W	1.441568	0.1332	2.883137	0
YHR148W	IMP3	YOL010W	RCL1	1.441627	0.133209	-0.929412	0
YLR186W	EMG1	YOL010W	RCL1	1.441627	0.133209	-0.929412	0
YHR064C	SSZ1	YLR422W	YLR422W	1.441753	0.133229	1.50061	1.382897
YBR114W	RAD16	YBR136W	MEC1	1.441893	0.133252	0	0.797489
YLR367W	RPS22B	YOR272W	YTM1	1.441936	0.133259	-0.619608	0
YGR266W	YGR266W	YPR080W	TEF1	1.44194	0.133259	0	0.508909
YDR174W	HMO1	YGL103W	RPL28	1.441943	0.13326	-0.309804	4.034123
YHR108W	GGA2	YIL094C	LYS12	1.441958	0.133262	-0.309804	0
YIL094C	LYS12	YNL001W	DOM34	1.441958	0.133262	-0.309804	0
YLR432W	IMD3	YOR198C	BFR1	1.442082	0.133282	-1.239216	2.857805
YBL072C	RPS8A	YGL049C	TIF4632	1.44211	0.133287	-0.309804	1.197434
YDL055C	PSA1	YDL131W	LYS21	1.442207	0.133302	-1.239216	1.968437
YFR037C	RSC8	YKR099W	BAS1	1.442222	0.133305	-0.929412	0
YBL075C	SSA3	YNL055C	POR1	1.442254	0.13331	-0.309804	5.71561
YDR127W	ARO1	YDR427W	RPN9	1.442304	0.133318	-1.54902	0
YBR189W	RPS9B	YJL191W	RPS14B	1.442444	0.13334	0	0
YCL014W	BUD3	YOR204W	DED1	1.442646	0.133352	0.733517	0.702217
YMR290C	HAS1	YNL230C	ELA1	1.442782	0.133361	0	2.885564
YBR191W	RPL21A	YLR325C	RPL38	1.44288	0.133366	-0.309804	3.195565
YER102W	RPS8B	YLR075W	RPL10	1.442961	0.133373	0	0.735505
YGR195W	SKI6	YKL126W	YPK1	1.442978	0.133375	-1.239216	0
YHR061C	GIC1	YKL134C	1-Oct	1.443018	0.133378	1.858729	1.027307
YHR024C	MAS2	YLR259C	HSP60	1.443091	0.133385	-0.619608	0
YBL072C	RPS8A	YLR173W	YLR173W	1.443127	0.133388	0	0.791981
YNL132W	KRE33	YOR145C	PNO1	1.443189	0.133393	-0.309804	0
YIR001C	SGN1	YNL138W	SRV2	1.443223	0.133396	-0.929412	0
YBR079C	RPG1	YKL124W	SSH4	1.44334	0.133406	1.449071	1.43761
YCR031C	RPS14A	YPL081W	RPS9A	1.443457	0.133416	-0.309804	0
YDL185W	TFP1	YPL218W	SAR1	1.443457	0.133416	-0.309804	0
YDR064W	RPS13	YPR112C	MRD1	1.443587	0.133432	-0.619608	1.15839
YBL006C	LDB7	YFR037C	RSC8	1.443646	0.133439	0.826646	2.060646
YCR002C	CDC10	YHL009W-B	YHL009W-B	1.443967	0.133477	2.887934	0
YFR032C-A	RPL29	YMR173W	DDR48	1.443987	0.133479	1.891231	0.996742
YAR027W	UIP3	YKR018C	YKR018C	1.444047	0.133486	1.634808	1.253286
YDL143W	CCT4	YJR016C	ILV3	1.444055	0.133487	-0.309804	0
YGR240C	PFK1	YJR132W	NMD5	1.444144	0.133498	-0.929412	1.152784
YGL201C	MCM6	YJL001W	PRE3	1.444285	0.133515	-0.309804	4.038806
YJR045C	SSC1	YOR198C	BFR1	1.444285	0.133515	-0.309804	4.038806
YER165W	PAB1	YPL081W	RPS9A	1.44435	0.133522	-0.929412	0.965821
YGR165W	MRPS35	YKL003C	MRP17	1.444368	0.133524	-0.309804	1.244259
YDL176W	YDL176W	YGR061C	ADE6	1.444376	0.133526	-0.309804	3.198556
YJL204C	RCY1	YKR062W	TFA2	1.444376	0.133526	-0.309804	3.198556
YML063W	RPS1B	YPR041W	TIF5	1.444417	0.133532	-0.929412	0.682379
YDL082W	RPL13A	YNL061W	NOP2	1.444451	0.133536	-0.619608	2.639269
YER082C	UTP7	YML024W	RPS17A	1.444451	0.133536	0	0
YDR356W	SPC110	YNL004W	HRB1	1.444529	0.133548	2.187325	0.701732
YBR031W	RPL4A	YDR164C	SEC1	1.444711	0.133574	0	0.585108
YBL093C	ROX3	YDL136W	RPL35B	1.444756	0.13358	-0.309804	0
YHR099W	TRA1	YJL125C	GCD14	1.444756	0.13358	-0.309804	0
YKL129C	MYO3	YOR035C	SHE4	1.444893	0.1336	-1.54902	0
YDL075W	RPL31A	YHR072W-A	NOP10	1.444898	0.133601	0	2.889795
YDR087C	RRP1	YDR362C	TFC6	1.445106	0.133631	2.17539	0.714822
YDR341C	YDR341C	YPL231W	FAS2	1.445173	0.133641	-0.929412	1.23492
YDL102W	CDC2	YML014W	TRM9	1.445277	0.133656	2.890554	0
YJL026W	RNR2	YLL054C	YLL054C	1.445277	0.133656	2.890554	0
YCR012W	PGK1	YNR030W	ALG12	1.445289	0.133657	-0.619608	0.434617
YDL014W	NOP1	YMR116C	ASC1	1.445329	0.133663	-0.619608	0.432782
YAL035W	FUN12	YGL099W	LSG1	1.445338	0.133664	-0.607754	0.47821
YDR101C	ARX1	YEL054C	RPL12A	1.445415	0.133676	-2.478431	0
YLL045C	RPL8B	YPR189W	SKI3	1.445463	0.133683	-0.309804	1.413054
YFL045C	SEC53	YJL130C	URA2	1.445592	0.133701	0	0
YDR224C	HTB1	YJR145C	RPS4A	1.445623	0.133706	-0.929412	0
YGR175C	ERG1	YNL272C	SEC2	1.445767	0.133726	-0.309804	0
YGR214W	RPS0A	YLR075W	RPL10	1.445806	0.133732	0	1.902954
YLR178C	TFS1	YNL208W	YNL208W	1.445959	0.133754	1.689007	1.202911
YPL016W	SWI1	YPR080W	TEF1	1.445983	0.133757	1.24283	0
YLR173W	YLR173W	YLR448W	RPL6B	1.446015	0.133762	0	0.682379
YDR127W	ARO1	YGR214W	RPS0A	1.44604	0.133766	-0.619608	0
YOL086C	ADH1	YPR080W	TEF1	1.446109	0.133776	0	2.892076
YBR173C	UMP1	YGR135W	PRE9	1.446128	0.133778	2.892256	0
YAL051W	OAF1	YNL002C	RLP7	1.446185	0.133786	-0.309804	1.040761
YBR118W	TEF2	YML111W	BUL2	1.446236	0.133793	-0.309804	0.25338
YDL083C	RPS16B	YDR299W	BFR2	1.446357	0.133809	1.456855	1.435859
YIL070C	MAM33	YPR080W	TEF1	1.44641	0.133816	-0.619608	0.972747
YDL058W	USO1	YHR203C	RPS4B	1.446475	0.133824	-0.619608	1.592532
YHR200W	RPN10	YMR012W	CLU1	1.446529	0.133831	-1.858824	0
YER165W	PAB1	YJL141C	YAK1	1.446535	0.133832	-0.619608	0.583305
YCL054W	SPB1	YLR340W	RPP0	1.446628	0.133844	-0.309804	2.225721
YBR048W	RPS11B	YHL009W-B	YHL009W-B	1.446736	0.133859	0	2.893471
YHR099W	TRA1	YLR150W	STM1	1.44681	0.133868	0	1.148295
YHR182W	YHR182W	YOR112W	YOR112W	1.446843	0.133873	1.544818	1.348869
YFR031C-A	RPL2A	YGR156W	PTI1	1.446849	0.133874	-0.619608	0.600079
YDR051C	YDR051C	YJR129C	YJR129C	1.447155	0.133914	2.89431	0
YDR098C	GRX3	YGL220W	YGL220W	1.447155	0.133914	2.89431	0
YDR381C-A	YDR381C-A	YHR182W	YHR182W	1.447155	0.133914	2.89431	0
YCR016W	YCR016W	YDL208W	NHP2	1.447163	0.133915	1.800187	1.09414
YIL038C	NOT3	YJL191W	RPS14B	1.447286	0.133931	0	0
YGR083C	GCD2	YJL130C	URA2	1.447315	0.133935	0	0
YKL143W	LTV1	YOR204W	DED1	1.447358	0.133941	0	0.225335
YBR080C	SEC18	YHR027C	RPN1	1.447361	0.133941	-0.790163	3.684885
YML073C	RPL6A	YMR061W	RNA14	1.447371	0.133942	0	0
YEL030W	ECM10	YGR080W	TWF1	1.447379	0.133944	-0.309804	3.204562
YER056C-A	RPL34A	YGL147C	RPL9A	1.447379	0.133944	-0.309804	3.204562
YML085C	TUB1	YMR315W	YMR315W	1.447446	0.133916	0	0
YGR274C	TAF1	YPL129W	TAF14	1.447463	0.133909	-2.168627	2.018257
YGL145W	TIP20	YGR192C	TDH3	1.447624	0.133927	-0.929412	0.109554
YFL002C	SPB4	YGL135W	RPL1B	1.447899	0.133958	-0.619608	0
YDR188W	CCT6	YNR016C	ACC1	1.448113	0.133982	-1.239216	1.077329
YGL111W	NSA1	YHR010W	RPL27A	1.44813	0.133984	-0.309804	0
YBR009C	HHF1	YMR242C	RPL20A	1.44814	0.133985	-2.168627	3.352976
YDR299W	BFR2	YGR027C	RPS25A	1.448163	0.133988	0.647545	2.248781
YLR259C	HSP60	YNL302C	RPS19B	1.448166	0.133988	-0.309804	3.206135
YDR335W	MSN5	YFL016C	MDJ1	1.448168	0.133988	-0.619608	0
YER006W	NUG1	YOR349W	CIN1	1.448168	0.133988	-0.619608	0
YFR014C	CMK1	YML028W	TSA1	1.448168	0.133988	-0.619608	0
YKL009W	MRT4	YKL180W	RPL17A	1.448195	0.133991	-0.309804	2.007459
YLR298C	YHC1	YOL139C	CDC33	1.44821	0.133993	-0.619608	0.830958
YBR207W	FTH1	YKL145W	RPT1	1.448261	0.133999	0	0
YCR016W	YCR016W	YDR064W	RPS13	1.448269	0.134	0	2.896538
YGL189C	RPS26A	YOR096W	RPS7A	1.448277	0.134001	-0.309804	3.206358
YBR034C	HMT1	YLR067C	PET309	1.448402	0.134005	2.896804	0
YER184C	YER184C	YPR016C	TIF6	1.448402	0.134005	2.896804	0
YAR010C	YAR010C	YHR203C	RPS4B	1.448413	0.134005	-0.309804	3.20663
YBL041W	PRE7	YPL270W	MDL2	1.448414	0.134006	1.909383	0.987445
YEL034W	HYP2	YJL034W	KAR2	1.448469	0.134007	0	2.896939
YPL143W	RPL33A	YPL198W	RPL7B	1.448627	0.134013	-0.309804	0
YER093C	TSC11	YIL133C	RPL16A	1.448673	0.134013	0	0.781338
YHR171W	ATG7	YLR441C	RPS1A	1.448724	0.134013	0	2.897448
YBL055C	YBL055C	YOL092W	YOL092W	1.448904	0.134014	0	2.897808
YGL189C	RPS26A	YLR185W	RPL37A	1.448904	0.134014	0	2.897808
YGR118W	RPS23A	YLR406C	RPL31B	1.448904	0.134014	0	2.897808
YLR185W	RPL37A	YNL069C	RPL16B	1.448904	0.134014	0	2.897808
YGL076C	RPL7A	YLR278C	YLR278C	1.448911	0.134015	1.933154	0.964668
YNL088W	TOP2	YOR063W	RPL3	1.448937	0.134019	-1.54902	4.415403
YBL076C	ILS1	YOR151C	RPB2	1.448983	0.134025	-0.929412	0
YGL027C	CWH41	YPL198W	RPL7B	1.448988	0.134026	1.586491	1.311484
YGR126W	YGR126W	YML073C	RPL6A	1.449118	0.134045	0	2.898237
YGL157W	YGL157W	YKL104C	GFA1	1.449259	0.134066	-0.929412	0.987986
YGR170W	PSD2	YOL054W	YOL054W	1.449308	0.134073	-0.929412	0.844326
YDL132W	CDC53	YOR117W	RPT5	1.44949	0.1341	1.739207	1.159772
YJR084W	CSN12	YPR045C	YPR045C	1.449528	0.134106	2.899056	0
YGL206C	CHC1	YNL084C	END3	1.449544	0.134108	-0.929412	0
YJR084W	CSN12	YPL151C	PRP46	1.449544	0.134108	-0.929412	0
YCL031C	RRP7	YNL096C	RPS7B	1.44968	0.134128	1.111223	1.788137
YBR170C	NPL4	YPR080W	TEF1	1.449696	0.134131	0	0
YCR077C	PAT1	YGR162W	TIF4631	1.449747	0.134138	-1.858824	0
YBL027W	RPL19B	YPR168W	NUT2	1.449911	0.134162	-0.309804	0.48674
YGL076C	RPL7A	YLR150W	STM1	1.449973	0.134172	-0.309804	2.376228
YHR197W	RIX1	YLR325C	RPL38	1.449987	0.134174	-0.929412	0
YHR174W	ENO2	YIL070C	MAM33	1.450089	0.134189	-0.929412	0.671363
YBR196C	PGI1	YOR270C	VPH1	1.450216	0.134207	-0.619608	0
YDR418W	RPL12B	YGL029W	CGR1	1.450217	0.134208	0	0
YJR072C	NPA3	YOR151C	RPB2	1.450217	0.134208	0	0
YEL054C	RPL12A	YHR203C	RPS4B	1.45023	0.134209	0.947267	0
YBL055C	YBL055C	YDL056W	MBP1	1.450238	0.134211	0.995623	1.904852
YHR010W	RPL27A	YOR048C	RAT1	1.450275	0.134216	-0.309804	0
YMR172W	HOT1	YOR361C	PRT1	1.450275	0.134216	-2.478431	0
YGR209C	TRX2	YMR230W	RPS10B	1.450398	0.134234	-0.309804	3.2106
YDR228C	PCF11	YPL081W	RPS9A	1.450409	0.134236	-0.309804	0
YDR450W	RPS18A	YER110C	KAP123	1.450409	0.134236	-0.309804	0
YIL016W	SNL1	YPL090C	RPS6A	1.450409	0.134236	-0.309804	0
YBL072C	RPS8A	YLR259C	HSP60	1.45055	0.134257	-0.309804	2.58048
YNL301C	RPL18B	YOR294W	RRS1	1.450586	0.134262	0	3.741604
YGL049C	TIF4632	YGL189C	RPS26A	1.450627	0.134268	-0.309804	3.211059
YGR118W	RPS23A	YLL004W	ORC3	1.450627	0.134268	-0.309804	3.211059
YAL038W	CDC19	YIL056W	YIL056W	1.450693	0.134278	-0.619608	0
YDR428C	YDR428C	YKR088C	TVP38	1.450889	0.134307	0	2.901779
YAR073W	IMD1	YER074W	RPS24A	1.450916	0.134311	-0.309804	3.211637
YBR108W	YBR108W	YER155C	BEM2	1.451039	0.134329	1.800712	1.101367
YGL103W	RPL28	YOR086C	TCB1	1.451039	0.134329	-0.309804	1.073505
YGL190C	CDC55	YOR204W	DED1	1.451077	0.134334	-0.309804	1.128834
YBL004W	UTP20	YGR085C	RPL11B	1.451149	0.134345	0	0
YEL026W	SNU13	YOR063W	RPL3	1.451198	0.134352	0	1.620093
YDR450W	RPS18A	YGL123W	RPS2	1.451202	0.134353	0	2.902404
YGL251C	HFM1	YKL203C	TOR2	1.451202	0.134353	0	2.902404
YHL009W-B	YHL009W-B	YOL011W	PLB3	1.451202	0.134353	0	2.902404
YKR056W	TRM2	YPR067W	ISA2	1.451202	0.134353	0	2.902404
YER082C	UTP7	YJL191W	RPS14B	1.451221	0.134355	0	0
YHR099W	TRA1	YNL136W	EAF7	1.451349	0.134368	0.136585	2.766113
YER174C	GRX4	YKL060C	FBA1	1.451402	0.134373	-1.239216	0
YJL052W	TDH1	YKL182W	FAS1	1.451529	0.134385	-0.309804	2.603736
YDR334W	SWR1	YHR034C	PIH1	1.451601	0.134393	-2.168627	1.940072
YHL033C	RPL8A	YLR449W	FPR4	1.451653	0.134398	0.92469	2.81905
YGL076C	RPL7A	YMR072W	ABF2	1.451736	0.134406	-0.619608	2.619667
YBR031W	RPL4A	YOR369C	RPS12	1.451787	0.134411	0	2.903574
YCR031C	RPS14A	YGR126W	YGR126W	1.451789	0.134411	0	2.903577
YBR089C-A	NHP6B	YGL133W	ITC1	1.451834	0.134416	-0.309804	0
YGR245C	SDA1	YMR012W	CLU1	1.451852	0.134418	-1.239216	0
YJR041C	URB2	YJR083C	ACF4	1.45186	0.134418	2.903721	0
YLR333C	RPS25B	YOR096W	RPS7A	1.451892	0.134422	1.268856	0
YLR342W	FKS1	YOR115C	TRS33	1.451947	0.134429	0	0
YLR342W	FKS1	YOR153W	PDR5	1.451947	0.134429	0	0
