ORF	GPL51-01 (GSM854) heat shock 05 min	GPL51-02 (GSM855) heat shock 10 min	GPL51-03 (GSM856) heat shock 15 min	GPL51-05 (GSM864) heat shock 20 min repeat	GPL51-06 (GSM865) heat shock 40 min	GPL51-07 (GSM868) heat shock 60 min	GPL51-08 (GSM872) heat shock 80 min
YCL076W	0	0	0.0	-1.298	0	-2.044	-1.474
IMG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSK22	0.0	0.0	-1.015	-1.826	0.0	0.0	0.0
ERS1	0.0	1.02	0.0	0.0	0.0	0.0	0.0
PAT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRB8	0.0	0.0	0.0	0.0	0.0	0	0.0
AHC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL041W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRP11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KNH1	0	0	0.0	-1.503	0	-1.883	0.0
RDI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARF2	0.0	0.0	0	0.0	0.0	0.0	0.0
SCM3	0.0	0	0	0.0	0.0	0.0	0.0
BPL1	0.0	0.0	0	0.0	0.0	0.0	0.0
CCT4	0.0	0.0	0	0.0	0.0	0.0	0.0
COP1	0	0.0	0.0	0.0	0.0	0.0	0.0
BRE4	0	0.0	0.0	0.0	0.0	0.0	0.0
YDL233W	0	1.949	2.282	1.124	1.036	0.0	0.0
YPD1	0.0	0	0.0	0.0	0.0	0.0	0.0
LRC1	0.0	1.164	1.253	0.0	0.0	0.0	0.0
ADY3	0	0	0.0	0	0	0.0	0.0
YDL241W	0.0	0	0.0	-1.227	0.0	0.0	0.0
PET100	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDC2	0.0	0.0	0.0	-1.176	0.0	0.0	0.0
RRP8	-1.496	-2.465	-2.781	-3.602	-1.574	-1.008	0.0
AFR1	0.0	2.48	3.068	2.335	1.806	0.0	0.0
RRP1	0.0	-2.034	-3.126	-4.143	-1.477	0.0	0.0
YDR089W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSM24	0.0	0.0	0	0.0	0.0	0.0	0.0
UBC1	0.0	0.0	0	0.0	0.0	0.0	0.0
CSN9	0.0	0	0	0.0	0.0	0.0	1.27
SAS4	0.0	0.0	0	0.0	0.0	0.0	0.0
PLP1	0.0	0	0	0.0	0.0	0.0	0.0
YDR185C	0.0	0	0	0.0	0	0.0	0.0
DON1	0.0	0.0	0	0.0	0	0.0	0.0
YDR274C	0.0	-1.057	0	-1.79	0.0	0.0	0.0
BSC2	0.0	0.0	0	0.0	0.0	0.0	0.0
MTH1	2.908	2.453	0	2.14	0.0	0.0	0.0
RNH202	0.0	0.0	0	-1.527	0.0	0.0	0.0
PHM6	0	0	0	1.131	1.467	0	0.0
YDR367W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XRS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRQ1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP17	0.0	1.237	1.168	0.0	0.0	0.0	0.0
STP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RMT2	0.0	-1.599	-3.378	-4.511	-2.21	-1.253	-1.176
YDR467C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDC1	0.0	0.0	0.0	-1.048	0.0	0.0	0.0
RPL27B	0.0	-1.257	-2.267	-2.818	-1.28	0.0	0.0
PRP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL014C	0.0	0.0	0	0.0	0.0	0.0	0.0
NPP2	0.0	0.0	0	0.0	0.0	0.0	0.0
GTT3	0.0	1.227	0	0.0	0.0	0.0	0.0
MMS21	0.0	0.0	0	0.0	0.0	0.0	0.0
URA3	0.0	0.0	0	-1.189	0.0	0.0	0.0
YEL023C	0	0	0	0	0	0	0
YPT31	0.0	0.0	0	0.0	0.0	0.0	0.0
ZRG8	1.574	2.073	0	0	0	0	0
EDC2	1.975	2.741	0	1.519	1.373	1.356	1.003
PHM8	3.218	3.6	0	3.397	1.996	1.473	2.169
HVG1	0	0.0	0	0.0	0.0	0.0	0.0
YEN1	0	0.0	1.105	0	0.0	0.0	0.0
DSE1	0.0	0.0	0.0	0.0	1.544	1.049	0.0
NSA2	-1.155	-2.129	-3.132	-2.634	-1.396	0.0	0.0
YER128W	0.0	0.0	0.0	0.0	0	0.0	0.0
YER130C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PMD1	0.0	0.0	0.0	-1.418	0.0	0.0	0.0
YER134C	0.0	0	0.0	0	0	0	0
GYP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAK1	0	0	0.0	0	0	0	0
HAC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIM15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MOB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR054C	0	0.0	0	0	0	0	0.0
YFR056C	0.0	0.0	0	-1.029	0.0	0.0	0.0
ERG26	0.0	0.0	0	0.0	0.0	0.0	0.0
CDH1	0.0	0.0	0	0.0	0	0.0	0.0
COG7	0.0	0.0	0	0.0	0.0	0.0	0.0
YGL007W	0	0	0	0	0	0	0
SPC105	0.0	0.0	0	0.0	0.0	1.01	0.0
VPS45	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LSG1	0.0	-1.448	-2.253	-2.456	-1.048	0.0	0.0
YGL101W	0.0	0.0	0.0	-1.432	-1.056	0.0	0.0
RPL28	0.0	0.0	-1.262	-1.794	-1.147	0.0	0.0
RPS26A	0.0	0.0	-1.371	-1.773	-1.478	0.0	0.0
COX13	0.0	1.672	1.432	0.0	0.0	0.0	0.0
YGL193C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCN1	0.0	0.0	0.0	0	0	0	0.0
MDS3	0.0	0.0	0.0	0	0	0	0.0
YGL199C	0.0	1.197	1.149	0.0	0.0	0.0	0.0
YGR022C	0	0	1.385	0	0	0.0	0
THG1	0.0	0.0	0.0	-1.011	0.0	0.0	0.0
YGR026W	0.0	1.209	1.063	0.0	0.0	0.0	0.0
MSP1	0.0	0	1.095	0.0	0.0	0.0	0.0
POP6	-1.055	0.0	-1.031	-2.198	2.261	-1.033	0.0
GSC2	0	0	0	0	0	0	0
RPS23A	0.0	0.0	-1.514	-1.579	-1.335	0.0	0.0
COG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR122W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR126W	0.0	0.0	0.0	0.0	0.0	0.0	-1.083
UTP8	-1.52	-2.801	-2.309	-2.987	-1.364	0.0	0.0
RPS0A	0.0	0.0	-1.777	-2.345	-1.231	0.0	0.0
GPI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PET54	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AZR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DUR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHL018W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OPI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPO11	0	0	0.0	0.0	0.0	0.0	0.0
RIM4	1.306	2.39	3.313	2.37	1.889	1.135	1.02
FYV4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GIC1	0.0	0.0	0.0	-1.054	0.0	0.0	0.0
PAN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RRP3	-1.487	-3.384	-3.031	-2.477	0.0	0.0	0.0
HTD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RRP4	-1.132	0.0	-1.171	-2.077	0.0	0.0	0.0
SPO16	0.0	0	-1.127	-1.216	0	0.0	0.0
YSP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
REC104	0	0	0.0	0.0	0	0	0
YHR159W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAP1801	1.059	1.582	1.813	1.362	0.0	0.0	0.0
SOL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSM4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YIL032C	0	0	0.0	0.0	0.0	0.0	0.0
CAP2	0.0	1.713	1.785	1.214	1.138	0.0	0.0
CST6	0.0	1.492	1.596	0.0	0.0	0.0	0.0
NOT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APQ12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YIL127C	-1.524	-1.26	-2.731	-3.119	-1.663	0.0	0.0
TAO3	0.0	0.0	0.0	0	0	0.0	0.0
FKH1	0.0	0.0	-1.085	-2.021	0.0	0.0	0.0
RPL16A	0.0	0.0	-1.868	-2.609	-1.191	0.0	-1.027
VHS2	0.0	1.2	1.115	0.0	0.0	0.0	0.0
TMA108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OST1	0.0	0.0	0.0	-1.149	0.0	0.0	0.0
SYS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTK2	0.0	0.0	0.0	-1.126	0.0	0.0	0.0
CCT8	0.0	0.0	0.0	-1.241	0.0	0.0	0.0
NOP9	0.0	-1.064	-1.809	0	-1.692	-1.02	0.0
VTC4	0	0.0	0	0	0.0	0	1.107
CHS6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSH1	0.0	0.0	0.0	0.0	0.0	0.0	-1.059
GSM1	0	1.739	2.197	1.335	0	0	0
SET4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL107C	1.104	0.0	1.662	1.157	1.285	0.0	0.0
UTP10	0.0	-2.291	-2.891	-2.804	-1.428	-1.363	-1.001
YJL195C	-1.518	0.0	0.0	-1	0.0	0.0	0.0
UBP12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL199C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECM25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRP21	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL206C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOR1	0.0	3.07	3.534	2.457	2.29	0.0	0.0
RFC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIA1	0.0	-3.348	-4.808	-4.858	-1.683	0.0	0.0
NPA3	0.0	0.0	-1.329	-1.693	0.0	0.0	0.0
MOG1	0.0	1.14	1.332	0.0	1.536	0.0	0.0
CDC11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MET14	0.0	0.0	0.0	0	0.0	0	0
MRP17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BYE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL14A	0.0	0.0	-1.8	-2.68	-1.141	0.0	0.0
LAC1	0.0	0.0	0.0	-1.021	0.0	0.0	0.0
UFD4	0.0	0.0	0.0	0.0	0	0.0	0
CWP1	1.39	3.644	4.234	3.682	4.304	2.281	1.722
CWP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTP11	-1.49	-2.757	-4.464	-3.88	-1.863	0.0	0.0
HSL1	0.0	0.0	0.0	-1.09	0.0	0.0	0.0
LAP4	1.765	3.901	4.422	4.114	3.959	2.294	1.943
YKL105C	0.0	0.0	1.161	0	0.0	0.0	0.0
DPH2	0.0	-2.053	-2.458	-2.92	0.0	0.0	0.0
SDS22	1.127	2.396	1.997	1.904	1.304	1.203	1.065
MIA40	0	0	0	0	0	0	0
PEX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTK1	0	1.47	0.0	0	0	0	0
MNN4	0.0	1.962	0.0	0.0	1.566	0.0	0.0
TFA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAF3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCP1	1.087	2.624	2.51	1.413	1.918	0.0	0.0
BET3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKR070W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AQY2	0.0	0.0	-1.036	-1.516	0.0	0.0	0.0
YLL054C	0.0	-1.294	-1.43	-2.075	0.0	0.0	0.0
YLL056C	0.0	0.0	0.0	0.0	0	0	0
YLL058W	0.0	1.057	1.182	0.0	2.106	0.0	0.0
GTT2	0.0	0	0.0	0.0	0	0	0.0
MHT1	0.0	0	0.0	0.0	0	0	0.0
CAR2	1.784	3.611	3.991	3.343	3.25	0.0	0.0
ECM30	0.0	0.0	1.273	0.0	0.0	0.0	0.0
YLR434C	0.0	-1.01	-1.565	-1.649	0.0	0.0	0.0
IMD3	0.0	0.0	-1.268	-2.203	0.0	0.0	0.0
SEN1	0	0	0.0	0	0.0	0	0
YLR428C	0	-1.009	0.0	0.0	0.0	0.0	0.0
FKS1	0.0	-1.901	-1.145	-1.39	0.0	0.0	0.0
RPP0	0.0	0.0	0.0	-1.922	0.0	0.0	0.0
YLR338W	0.0	0.0	1.633	1.363	2.006	0.0	0.0
SGD1	0.0	-1.649	-1.76	-1.614	0.0	0.0	0.0
YLR334C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MID2	0	0	0	0	0	0	0
ERF2	0.0	0.0	1.001	0.0	0.0	0.0	0.0
MAP1	0.0	0.0	0.0	-1.304	0.0	0.0	0.0
ARV1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS34	0.0	0.0	1.233	0.0	0.0	0.0	0.0
FAR10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR236C	0.0	0.0	0.0	-1.253	0	0.0	0.0
STM1	0.0	0.0	0.0	-1.807	-1.409	0.0	0.0
PEP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPE4	-1.526	0.0	-1.871	-2.662	-1.251	-1.82	-1.138
ACF2	0.0	1.007	1.05	0.0	0.0	0.0	0.0
PUT1	1.764	2.594	3.058	1.886	0	0	1.422
YLR140W	0.0	0.0	0.0	0.0	0	0	0.0
YLR465C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YRF1-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YML002W	0	0.0	0.0	0	0	0	0
GLO1	0.0	2.069	2.415	2.252	1.737	0.0	0.0
GIS4	0.0	0.0	0.0	0.0	0.0	0	0
ERG6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZDS2	0.0	0.0	0.0	-1.17	0.0	0.0	0.0
BUL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAT1	-1.067	0.0	0.0	-1.639	0.0	0.0	0.0
VAN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAB6	0	0	0	0	0	0	0
YML119W	0.0	0.0	0.0	-1.014	0.0	0.0	0.0
ISF1	0	2.043	1.638	0.0	0.0	0	0.0
ADH3	0.0	1.265	1.078	0.0	0.0	0.0	0.0
YMR087W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YTA12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPL6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTP15	-2.373	-2.983	-2.825	-3.204	-1.01	0.0	-1.113
MRPS17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SGS1	0	0	0.0	0	0.0	0	0
GYL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ICY1	2.159	3.083	2.709	2.047	0.0	0.0	0.0
VTI1	0.0	2.081	2.306	1.506	1.323	0.0	0.0
CLN1	0.0	0.0	0.0	-1.476	0.0	0.0	0.0
YMR295C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRC1	0.0	1.527	2.292	1.743	2.22	0.0	0.0
DYN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATM1	0.0	-1.557	-1.672	-2.067	0.0	0.0	0.0
ADH2	0.0	1.45	1.231	0.0	1.002	0.0	0.0
SCW10	0.0	-2.119	-2.952	-3.681	0.0	0.0	-1.327
SUN4	0.0	-1.028	0.0	-1.498	0.0	0.0	0.0
FKH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNH201	0.0	0.0	-1.098	-1.69	0.0	0.0	0.0
MLF3	0.0	1.384	1.661	0.0	0.0	0.0	0.0
MKS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL42A	0.0	0.0	-2.024	-2.384	-1.359	0.0	0.0
IBD2	-1.44	0.0	-1.498	-2	0.0	0.0	0.0
BNI5	0.0	0.0	0.0	0.0	0.0	1.206	0.0
FMP41	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL170W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APC1	0	0.0	0.0	0	0.0	0	0
DSL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL260C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POL2	0.0	0.0	0.0	-1.353	0.0	0.0	0.0
PDR17	0.0	1.038	0.0	0.0	0.0	0.0	0.0
YNL266W	0.0	1.089	0.0	0.0	0.0	0.0	0.0
LYP1	0.0	0.0	0.0	-1.097	0.0	0.0	0.0
SMM1	0.0	0.0	-1.268	-1.81	0.0	0.0	0.0
TIM23	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARE2	0.0	0.0	1.018	0	0	0	0
YNR021W	1.048	0	0	0	0	0	0
SNF12	0.0	0.0	0.0	0.0	0	0	0.0
YNR025C	0.0	0.0	-1.809	-1.469	0	0.0	0.0
SMC5	0.0	0.0	0.0	0.0	0	0.0	0.0
YOL036W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRE6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15	0.0	0.0	-1.161	-2.147	-1.367	0.0	-1.037
NGL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEX15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS68	0.0	1.428	1.398	0.0	0.0	0.0	0.0
YOL131W	0	0	0	0	0	0	0
HRT1	0.0	1.254	0.0	0.0	0	0.0	0.0
MED7	0.0	0.0	0.0	0.0	0	0.0	0.0
BSC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC33	0.0	0.0	-1.77	-1.95	-1.043	0.0	0.0
YOR059C	0.0	1.327	0.0	0.0	0.0	0.0	0
CKA2	0	0	0	0	0	0	0
RPL3	0.0	0.0	-1.336	-2.522	-1.015	0.0	0.0
CYT1	0.0	2.641	2.411	1.661	1.479	0.0	0.0
ALG8	0.0	0.0	0.0	-1.264	0.0	0.0	0.0
VPS5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ISN1	0.0	1.655	1.854	1.365	1.093	0.0	0.0
PUP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SME1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNS1	2.026	3.522	4.001	3.086	2.341	0.0	0.0
DDP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR251C	0.0	0.0	0.0	-1.099	0.0	0.0	0.0
NAT5	0.0	0.0	0.0	-1.225	0.0	0.0	0.0
OSW1	0	0	0	0	0	0	0
CDC31	0.0	1.066	0.0	0.0	0.0	0.0	0.0
RPT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYK2	1.635	3.368	3.347	2.539	2.27	1.195	0.0
CIN1	0	0	0	0	0	0	0
MEK1	0	0	0	0	0	0	0
SOG2	0	1.155	0	0	0	0	0
GDS1	0.0	0.0	0.0	0.0	0.0	0	0.0
SNX3	0.0	1.379	0.0	0.0	0.0	0.0	0
DIG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARL3	0.0	0	0.0	0	0	0	0
KTR6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGE1	0.0	1.215	0.0	0.0	0.0	0.0	0.0
SUR1	1.78	1.61	1.737	0.0	0.0	0.0	0.0
GRX5	0.0	1.098	1.147	0.0	0.0	0.0	0.0
KES1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PXA1	3.802	0	0	0	0	0	0
ATG5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRP46	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAD53	0	0	0	0	0	0	0
KIP2	0	0	0	0	0	0	0
CIN2	0.0	0.0	-1.251	-1.603	0	0.0	0
SRP68	0.0	0.0	0.0	-1.043	0.0	-1.555	0.0
YPL245W	0.0	-1.151	-1.777	-2.201	0.0	0.0	0.0
YPL247C	2.689	3.615	3.831	2.827	1.593	0	0.0
GYP5	0	0	0	0	0	0	0
YPL251W	-1.234	0.0	-1.133	-1.487	0.0	0.0	0.0
SMK1	0.0	0.0	1.112	0.0	1.119	0.0	0.0
TFB4	0.0	0.0	0.0	-1.007	0.0	0.0	0.0
YMC1	0.0	0.0	-1.277	-1.83	0.0	0.0	0.0
ARO7	0.0	0.0	0.0	-1.302	0.0	0.0	0.0
FCY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPR064W	0	0	0	0	0	0	0
YPR150W	0	0	2	0	0	0	0
URN1	0	0	0.0	0	0	0	0
PIN3	2.661	3.882	3.006	1.416	1.115	0	0
TPO3	0.0	0.0	0.0	-1.302	0.0	0.0	0.0
YPR158W	3.409	0	2.059	1.369	0.0	0	0
GPH1	0	0	0	0	0	0	0
TEL1	0	0	0	0	0	0	0
EDS1	0	0.0	0.0	0.0	0.0	-2.09	0.0
RPS11B	0.0	0.0	-1.233	-2.244	-1.783	-1.179	-1.502
SPT7	0	0.0	0.0	0	0	0	0
MEC1	0	0	0	0	0	0	0
TYR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEG1	-1.053	-1.223	-1.278	-1.425	0.0	0.0	0.0
CAK1	0.0	1.496	1.133	0.0	0.0	-2.162	0.0
AAD16	0.0	1.102	0.0	0.0	0.0	0.0	0.0
PHO4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RET2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL034C	0	0	0	0	0	0	0
YBT1	0.0	-1.17	0.0	-1.264	0.0	0.0	0
YLR031W	0	0	0.0	0	0	0	0
CSF1	0	0	0.0	0	0	0	0
PDC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR177W	2.614	3.031	3.34	2.325	1.214	0	0
YLR235C	0	0	0	0	0	0	0
PXA1	0	0	0	0	0	0	0
RAD53	0	0.0	0.0	0	0	0	0
BEM4	0	0	0.0	0	0	0	0
CTI6	0.0	0.0	0.0	0.0	0.0	0	0
CBP3	0.0	0.0	0.0	0	0.0	0.0	0.0
NEW1	0.0	-3.376	-3.317	-3.12	-1.255	-1.058	0.0
SPC24	0	0	0	0	0	0	0
PSP2	0	0	0	0	0	0	0
YER066C-A	0	0	0	0	0	0	0
YAL058C-A	0	0	0	0	0	0	0
YEL076W-C	0	0	0	0	0	0	0
QCR10	0	0	0	0	0	0	0
MEI4	0	0	0	0	0	0	0
SBH1	0.0	0.0	0.0	-1.178	0.0	0.0	0.0
SMX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QCR10	0	2.295	2.28	0	0	0	0
SFT1	0	0	0	0	0	0	0
VRP1	0.0	1.449	1.917	1.28	1.884	0.0	0
SIR4	0.0	1.111	0.0	0	1.046	0.0	0
HXT6	2.71	4.609	4.7	3.508	2.151	0.0	0
YEA6	0.0	0.0	0.0	0.0	0.0	0	0
TIR1	0.0	1.366	0.0	0.0	0.0	0.0	0
PMD1	0	0.0	0.0	0	0.0	0	0
DNF1	0	0.0	0.0	0	0.0	0	0
SRD1	0	0	0	0	0.0	0	0
HUL5	0	0	0	0	0	0	0
TRA1	0	0	0	0	0	0	0
NUP85	0	0.0	0	0	0	0	0
MDN1	0	0.0	-1.821	0	0	0	0
YML003W	0	0	0.0	0	0	0	0
YAE1	0	1.077	0.0	0	0.0	0	0
RSF2	1.587	1.91	1.777	0	0.0	0	0
SRX1	0	0	0	0	0.0	0	0
YJU3	0.0	1.726	1.605	1.065	0.0	0	0
MCD4	0.0	0.0	0.0	-1.706	0.0	0	0
PTK1	0.0	0.0	0.0	0	0.0	0	0
VPS16	0.0	0.0	0.0	0.0	0.0	0	0
GCR1	0.0	0.0	0.0	0.0	0.0	0.0	0
YPL102C	0.0	0.0	-1.177	0.0	0.0	0	0
POC4	0.0	0.0	-2.734	0.0	0.0	0	0.0
SRP72	0.0	0.0	0.0	0.0	0.0	0.0	0
FUM1	0.0	0	1.241	0.0	1.388	0.0	0
ENA1	0	0	1.934	0	0	0	0
ADE1	0	0	0	0	0	0	0
SWH1	0.0	1.017	1.412	0.0	1.254	0.0	0.0
RIB1	0	0	0.0	0	0	0	0
KIP1	0.0	0.0	0.0	0	0	0.0	0.0
YBR071W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IST2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS23A	0.0	0.0	-1.525	-1.75	-1.531	0.0	0.0
COG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR122W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR126W	0.0	0.0	-1.343	-1.13	0.0	0.0	0.0
UTP8	-1.57	-2.959	-3.661	-3.097	-1.319	0.0	0.0
RPS0A	0.0	0.0	0	-2.474	-1.336	0.0	0.0
GPI1	0.0	0.0	0	0.0	0.0	0.0	0.0
CRM1	0.0	0.0	0	0.0	0.0	0.0	0.0
MRPL9	0.0	0.0	0	0.0	0.0	0.0	0.0
PET54	0.0	0.0	0	0.0	0.0	0.0	0.0
AZR1	0.0	0.0	0	0.0	0.0	0.0	0.0
YLF2	0.0	0.0	0	-1.167	0.0	0.0	0.0
DUR3	0.0	0	0	0.0	0.0	0.0	0.0
YHL018W	0.0	0	0.0	0.0	0.0	0.0	0.0
OPI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPO11	0	0	0	0.0	0	0.0	0.0
RIM4	1.44	2.257	0	2.683	1.599	0	1.044
FYV4	0.0	1.303	0	0.0	0.0	0.0	0
GIC1	0.0	0.0	0	-1.094	0.0	0.0	0.0
PAN5	0.0	0.0	0	0.0	0.0	0.0	0.0
RRP3	-1.517	-2.723	0	-2.442	0.0	0.0	0.0
HTD2	0.0	0.0	0	0.0	0.0	0.0	0.0
RRP4	-1.077	0.0	-1.503	-1.997	0.0	0.0	0.0
SPO16	0	0	0	-1.113	0	0.0	0.0
YSP1	0.0	0.0	0	0.0	0.0	0.0	0.0
REC104	0	0	0	0	0	0	0.0
YHR159W	0.0	0.0	0	0.0	0	0.0	0.0
YAP1801	1.194	1.685	1.971	1.434	1.054	0.0	0.0
SOL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSM4	0.0	-1.612	0.0	-1.025	0.0	0.0	0.0
YIL032C	0	0	0	0	0	0	0
CAP2	0.0	1.615	1.665	1.2	0.0	0.0	0.0
CST6	0.0	1.256	1.566	1.027	0.0	0.0	0.0
NOT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APQ12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
