ORF	GPL51-01 (GSM854) heat shock 05 min	GPL51-02 (GSM855) heat shock 10 min	GPL51-03 (GSM856) heat shock 15 min	GPL51-05 (GSM864) heat shock 20 min repeat	GPL51-06 (GSM865) heat shock 40 min	GPL51-07 (GSM868) heat shock 60 min	GPL51-08 (GSM872) heat shock 80 min
DEG1	0	0.0	0.0	0.0	0.0	0.0	0.0
YFR018C	0.0	-1.133	0.0	0.0	0.0	0.0	0.0
YFR020W	0	0.0	0.0	0.0	0.0	0.0	0.0
ROG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LSB3	0.0	0.0	1.256	1.17	1.1	0.0	0.0
YFR026C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDS23	0.0	-1.255	0.0	0.0	0.0	0.0	0
RAD6	0.0	0.0	0.0	0.0	0.0	0.0	0
YBP2	0.0	0.0	0.0	0.0	0.0	0.0	0
PYC1	1.213	1.08	2.957	3.489	3.257	1.523	0
MRH4	0.0	-1.427	0.0	0.0	0.0	0.0	0
SGF73	0	0	0	0.0	0.0	0	0
YGL152C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LYS5	0.0	0.0	2.266	0.0	0.0	0.0	0.0
AMS1	0.0	1.026	3.625	3.375	3.432	1.918	1.326
RCK1	0	0.0	0	0	0	0	0
AIM14	0.0	0.0	1.267	0.0	0.0	0.0	0.0
SUT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE1	0.0	0.0	1.954	1.741	1.546	0.0	0.0
RMR1	1.055	1.435	1.853	1.372	0.0	0.0	0.0
RTG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZF1	0.0	-1.323	0.0	0.0	0.0	0.0	0.0
ADH4	0.0	-1.18	0.0	0.0	0.0	0.0	0.0
VEL1	0	1.12	1.855	1.919	1.02	0.0	0.0
SLX9	-1.023	-1.974	-1.643	-1.358	0.0	0.0	0.0
GCD2	0.0	-1.938	-1.511	0.0	0.0	0.0	0.0
RPL11B	0.0	-1.283	-2.061	-1.952	-1.491	0.0	0.0
PDC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NNF2	0.0	-1.673	0.0	0.0	0.0	0.0	0.0
PRP31	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATF2	-1.087	-3.538	-2.867	-2.802	-1.198	0.0	0
OKP1	0.0	0.0	0.0	0	0.0	0.0	0
TIM13	0.0	0.0	0.0	0.0	0.0	0.0	0
QCR9	0.0	1.12	1.089	1.003	0.0	0.0	0
TYS1	0.0	0.0	0.0	0.0	0.0	0.0	0
HGH1	-1.284	-3.035	-2.665	-2.124	-1.17	0.0	0
YGR273C	0	-1.239	0.0	-1.187	0.0	0.0	0
RTT102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR277C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCW4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR283C	-2.676	-2.968	-2.509	-1.88	0.0	0.0	0.0
MYO1	0.0	-1.076	0.0	0.0	0.0	0.0	0.0
THR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHI9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RRM3	0.0	-1.492	0.0	0.0	0.0	0.0	0.0
YHR033W	0	1.15	2.012	1.503	0.0	0.0	0.0
TOM71	0.0	-1.054	0.0	0.0	0.0	0.0	0.0
SET1	0.0	-1.894	0.0	0.0	0.0	0.0	0.0
LSM12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHR125W	0	0	0.0	0	0.0	0.0	0
YHR127W	0.0	0.0	-1.105	0.0	0.0	0.0	0.0
YHR212C	0.0	0.0	0.0	0	0	0.0	0
YHR214W	0.0	0.0	0.0	0.0	1.187	0.0	0
IMD2	0.0	-1.503	-1.71	-2.001	-1.149	0.0	0
YHR218W	0.0	-1.289	0.0	0.0	0.0	0.0	0
YIL001W	0.0	0.0	0.0	0.0	0.0	0.0	0
CFD1	0.0	-1.54	-1.351	-1.361	0.0	0.0	0
ICE2	0.0	-1.276	0.0	-1.106	0.0	0.0	0
YIL092W	-1.053	-2.011	0.0	0.0	-1	0.0	-1.013
LYS12	0.0	-1.29	0.0	-1.158	0.0	0.0	0.0
YIL096C	-1.117	-2.678	-2.548	-2.496	-1.706	0.0	0.0
FMC1	0	0	0.0	1.1	0	0.0	0
YIL100W	0	0	0	0.0	0	0.0	0
MSL1	0	0.0	0.0	0.0	0.0	0.0	0.0
STS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAT4	0	0	0.0	0	0	0.0	0.0
RPR2	0	0.0	0.0	0.0	0.0	0.0	0.0
MET28	0	1.59	1.377	1.422	0.0	1.054	0.0
MUC1	0	0	0	0	0	0.0	0
LAS21	0.0	-1.031	0.0	0.0	0.0	0.0	0.0
YJL064W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MPM1	1.315	2.257	2.42	2.513	1.752	1.201	0.0
YJL068C	0.0	1.342	2.016	1.985	2.152	1.553	1.045
YJL070C	0	0	1.177	0	0.0	0.0	0
PSF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIS3	0.0	0.0	0.0	0.0	0.0	0.0	0
YJL160C	0	0	0.0	0	0	0.0	0
JJJ2	0.0	-1.012	0.0	0.0	0.0	0.0	0
TPK1	1.984	2.109	3.106	2.621	1.873	0.0	0
QCR8	0	1.632	1.395	1.567	0.0	0.0	0
SET2	0.0	-1.303	0.0	0.0	0.0	0.0	0
YJR029W	0.0	-1.476	0.0	0.0	0.0	0.0	0
GEA1	0.0	-1.924	-1.179	-1.254	0.0	0.0	0
RAV1	0.0	0.0	1.139	0	0.0	0.0	0.0
RAD26	0	0	1.01	0	0	0.0	0
YJR037W	0	0	0	0	0	0.0	0
YJR039W	0	0.0	1.369	0.0	0	0.0	0.0
VPS70	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR128W	0	0	0.0	0	0	0.0	0.0
STR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMD5	0.0	-2.764	-1.602	-1.112	0.0	0.0	0.0
SGM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR136C	0	0.0	0.0	0.0	0	0.0	0.0
MPE1	0.0	0.0	0.0	0.0	0	0.0	0.0
YKL061W	0.0	0.0	0.0	0.0	0	0.0	0.0
YKL063C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YET1	0.0	1.351	1.966	1.756	1.067	0.0	0.0
YNK1	0.0	1.471	1.676	1.681	1.066	0.0	0.0
YKL069W	0.0	0.0	0.0	0.0	0.0	1.043	1.448
SRP102	0.0	-1.219	0.0	0.0	0.0	0.0	0
RPS27A	0.0	-2.169	-2.113	-1.813	-1.642	0.0	0
APE2	0.0	-2.177	0.0	-1.118	0.0	0.0	0
ELF1	0.0	0.0	0.0	0.0	0.0	0.0	0
YKL162C	0	0.0	1.287	0	0.0	0.0	0
PIR1	0.0	0.0	1.306	0.0	0.0	0.0	0
RPC37	0.0	-1.492	-1.502	-1.585	-1.27	0.0	0
BCH2	0.0	0.0	0.0	0.0	0.0	0.0	0
SET3	0	0	0	0	0	0	0
SPO14	0.0	0.0	0.0	0	0.0	0	0
YKR033C	0	0	0	0	0	0.0	0
YKR035C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPT1	0	0	0.0	0	0	0	0
YLL017W	0	0	0.0	0.0	0	0.0	0
KNS1	1.483	1.353	2.289	2.26	1.56	1.183	1.01
SPA2	0.0	-1.201	0	0	0	0	0
YLL023C	0.0	1.094	2.164	2.068	1.316	0.0	0.0
PAU17	0	0.0	0.0	0.0	0.0	0.0	0.0
PDC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RLA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS0B	0.0	-1.622	-1.866	-2.382	-1.451	0.0	0.0
YLR050C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IES3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSW2	0	0	0.0	0	0	0.0	0.0
YLR379W	0.0	-1.006	0.0	0.0	0.0	0.0	0
FBP1	0	0	0.0	0	0	0.0	0
STP3	0.0	0.0	0.0	0.0	0.0	0.0	0
VID22	0.0	0.0	0.0	0.0	0.0	0.0	0
ROM2	0.0	0.0	0	0	0	0.0	0
SSQ1	0.0	0.0	0	0	0.0	0.0	0
YLR283W	0.0	0.0	1.022	0	0.0	0.0	0
YLR281C	0	0	0	0	0	0.0	0
YLR279W	0	0	0	0	0	0.0	0
YSH1	0.0	0.0	0.0	0.0	0.0	0.0	0
SMD2	0.0	-1.047	0.0	-1.058	-1.314	0.0	0
PIG1	0	0	0	0	0	0	0
SKG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL37A	0.0	-1.2	-1.94	-1.728	-1.583	0.0	0.0
TOS4	0.0	-1.853	-1.888	-1.938	-1.336	0.0	0.0
VTA1	0.0	-1.137	-1.005	0.0	0.0	0.0	0.0
YLR179C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR177W	2.711	2.716	3.279	2.961	0.0	0.0	0.0
YLR091W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALT1	0.0	0.0	1.403	1.178	1.219	0.0	0.0
CSF1	0	0	0.0	0	0	0	0
ARP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EMP70	0.0	-2.517	-1.886	-2.035	0.0	0.0	-1.082
GAL2	0	0	0.0	0	0.0	0.0	-1.27
ITT1	0.0	0.0	0.0	0	0	0.0	0
DAK1	0.0	1.196	2.181	2.533	2.3	1.619	0
TCB3	0.0	0.0	0.0	0	0.0	0.0	0
HMG1	0	-1.256	0.0	0	0.0	0	0
BET5	0	0	0	0	0	0	0
YML079W	0.0	0.0	0.0	0.0	0.0	0.0	0
SUB1	0.0	0.0	0.0	0.0	0.0	0.0	0
ARA2	0.0	0.0	1.483	1.112	0.0	0.0	0
MCM1	0.0	0.0	0.0	0.0	0.0	0.0	0
YMR046C	0.0	-1.914	0.0	0.0	0.0	0.0	0
CSM3	0	0	0	0	0	0	0
YMR051C	0.0	-2.111	0.0	0.0	0.0	0.0	0
YMR147W	0.0	-1.021	0.0	0.0	0.0	0.0	0
SWP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR151W	0	0	0.0	0	0	0.0	0
NUP53	0.0	0.0	0.0	0.0	0	0.0	0
YMR155W	0.0	0	0.0	0	0	0	0
AIM36	0.0	0	0.0	0	0	0	0
YMR253C	0.0	0	0.0	0	0	0	0
PET111	0.0	0	0.0	0	0	0	0
YMR259C	0.0	-1.779	0.0	-1.325	0	0.0	0
TPS3	0.0	0.0	0.0	0	0.0	0	0
SAP30	0.0	0.0	0.0	0	0.0	0	0
YMR265C	0.0	0.0	0.0	0	0.0	0.0	0
KTR5	0	0	0	0	0	0	0
HHT2	0	0	0	0	0	0	0
YNL033W	0	0	0	0	0	0	0
YNL035C	0	0	0	0	0	0	0
IDH1	0	0	0	0	0	0	0
BDP1	0	0	0	0	0	0	0
ESBP6	0	0	0	0	0	0	0
FAR11	0	0	0	0	0	0	0
NRK1	0	0	0	0	0	0	0
TOM22	0	0	0	0	0	0	0
FYV6	0	0	0.0	0	0	0	0
FPR1	0	0	0.0	0	0	0	0
POP1	0	0	0.0	0	0	0	0
ATG4	0	0	0	0	0	0	0
CNM67	0	0	0.0	0	-1.092	0	0
JJJ1	0	0	-1.71	0	0	0	0
URE2	0	0	0.0	0	0	0	0
PDR16	0	0	0.0	0	0	0	0
PFS2	0	0	0.0	0	0	0	0
YNL319W	0	0	0.0	0	0	0	0
VNX1	0	0	0.0	0	0	0	0
LEM3	0	0	0.0	0	0	0	0
FIG4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGT2	0.0	-1.045	0.0	0.0	0.0	0	-1.06
AIF1	0.0	0.0	0.0	0	0.0	0.0	0
PAU6	0.0	0.0	0.0	0	0.0	0.0	0
PHO80	0.0	0.0	0.0	0	0.0	0.0	0
PFA4	0.0	0.0	0.0	0	0	0.0	0
RPB11	0.0	0.0	0.0	0.0	0.0	0.0	0
CSI2	0.0	-2.103	-1.573	-1.353	0.0	0.0	0
YOL092W	0.0	-2.294	-1.993	-2.049	-1.388	0.0	0
RFC4	0.0	-1.012	0.0	0.0	0.0	0.0	0
COQ3	1.092	1.157	1.861	1.863	0.0	0.0	0
YOL098C	0.0	-1.603	0.0	0.0	0.0	0.0	0
PKH2	0.0	0.0	1.024	0.0	0	0	0
TPT1	0.0	0.0	0.0	0.0	0	0.0	0
YOR022C	0.0	0.0	0.0	0.0	0	0	0
YOR024W	0	0.0	0	0.0	0	0	0
BUB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIN5	3.958	2.894	2.291	1.954	0.0	0.0	0.0
DFG16	0	-1.127	0	0.0	0	0	0.0
HMS1	0	0.0	0	1.315	0	0	0.0
YOR118W	0.0	-1.129	0.0	0.0	0.0	0.0	0.0
GCY1	1.093	2.674	3.611	3.535	2.348	1.169	0.0
PFY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBP2	0.0	0.0	1.305	1.181	1.055	0.0	0.0
IAH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADE2	0.0	0.0	0	1.238	1.477	0.0	0.0
YOR214C	0	0	0	0	0	0	0
RUD3	0.0	0.0	0.0	0	0.0	0.0	0
YOR218C	0.0	0.0	0.0	0	0.0	0.0	0
RCN2	1.909	2.441	2.667	2.539	0	0	0
ODC2	0.0	-1.684	-1.438	-1.797	-1.455	0.0	0
RPB8	0.0	-1.572	-1.836	-1.859	-1.195	0.0	0
NOP58	-1.155	-4.866	-5.053	-4.365	-2.174	-1.109	0
RPL20B	0.0	-1.62	-2.426	-2.612	-1.832	0.0	0
YOR314W	0	0	0	0	0	0.0	0
COT1	0.0	0.0	1.017	0.0	0.0	0.0	0
YOR318C	0	0	0	0	0	0.0	0
GNT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RRP12	0	0	0	0	0	0	0
YPL014W	1.831	1.938	0	0	0	0	0
SWI1	0	0	0	0	0	0	0
CTF19	0	0	0	0	0	0	0
ULP1	0	0	0	0	0	0	0
RAD1	0	0	0	0	0	0	0
YPL108W	0	-1.24	-1.552	0	0	0	0
GDE1	0	0	0.0	0	0	0	0
PEX25	0	0	0.0	0	0	0	0
YPL114W	0	0	0.0	0	0	0	0
HOS3	0.0	0.0	0.0	0	1.214	0	0
MRP51	0.0	0.0	0.0	0	0.0	0	0
HRR25	0.0	0.0	0.0	0	0.0	0.0	0
YPL206C	0.0	0.0	1.157	0	0.0	0.0	0
RKM1	0	0	0.0	0	0	0	0
SRP72	0	0	0.0	0	0	0.0	0
PUS1	0.0	-1.938	-2.913	0	0	0.0	0
THI6	0	0.0	0.0	0	0	0.0	0
DSS4	0	-1.285	-1.585	0	0	0.0	0
MCM4	0.0	0.0	0.0	0	0	0	0
AGC1	0	0.0	0.0	0	0	0.0	0
EAF3	0.0	0.0	0.0	0	0.0	0.0	0
CCL1	0.0	0.0	0.0	0	0.0	0.0	0.0
YPR027C	0	0.0	0.0	0	0	0.0	0
PIS1	0.0	0.0	0.0	0	0.0	0	0.0
YPR115W	0	0	0	0	0	0	0
YPR117W	0	0	0	0	0	0	0
CLB2	-1.142	-1.813	-1.244	0	-1.517	0.0	0.0
THI22	0	0.0	0.0	0	0	0	0
YPR123C	0	0.0	1.025	0	0	0	0
DNF2	0	0.0	0.0	0	0	0	0
YDR128W	0.0	-1.436	0.0	0	0	0.0	0
NUM1	0.0	0.0	0.0	0	0	0.0	0
YDR215C	0	0	0	0	0	0.0	0
HSP78	5.089	5.317	5.613	0	3.715	3.679	3.741
ZIP1	0	0	0.0	0	0	0	0
GUT2	2.158	2.73	3.97	0	2.307	1.803	1.086
PAN1	0.0	0.0	0.0	0	0.0	0.0	0.0
DAL3	0	0	0	0	0	0	0
JEM1	0.0	-1.04	0.0	0	0.0	0.0	0.0
YJL113W	0	0	0	0	0	0	0
SPT10	0.0	0.0	0.0	0	0	0	0
YNR040W	0	0	0.0	0	0	0	0
BSC5	2.438	1.141	1.993	0	0	0	0
CMK2	2.288	2.262	2.31	0	0.0	0	0
GAL11	0.0	0.0	0.0	0	0.0	0	0
IRA2	0.0	0.0	0.0	0	0.0	0	0
YOR012W	1.287	0	0.0	0	0	0	0
OST5	0	0	0.0	0	0	0	0
FCY22	0.0	-2.602	-1.795	0	0	0.0	0
MRPL15	0.0	0.0	0.0	0	0	0	0
YML010C-B	0.0	0.0	0.0	0	0	0.0	0
YOR008C-A	0	0	0	0	0	0.0	0
YBR286W-50	0.0	0.0	0.0	0	0.0	0.0	0
STT4	0	0	0	0	0	0	0
IKI3	0	0	0	0	0	0	0
YLR422W	0	0	0	0	0	0	0
RSE1	0	0	0	0	0	0	0
TCB3	0	0.0	0	0	0	0	0
MYO5	0	0.0	0	0	0	0	0
YPR012W	0	0	0	0	0	0	0
NHP6A	0.0	0.0	0.0	0	0.0	0	0
YBR286W-800	0	0	0	0	0	0	0
YBR286W-900	0	0	0	0	0	0	0
YBR286W-1000	0	0	0	0	0	0	0
YBR286W-1100	0	0	0	0	0	0	0
RAT1	0.0	-2.605	-1.78	0	0.0	0	0
PNT1	0	0.0	0.0	0	0	0.0	0
TPO4	3.754	3.297	3.652	0	1.364	0	0
MRS2	0.0	0.0	0.0	0	0	0.0	0
KRE5	0.0	-1.351	0.0	0	0.0	0.0	0
YOR338W	0	0	0	0	0	0	0
MAD1	0.0	0.0	0.0	0	0.0	0	0
PMR1	0.0	-1.306	0.0	0	0.0	0	0
YGL214W	0	0	0.0	0	0	0	0
YGR071C	0	0	0.0	0	0	0	0
NSR1	-3.305	-5.352	-6.237	0	-4.264	0	0
YSC84	1.613	2.267	2.952	0	0	0	0
ATF2	-1.412	-3.425	-3.231	0	-1.608	0	0
OKP1	0.0	0.0	0.0	0	0	0	0
TIM13	0.0	0.0	0.0	0	0.0	0	0
QCR9	0	1.187	0.0	0	0.0	0	0
TYS1	0.0	0.0	0.0	0	0.0	0	0
HGH1	-1.272	-3.235	-3.009	0	-1.671	0.0	0
YGR273C	0	0	0	0	0	0	0
RTT102	0.0	0.0	0.0	0	-1.386	0	0
YGR277C	0.0	0.0	0.0	0	0.0	0	0
SCW4	0.0	0.0	0.0	0	0.0	0	0
YOR1	0.0	0.0	0.0	0	0.0	0	0
YGR283C	-2.163	-3.443	-3.154	0	-1.317	0	0
MYO1	0	0.0	0.0	0	0.0	0	0
THR1	0.0	0.0	0.0	0	0.0	0	0
RPN1	0.0	0.0	0.0	0	0.0	0	0
YHI9	0.0	0.0	0.0	0	0	0	0
RRM3	0.0	-1.372	-1.059	0	0	0	0
YHR033W	0.0	1.441	1.797	0	0	0	0
TOM71	0.0	0.0	0.0	0	0.0	0	0
SET1	0.0	-1.728	0.0	0	0.0	0	0
LSM12	0.0	0.0	0.0	0	0.0	0	0
EPT1	0.0	0.0	0.0	0	0.0	0	0
YHR125W	0	0	0.0	0	0	0	0
YHR127W	0.0	0.0	-1.371	0	0.0	0	0
YHR212C	0	0.0	0.0	0	0	0	0
YHR214W	0.0	0.0	0.0	0	1.096	0	0
IMD2	0.0	-1.45	-1.525	0	-1.204	0	0
YHR218W	0.0	-1.121	0.0	0	0.0	0	0
YIL001W	0	0.0	0.0	0	0	0	0
CFD1	0.0	-1.336	-1.114	0	-1.665	0	0
ICE2	0.0	-1.43	0.0	0	0.0	0	0
YIL092W	0.0	-1.799	-1.291	0	-1.635	0	0
LYS12	0.0	-1.102	-1.247	0	0.0	0	0
YIL096C	0.0	-2.258	-3.122	0	0	0	0
FMC1	0	0	0.0	0	0	0	0
YIL100W	0	0	0	0	0	0	0
MSL1	0	0.0	0.0	0	-1.351	0	0
STS1	0.0	0.0	0.0	0	-1.992	0	0
GAT4	0	0	0.0	0	0	0	0
RPR2	0	0	0.0	0	0	0	0
MET28	2.094	0	1.775	0	0	0	0
MUC1	0	0	0.0	0	0	0	0
LAS21	0.0	0.0	0.0	0	0.0	0	0
YJL064W	0.0	0.0	0.0	0	0	0	0
MPM1	1.311	2.325	2.548	0	1.608	0	0
YJL068C	0.0	1.502	1.98	0	2.038	0	0
YJL070C	0	0	1.574	0	0	0	0
PSF2	0.0	0.0	0	0	0.0	0.0	0
CIS3	0.0	0.0	0.0	0	0.0	0	0
YJL160C	0	0	0.0	0	0	0	0
JJJ2	0.0	0.0	0.0	0	0.0	0	0
TPK1	0.0	2.288	2.908	0	1.816	0	0
QCR8	1.432	1.997	1.607	0	0.0	0	0
SET2	0.0	0.0	0.0	0	0.0	0	0
YJR029W	0.0	-1.356	0.0	0	0.0	0	0
GEA1	0.0	-1.621	-1.202	0	0	0	0
RAV1	0.0	0.0	0.0	0	0	0	0
RAD26	0	0.0	0.0	0	0	0	0
YJR037W	0	0	1.601	0	0	0	0
YJR039W	0	0.0	1.462	0	0	0	0
VPS70	0.0	0.0	0.0	0	0.0	0	0
YJR128W	0	0	0.0	0	0	0	0
STR2	0.0	0	0.0	0	0	0	0
NMD5	0.0	-2.947	-1.562	0	-1.253	0	0
SGM1	0.0	0.0	0.0	0	0	0	0
YJR136C	0.0	0.0	0.0	0	0	0	0
MPE1	0.0	0.0	0.0	0	0	0	0
YKL061W	0.0	0.0	0.0	0	0	0	0
YKL063C	0.0	0.0	0.0	0	-1.41	0	0
YET1	0.0	1.523	1.693	0	0.0	0	0
YNK1	0.0	1.545	1.856	0	0.0	0	0
YKL069W	0.0	0.0	0.0	0	0	1.046	0
YAT1	0	0.0	0.0	0.0	0.0	0.0	0.0
YAR040C	0	0.0	0.0	0.0	0.0	0.0	0.0
YAR043C	0	0.0	0.0	0.0	0.0	0.0	0.0
YAR047C	0	0.0	0.0	0.0	0.0	0.0	0.0
YAR052C	0	0.0	0.0	0.0	0.0	0.0	0.0
YAR060C	0	0.0	0.0	0	0.0	0.0	0.0
SSA3	2.125	3.39	4.479	3.87	2.222	1.573	1.417
YBL077W	0.0	0.0	0.0	-1.205	-1.027	0.0	0.0
NUP170	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL081W	0.0	-1.458	0.0	0.0	0.0	0.0	0.0
YBL083C	0.0	-1.412	-2.281	-1.95	0.0	0.0	0.0
BOI1	1.003	0.0	-1.508	0	0.0	0	0.0
YRO2	1.397	1.952	2.032	1.066	1.167	0.0	1.584
YBR056W	1.707	2.581	2.937	2.9	1.627	1.136	1.123
UBP14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORC2	0.0	0.0	0.0	0.0	0.0	0	0.0
YBR062C	0.0	1.354	0.0	1.143	0.0	0.0	0.0
YBR064W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YSW1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TBS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPP381	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPB5	0.0	-1.439	-1.727	0.0	0.0	0.0	0.0
SLI15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMN1	-1.114	0.0	0.0	0.0	0.0	0.0	0.0
ALG7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ISW1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENP1	-1.744	-4.144	-4.052	-3.103	-1.515	0.0	0.0
ARO4	0.0	0.0	-1.473	-2.017	-1.747	0.0	0.0
MRPS5	0.0	0.0	0.0	0.0	0	0.0	0.0
SRB6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATG22	0.0	0.0	0.0	0	0.0	0.0	0.0
GLK1	3.417	4.831	5.519	5.154	0	2.238	1.992
YCL042W	2.861	3.918	4.777	4.337	3.066	1.788	1.648
MGR1	0.0	1.198	1.485	0.0	1.058	0.0	0.0
YCL046W	0.0	-1.349	0.0	0.0	0.0	0.0	0.0
SPS22	0	0.0	0.0	0	0.0	0	0.0
IMG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR050C	0.0	0.0	0.0	0.0	0	0.0	0.0
RSC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTR86	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR056W	-1.449	-3.27	-4.016	-2.825	-1.658	0.0	0.0
NOP1	0.0	-3.042	-3.382	-2.366	-1.899	-1.03	-1.041
YDL016C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERP3	0.0	1.198	0.0	0.0	0.0	0.0	0.0
RPN4	1.625	1.379	1.277	1.197	0.0	0.0	0.0
GPD1	2.955	3.649	3.267	2.778	2.008	1.813	1.683
DIA3	0	1.145	1.972	1.632	1.386	0	0.0
TMA17	0	3.135	2.666	2.353	1.156	0.0	0.0
TRM3	0	0	0.0	0	0.0	0.0	0.0
YDL114W	0	0	1.263	0	0	0.0	0.0
NUP84	0	0	0.0	0	0.0	0.0	0.0
YDL118W	0	0	0.0	0	0.0	0.0	0.0
YFH1	0.0	0.0	0.0	0	0.0	0.0	0.0
YDL206W	0	0	0	0	0	0	0
NHP2	0	0	0	0	0	0	0
UGA4	0	0	0	0	0	0	0
SHR3	0	0	0	0	0	0	0
PRR2	0	0	0	0	0	0	0
RRI1	0	0	0	0	0	0	0
CDC34	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR056C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGL2	0	1.198	1.176	1.229	0	0.0	0.0
MAK21	0.0	0.0	-1.162	0.0	-1.034	0.0	0.0
LCB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS13	0.0	0.0	-1.589	-1.917	-1.678	0.0	0.0
NUM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GIR2	0.0	-1.102	-1.684	-1.273	-1.08	0.0	0.0
YDR154C	0.0	1.154	0.0	0.0	0.0	0.0	0.0
RPA14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SWM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR262W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIN7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEX10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR266C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HXT7	2.929	4.321	4.855	4.302	1.882	0.0	0.0
YDR344C	0	0.0	0.0	0	0	0	0.0
SVF1	0.0	-1.681	-1.214	-1.398	-1.65	0.0	0.0
YDR348C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP22	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR352W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THI74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOT1	0.0	-1.287	0.0	0.0	0.0	0.0	0.0
YDR442W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR444W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECM11	0	0	0	0.0	0	-1.018	0.0
ADA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FIT1	0.0	1.547	1.876	1.913	1.322	0.0	0.0
STL1	0	0.0	0.0	0.0	0	0	0.0
PAD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRC4	0	1.081	0.0	0.0	0.0	0.0	0.0
PAU10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
