Gene,logFC,FDR adjusted Pvalue
55435,-0.319696818,0.001516095
100130733,0.469786912,0.00151811
84930,-0.382400642,0.001521727
79931,-1.094283772,0.001536564
338442,0.933940842,0.001536564
6632,-0.368513879,0.001542852
8418,0.710325399,0.001543721
130733,0.879563873,0.001555823
55892,-0.350722074,0.001556678
387509,0.644532311,0.001556831
7139,1.213438058,0.001562877
1603,-0.371031194,0.001573755
79839,0.484597,0.001573787
93323,-0.451375793,0.001575089
9170,-0.377340265,0.001576893
824,0.383276561,0.001578539
22914,-0.803831535,0.00158144
55137,0.739914536,0.00158281
286151,-0.662848221,0.001584871
80216,-0.402728056,0.001586975
79031,-0.2844644,0.001590999
25880,-0.372858915,0.001597253
3070,-0.527489074,0.001597642
27124,-0.581509037,0.001610839
7621,0.386400192,0.001613292
27253,0.688448552,0.001614198
387695,1.689472447,0.00161431
10990,0.745021469,0.001615566
29101,-0.312507103,0.001619886
54020,-0.423824106,0.001621674
55540,-0.620685566,0.001622467
10969,-0.333881607,0.001623403
65977,-0.260245051,0.001625571
6095,0.507721314,0.001629368
474343,-0.472895556,0.00163574
56122,0.654358437,0.001637453
51232,0.404585666,0.001643598
342035,-0.931171322,0.001643598
6182,-0.450887408,0.00165167
84951,1.130917639,0.00165605
10446,0.658135243,0.00165776
83857,0.729573499,0.001658727
5984,-0.379996449,0.001659324
11130,-0.438596928,0.001659324
8767,-0.459343551,0.001663799
5715,-0.276428523,0.001663799
3040,1.116912307,0.001664723
3608,-0.283472968,0.001665435
10278,0.730108683,0.001669791
7317,-0.385432927,0.001673042
54432,-0.30524871,0.00167332
7978,-0.301962204,0.00167332
147920,1.297421667,0.001673789
170679,-0.843416844,0.001673789
83483,0.74415753,0.001673789
134492,-0.37483221,0.001673789
29098,-0.378271065,0.001674291
64979,-0.463351237,0.001674391
116113,0.51958114,0.001681482
54836,-0.508779237,0.001684731
23127,0.800592523,0.001684926
9391,-0.205782436,0.001687471
6648,-0.552164273,0.001692184
4486,-0.725274176,0.001696334
9759,0.425158082,0.001696334
51131,-0.337861873,0.001704911
441150,-0.568387822,0.001704911
80179,-0.327506495,0.001707924
60313,-0.250403931,0.001708941
516,-0.528681868,0.001708941
59344,-0.947070589,0.001708941
64849,0.764718234,0.001708941
57050,-0.327127152,0.001709103
51388,-0.314135254,0.001709742
348093,0.643479021,0.001709742
8848,0.418041942,0.001710316
51058,-0.324442657,0.001713248
55319,-0.346456511,0.001714938
6118,-0.320853464,0.001719597
258010,-0.404226106,0.001720011
55365,0.753484628,0.001724484
5939,0.360881862,0.001726404
84298,-0.279833551,0.001734229
80194,-0.359702244,0.001735557
54498,0.445966452,0.001744646
203328,-0.649883159,0.001744646
10000,0.752893846,0.001744735
6310,0.393265491,0.001746514
25871,-0.253121871,0.001748141
55969,-0.355079355,0.001751487
145567,0.37053188,0.001757303
11016,0.284246943,0.001757303
55110,-0.407766904,0.001757303
55366,-0.568788267,0.001757303
3221,-0.750870517,0.001757606
728,0.493604383,0.001766192
25853,-0.284358289,0.001766192
9788,0.56991788,0.001766192
57035,-0.445541352,0.001767184
51406,-0.295117077,0.001768051
11162,-0.435013901,0.001774105
5349,-0.835574869,0.001776269
8195,-0.307429384,0.001781018
23149,-0.581021237,0.001784973
8909,1.132203734,0.001787328
4086,-0.381403459,0.001789843
51571,-0.384064486,0.001793025
5717,-0.25884937,0.001804268
10620,0.497143264,0.001808699
132625,1.798462159,0.001809636
7444,-0.269512018,0.001812324
2271,-0.333024596,0.001812324
84842,-0.593150308,0.001812324
147138,-0.456894708,0.001813032
91544,-0.439465111,0.001815504
3516,0.250261364,0.00181675
63875,-0.3582478,0.00182547
4234,-0.310319699,0.001830421
26071,-0.348842866,0.001835649
54921,-0.233702627,0.001835919
10390,-0.279920939,0.001841564
57817,-0.80883514,0.001843797
7082,0.393143256,0.001848393
51019,-0.340730657,0.001848775
617,-0.282163207,0.001848851
4603,-0.513588465,0.001848851
494115,-0.264751125,0.001850299
5820,-0.637128868,0.001850299
55669,-0.302670273,0.001851703
55794,-0.32194549,0.00185369
9088,-0.504037172,0.001853737
22882,0.490539587,0.001854715
114971,-0.314802854,0.001862049
144501,0.700924198,0.001864317
140691,-0.63021117,0.001871296
91966,-0.35413216,0.001871296
159091,-0.427657897,0.001874455
53838,0.27104981,0.001885797
27349,-0.330392218,0.001893875
2999,-0.837035543,0.00189426
80237,-0.49078801,0.001897732
9572,0.45906423,0.001900666
3551,-0.383308653,0.001901347
5743,0.868004017,0.001902451
7866,-0.325429055,0.001909324
1948,0.602027792,0.001909324
26249,0.483138756,0.001918133
9973,-0.323311205,0.001918133
22998,0.534164307,0.001918133
644,-0.401792174,0.001925158
8318,-0.516791422,0.001926081
3043,1.042774374,0.001930768
4067,-0.390851944,0.001930768
51079,-0.435345168,0.001931036
50807,0.379079905,0.001933717
115811,-0.554105253,0.001935169
340481,-0.380848073,0.001937281
55165,-0.503055101,0.00194164
219,0.365353258,0.001943983
11188,0.336361981,0.001947987
118472,-0.359283437,0.001947987
3069,0.309879402,0.001947987
183,1.156077301,0.00195301
200315,-0.797377263,0.001953268
11339,-0.459041384,0.001953592
146556,-1.31236265,0.00195599
2629,-0.393303337,0.00195599
7979,-0.364324822,0.00195599
54462,0.279962464,0.001957325
5627,0.603912717,0.001979161
114034,-0.334250251,0.001979161
51264,-0.38321021,0.001979161
54434,0.312388443,0.001983791
79801,-0.454466558,0.001985052
79927,0.528632955,0.001993792
10961,-0.31869813,0.001994353
3075,0.657649674,0.001999258
8814,-0.691936582,0.001999258
399474,0.825216156,0.002000734
3656,-0.726460164,0.002007847
53826,0.655369086,0.002009653
138255,-1.338595521,0.002010441
9700,-0.470547847,0.002013478
10381,0.654058894,0.002013478
27297,-0.258555882,0.002023921
7084,0.335282325,0.002023921
10393,-0.346204274,0.002028607
55861,-0.461919886,0.00202983
23271,0.305020033,0.002030352
6330,0.69372265,0.002033109
445571,-0.453644047,0.002043439
54567,0.428786013,0.002049303
27068,-0.329029043,0.00205353
4175,-0.395519947,0.002055458
440352,0.688159051,0.002057992
84262,-0.386672866,0.002057992
10728,-0.275799985,0.002058597
665,0.350217347,0.00206049
84726,0.345376374,0.00206094
7074,-0.531707265,0.002063789
55052,-0.348729557,0.002068749
653489,0.335368559,0.002072466
10261,-0.52461757,0.002074332
3683,-0.593759735,0.002074332
51761,0.995514789,0.002078945
6574,0.313023968,0.002083239
51596,-0.357235284,0.002095821
26175,-0.383710799,0.002101277
7203,-0.260877043,0.002101746
330,-0.775834684,0.002108574
53834,0.578162462,0.002108574
256236,-0.778452708,0.002113129
79072,-0.333882973,0.002113129
4171,-0.370085112,0.002123788
3150,-0.29690621,0.002123788
342357,0.402752783,0.002124863
80854,0.437786809,0.002126434
6623,-0.943099122,0.002132629
26278,0.381221444,0.002141731
79731,-0.457602233,0.002147463
79663,-0.328086202,0.002147723
256356,-0.391115064,0.002155433
23389,0.349452463,0.002162153
10021,1.025899309,0.002173513
51449,0.287623546,0.002174054
23081,-0.364191581,0.002177892
10079,0.391774948,0.002177892
6242,-0.33192115,0.00217898
56100,0.811229273,0.002183777
55888,0.446693874,0.002187733
646643,1.565543559,0.0021891
116154,1.094227974,0.002193553
1479,-0.260653626,0.002195836
374395,-0.347469427,0.002199884
89891,-0.390396808,0.002202479
3592,-0.846783336,0.002202996
9958,-0.247171156,0.00220435
439921,0.425819742,0.002219433
3300,0.352674658,0.002222921
26052,0.653209972,0.0022324
10535,-0.452841747,0.002232423
211,-0.270817166,0.002233259
54951,-0.379390179,0.002233259
1716,-0.312124995,0.002233259
5174,0.979698723,0.002233259
164045,1.074817852,0.002240715
400120,-0.970699454,0.002240715
571,0.285771021,0.002242696
130951,-0.704693671,0.002244642
7130,0.756761166,0.002256656
7019,-0.274006411,0.002260952
4638,0.497772434,0.00226265
80760,0.857270278,0.00226265
256691,0.730886379,0.002269151
1376,-0.302688055,0.002275949
79074,-0.272523524,0.002282181
389072,0.350970795,0.002284434
2316,0.445868645,0.002286316
5001,-0.28620817,0.002286576
399512,-0.432601227,0.002297965
5552,-0.434769445,0.002298375
55340,-0.451370096,0.002316133
286053,-0.455351828,0.002323035
8799,-0.281534022,0.002323035
90417,-0.343168424,0.002324635
23066,-0.491621764,0.002325319
1104,-0.38770045,0.002325319
203111,-0.748917225,0.002328588
6827,-0.316281107,0.002329111
147,0.876582027,0.002330687
149297,0.719599,0.002331715
80312,0.501158865,0.002337001
65997,0.710264081,0.002337001
930,-1.058377206,0.002340484
79008,-0.433582565,0.002351122
730,1.218581217,0.002351122
9074,1.186631344,0.00236211
51574,-0.293045439,0.00236211
83540,-0.476195821,0.002362875
3851,1.338505014,0.002362875
57092,-0.244184258,0.002367253
5064,0.629724951,0.002367253
11062,-0.297698204,0.0023673
4713,-0.51808078,0.0023673
25824,-0.336253467,0.0023673
27338,-0.49555133,0.002372502
55049,-0.391594044,0.002372646
3159,-0.439017924,0.002378866
1340,-0.432435,0.002381849
23263,0.638608312,0.002381849
221035,0.446758582,0.002385365
105,1.248219662,0.002385365
84720,-0.301534114,0.00239438
9076,0.765723088,0.002399414
1069,-0.389918922,0.00240808
64098,-0.524239415,0.002411043
7389,-0.319256041,0.002415169
11164,-0.363909469,0.002420104
23170,-0.36826819,0.002420104
10036,-0.331474355,0.002431278
10293,-0.376875669,0.002446633
943,0.878232187,0.002456972
84991,-0.269676866,0.002462142
10175,-0.367950284,0.002467639
6341,-0.284125983,0.002472324
8533,-0.289632266,0.002476625
10360,-0.463507759,0.002476625
285367,-0.30764891,0.002479299
4319,1.645205236,0.002481502
4857,0.824348898,0.002482077
684,-0.671178004,0.002487659
3777,0.882992103,0.002493777
54756,0.577457409,0.002494112
84617,0.441289415,0.002498214
56101,0.920382898,0.002508042
113130,-0.41083529,0.002510756
84057,-0.519965013,0.002513141
57704,-0.332710118,0.002513141
80198,-0.239038794,0.002513318
6585,1.001963439,0.002514179
83903,-0.459892576,0.002514358
23426,0.61019602,0.002519182
8930,-0.246525611,0.002520096
2990,-0.308486399,0.002524323
10981,-0.400211104,0.002524518
10460,-0.446833142,0.002524518
8492,-0.99559251,0.002530819
84314,-0.391821836,0.002531881
3269,0.609053903,0.002541959
8370,-0.656660864,0.00254612
117289,-0.496232815,0.002548584
64151,-0.443614646,0.002550835
9569,0.323900217,0.002555724
401494,-0.407538991,0.002576522
9735,-0.436392708,0.002579012
84503,-0.389556124,0.002579012
1869,-0.428203532,0.002580148
26001,-0.294021161,0.002589481
90768,1.275771149,0.002589743
9780,0.526324893,0.002594885
4716,-0.379476188,0.002600797
113444,-0.326151744,0.002606004
745,0.749911527,0.002606004
9373,-0.306082885,0.002616197
10435,0.397183531,0.002619924
1366,-0.463250797,0.002633141
348,-0.56206261,0.00264263
51260,-0.262541459,0.002649653
92359,-0.480200421,0.002650168
55454,0.277803117,0.002653185
3741,0.962111661,0.002653185
6364,-1.242623502,0.002657134
9837,-0.366038176,0.002673022
23787,-0.301175838,0.002676789
7268,-0.246176148,0.002694636
25829,0.331589485,0.002697824
399948,-0.860538676,0.002700351
28998,-0.433066598,0.002702229
27292,-0.334012196,0.002704557
60673,-0.292404181,0.002704557
93145,0.784425262,0.002710958
252884,-0.471803143,0.002712517
4040,0.394353608,0.002723716
6297,0.494380739,0.002731885
23371,0.457507844,0.002731885
10899,-0.31361947,0.002735139
8711,-0.395359023,0.002735624
11098,0.609670526,0.002738943
55862,-0.337020461,0.00273933
8705,-0.446393476,0.00273933
2524,-0.727552574,0.002768549
23119,0.473520838,0.002773973
2002,-0.33218528,0.00277661
11177,-0.318474227,0.002779825
121506,-1.033691584,0.002780136
6712,0.497813281,0.002787561
55217,-0.380296841,0.002797848
23530,-0.343656622,0.002804794
57678,0.376510277,0.002835939
26996,-0.723724535,0.002836311
84916,-0.284692131,0.002838672
2873,-0.305444991,0.002840341
90673,-0.474398123,0.002846649
5635,-0.272929545,0.002874473
196047,0.749141966,0.002878676
58191,-0.447929631,0.002885845
7071,0.390350777,0.002887275
916,-0.720677306,0.002889254
254531,-0.352129281,0.00289583
79774,-0.519325843,0.00290358
8407,-0.317776019,0.002907676
2048,0.462901237,0.002909762
25896,-0.290759606,0.002924599
221687,-0.877825113,0.0029273
374879,0.502966985,0.002929182
5530,0.342986801,0.00294103
51504,-0.373999318,0.002941206
1000,0.863785497,0.002941206
4173,-0.375521637,0.002944816
26469,-0.295321387,0.002944816
199920,-1.087390729,0.002962278
25923,-0.351079161,0.002962278
8293,-0.372819325,0.002966483
10362,-0.278922743,0.002968765
10677,-0.686448921,0.00296911
57335,0.336968861,0.002974948
10479,-0.303326686,0.002987078
149466,-0.446310819,0.00298789
22806,-0.772985954,0.002990787
6880,-0.306330532,0.003005035
30845,0.371007744,0.003012369
100132948,-0.82382088,0.003012545
6901,-0.325526568,0.003012584
9787,-0.457514653,0.003012584
6832,-0.245332326,0.003016865
10044,0.366476085,0.003047385
171586,-0.566380624,0.003048689
51352,-0.57589378,0.003048689
51333,-0.355228518,0.003056868
29086,-0.37537196,0.003058585
219738,-0.369148189,0.003066789
81622,-0.355872795,0.003068869
79170,-0.698457366,0.0030774
2101,-0.345481909,0.003083167
7434,0.990976923,0.003083913
90525,0.491161642,0.003092381
7494,-0.454805349,0.003093852
5439,-0.350414025,0.003100268
84693,-0.340532016,0.003102448
23148,0.628223113,0.00310698
150365,-0.818468601,0.003115657
91433,-0.389205729,0.003117671
25912,-0.291686505,0.003122962
10164,-0.932920092,0.003127888
257000,0.880759849,0.003130071
399,-0.637975701,0.003137507
64946,-0.393276399,0.003144292
10733,-0.41541134,0.003144292
8800,-0.342549432,0.003144292
259230,-0.370356564,0.003144292
124491,-0.328614827,0.003144292
5702,-0.28029947,0.003147463
10913,1.097198655,0.003157666
1850,0.616240831,0.003184169
79959,-0.338827299,0.003184169
80173,-0.416560402,0.003184169
2057,0.638187183,0.00318844
1441,-0.750142816,0.003195919
9317,-0.351795705,0.00319667
80008,-0.732990552,0.00319667
10154,0.51522396,0.003199482
646450,-0.378401115,0.003199482
133619,0.244884196,0.003213761
8528,-0.642808293,0.003221736
9454,0.453671984,0.003228908
166815,-0.411905807,0.003228908
51237,-1.24305729,0.003240108
54478,-0.485542131,0.003240108
51143,-0.281133929,0.003240485
26499,-0.51576884,0.003245418
7044,1.13537089,0.003250183
252839,-0.288786728,0.003264252
115019,-1.094827319,0.00326626
220042,-0.443563921,0.003266356
51399,-0.312556057,0.003266356
51092,0.340921372,0.003276425
8939,0.223304052,0.003290085
57594,-0.320273599,0.003290085
146857,-0.465523209,0.003290085
8402,-0.298768982,0.003293827
6482,0.548761286,0.003294432
6392,-0.372182572,0.003304015
57534,0.321309882,0.003304439
283248,0.690481859,0.003305123
80270,-0.426909133,0.003307443
9314,0.625508018,0.003314437
6006,-0.854793764,0.003314437
121355,-1.610630379,0.003336292
441151,0.700480229,0.003339046
81556,-0.262593683,0.003354966
84316,-0.416508828,0.003361094
51287,-0.403124612,0.003369308
11345,-0.342173082,0.003369308
23275,0.303238212,0.003376239
200185,-0.36787631,0.003378568
4091,0.468869394,0.003378568
4701,-0.463616421,0.003379959
84152,-0.999539903,0.003385294
1062,-0.473197967,0.003389737
2705,-0.80116007,0.003401986
5967,-1.78567632,0.003401986
6688,-0.445671093,0.003406829
4862,0.683229146,0.003421941
56111,0.947367435,0.00342202
84545,-0.316255001,0.003425396
6999,0.850100181,0.003453181
79818,-0.391889973,0.003453181
10875,-0.513155166,0.003454908
706,-0.431774064,0.003462647
53407,-0.481506904,0.003470071
51361,-0.333866624,0.003487675
55163,-0.338482356,0.003487675
23528,0.291798068,0.003506401
10659,0.52742173,0.00350753
23397,-0.416983057,0.003508177
163115,0.600474943,0.003508177
10562,-2.205076983,0.003508177
6709,0.322767736,0.003512795
64785,-0.323662381,0.003524165
51184,-0.285869538,0.003526289
28985,-0.272501007,0.003531105
57405,-0.472945611,0.003532621
123688,-0.484429063,0.003536487
5268,1.096971992,0.003543384
644096,-0.358778238,0.003545607
7411,-0.300563955,0.003545607
401898,-0.533040603,0.003547322
56910,-0.221719736,0.003547395
128344,-0.815725888,0.003554265
9419,-0.314495977,0.003562984
9136,-0.316710265,0.003575584
7108,0.474183054,0.003590117
25975,0.642901397,0.003593078
1356,-0.740815395,0.003599012
51368,-0.35230802,0.003599012
55064,-0.726976621,0.003599012
144811,0.399305644,0.003599282
730112,-1.089013666,0.003601518
84305,-0.26753868,0.003603363
84964,-0.37492655,0.00360704
9535,-0.413262801,0.003609967
57232,-0.456744357,0.003609967
751071,-0.409407256,0.003614292
135293,-0.412602328,0.003616944
79576,-0.267787343,0.003617703
10451,-0.984810253,0.003636985
55553,0.67733451,0.003664907
4710,-0.36516545,0.003670528
8755,-1.259388612,0.003671736
51024,-0.35608408,0.003672334
4054,0.363318983,0.003674945
29942,0.843781177,0.003681162
57620,0.296825386,0.003689982
58494,0.697950212,0.003693641
55974,-0.37766908,0.003693641
26272,-0.374669643,0.003696246
9367,-0.331134546,0.003696817
50487,-1.150918228,0.003697727
7718,-0.393262895,0.003698133
27109,-0.338769943,0.003699162
7029,-0.334378194,0.003706398
7533,-0.319405739,0.003707795
56006,0.346030405,0.003707828
1026,0.489977401,0.003711166
10802,0.250447311,0.003712469
84875,-0.502926065,0.00373376
286148,0.272013647,0.003740173
29998,0.316976854,0.003755258
55667,-0.321532063,0.003756726
5816,1.26160421,0.003760275
100134934,-0.402989735,0.003775684
55374,-0.298704766,0.003775684
3421,-0.32662108,0.003779985
55122,-0.300737059,0.003784833
381,-0.328715923,0.003802056
51271,-0.25004196,0.003808864
55715,0.353094228,0.003817876
84791,-0.470099988,0.003822167
3226,1.570390803,0.003822429
1556,-1.069191971,0.003828543
83692,0.337340892,0.003833305
84281,-0.883855957,0.003842414
26517,-0.337213364,0.003846649
78999,-0.3279565,0.00385758
51126,-0.276458215,0.003873728
84629,0.408126891,0.003892957
5690,-0.32251675,0.003907995
5356,-0.287733631,0.003907995
23261,-0.346143382,0.003919002
55215,-0.38156799,0.003919002
150763,-1.336404626,0.003919002
7323,-0.238904791,0.003919002
115416,-0.356432106,0.003928857
4684,0.919042922,0.003936824
79664,-0.269895358,0.00393815
87178,-0.301216033,0.003938476
125228,-0.298868385,0.003943956
5101,1.008421013,0.003943956
1031,-0.738963757,0.003950937
79135,-0.364731557,0.003971831
9365,0.616519659,0.0039725
259307,-0.666462499,0.003978282
84978,0.70140015,0.003978282
201255,-0.371631423,0.003980543
121536,0.345322848,0.003983638
1892,-0.347424754,0.003990757
84868,-0.414366573,0.003996692
4842,1.306749543,0.004009358
11104,-0.277537971,0.004010037
7033,-1.438343093,0.004010784
54855,-0.635057196,0.004010784
29802,-0.714825955,0.00401115
2762,-0.338598823,0.00401115
127602,-0.389297831,0.004024096
475,-0.3619375,0.004026503
3556,0.520883424,0.004028727
55505,-0.405128322,0.00403116
81930,-0.415580372,0.004037708
80324,-0.296579846,0.004037708
6223,-0.442282353,0.004037788
7472,0.922853214,0.004048546
145853,-0.396639924,0.004048546
6046,-0.240829992,0.004055171
114900,0.824211176,0.004056932
5636,-0.258404677,0.004057543
4092,0.402764411,0.004057543
9744,-0.531521557,0.004069916
4728,-0.361055324,0.004073645
387104,0.673969834,0.004075994
9889,0.30489148,0.004078478
195828,-0.424742638,0.004079218
8334,-0.573475387,0.004090035
389119,0.545415347,0.004099495
80010,-0.364200238,0.004101259
92856,-0.263714456,0.004102838
10717,-0.305184943,0.004108242
79940,0.67919095,0.004117923
102,0.259282834,0.004125227
51188,-0.324374886,0.004160914
51193,-0.279310092,0.004164726
137797,1.487829663,0.004178122
55613,-0.511903316,0.004187053
29906,-0.939707279,0.004188183
695,-0.489931623,0.004188183
57716,0.507753335,0.00419059
203238,-0.502492956,0.004190755
57683,0.834796717,0.004191892
10157,0.628219611,0.004193023
321,0.54894014,0.004193824
8200,-0.96275545,0.004203668
6609,0.290268135,0.004207114
122961,-0.342818246,0.004223276
506,-0.267818872,0.004223276
57226,-0.31097429,0.004248264
699,-0.418128378,0.004248432
56137,1.084146561,0.00427008
3191,-0.17439366,0.00427008
23099,0.340814547,0.004271642
10788,0.557681123,0.00427282
9765,0.266780731,0.00427282
10073,-0.303313681,0.004284141
64863,-0.306796616,0.004284141
2139,-0.758414278,0.004284141
8553,0.463974479,0.004284289
54801,-0.350451013,0.004289498
58528,-0.547038018,0.004308849
54529,-0.262723683,0.004333522
29909,-0.707503187,0.004355082
5558,-0.332768294,0.004355197
55031,0.275786499,0.004355197
119032,0.297022362,0.004356385
744,-0.746596312,0.004356385
84848,0.783730014,0.004356385
2672,-0.659152437,0.004358771
55966,1.364659662,0.004383647
16,-0.315361204,0.004384812
9814,-0.372636155,0.004385783
1017,-0.30679764,0.004389185
10309,-0.829543538,0.004398141
139728,-0.801209137,0.004405017
1627,0.329290298,0.004409296
64333,-0.485927407,0.004418051
80776,-0.40358436,0.004419346
8508,-0.423749342,0.004420206
113791,-0.469156598,0.004421713
64976,-0.347753162,0.004422347
81627,-0.28903066,0.004423525
5166,0.563804526,0.004423525
134353,0.314444454,0.004423665
124925,1.322880458,0.004428402
23032,-0.255744898,0.004431414
81610,-0.439047481,0.004434865
8874,0.270174092,0.004440791
6375,-0.759001816,0.004443773
145773,-0.655163057,0.004443773
8550,-0.245619697,0.004449402
23306,-0.297494503,0.004450312
28958,-0.395916909,0.004450391
84100,-0.378416949,0.004450391
1027,-0.363950053,0.004454419
10476,-0.385643219,0.004463949
9450,-0.445857838,0.004475635
10743,0.335250133,0.004485547
94015,0.515212435,0.004495319
2350,0.518269239,0.004495888
3224,0.820780305,0.004496726
2745,-0.393952627,0.004496726
51768,0.428954948,0.004497329
3664,-0.361214375,0.004497329
7918,-0.315275982,0.004497329
23326,0.267725041,0.004523435
1793,0.37396079,0.004523456
92162,0.65801594,0.004530549
65991,-0.338851801,0.004533992
10467,-0.340579022,0.004539999
122509,-0.506812676,0.004552717
158787,-0.602616655,0.004553285
55075,0.386065017,0.004553285
5202,-0.316059439,0.004579351
30832,0.430399106,0.004584244
4817,-0.250333298,0.004586965
8501,0.518474426,0.004601344
91368,-0.320368563,0.004620186
1160,-0.638299847,0.004631912
29081,-0.279276995,0.004633872
79944,-0.337071226,0.004637084
132001,-0.293800329,0.004637084
27036,-0.484305781,0.004647927
80176,0.372016655,0.004649187
84223,-0.471628117,0.004653518
5187,0.470212625,0.004653518
10616,-0.294072733,0.004661214
8932,-0.28140217,0.004675488
11145,-0.498713108,0.004679433
347273,0.545793358,0.004679433
26073,-0.316811375,0.004683595
92154,0.363546581,0.004683595
440081,-0.461795833,0.004684499
8790,-0.297473687,0.004707913
55837,-0.283020785,0.004707913
3145,-0.322083743,0.004707913
6181,-0.426874956,0.004707913
64798,-0.605839401,0.00471545
9055,-0.390758692,0.004729181
80895,-0.254363971,0.004729181
91977,0.656755952,0.004741555
51231,-0.276112302,0.004741555
56911,0.427198337,0.004741555
28957,-0.355207857,0.00478453
316,0.893266289,0.004786472
54868,0.29902429,0.004788575
30837,0.456583501,0.004791581
5549,0.803307524,0.004791923
128229,-0.651563276,0.004801084
440585,-1.15193633,0.004828685
5438,-0.355842292,0.004829971
23582,-0.334840557,0.004829971
2717,-0.289795623,0.004829971
128338,-0.300271884,0.004836231
5498,-0.313113126,0.004837677
1849,0.328777454,0.004841552
51318,-0.218943308,0.004859889
93349,-0.440132257,0.004870986
5911,0.288693751,0.004876213
29,0.470110173,0.004876213
11041,0.323635141,0.004890212
51647,-0.357330592,0.004891278
8625,-0.38411344,0.004918732
4355,0.556504444,0.004923915
55757,0.304910165,0.004925025
1499,0.252929567,0.004926106
55776,-0.284521119,0.004929062
11073,-0.27203461,0.004932083
285600,0.419707147,0.004932083
23152,0.383833771,0.004932083
23650,0.808449605,0.004944245
6362,1.092352994,0.004947932
2891,-1.168106711,0.004968278
283951,-0.356208529,0.004968278
51651,-0.330009574,0.004970359
54834,-0.306102568,0.004970359
2561,0.975455188,0.004978398
7216,0.528221809,0.004985025
81873,-0.298579083,0.0049906
115704,0.374556975,0.004990629
51282,-0.338882233,0.004993614
220965,0.727948714,0.004996021
729533,-0.523082228,0.004998609
3795,-0.495116975,0.005002119
56106,0.822115736,0.005008289
4916,1.306653973,0.005008403
90326,-0.306413133,0.005010356
25988,-0.281835729,0.005014407
10714,-0.307577158,0.005031968
93082,-0.628931783,0.005031968
6238,0.36332677,0.005033231
7750,0.275885083,0.005036334
159090,-0.33374951,0.005049438
1755,-1.527777132,0.005056893
100130889,-1.146586061,0.00505824
729230,-0.782975633,0.005073456
155368,-0.683423613,0.005083894
23162,0.430000767,0.005087445
11154,-0.399332121,0.005087445
7490,-0.515766039,0.005092349
84056,0.389643865,0.005094044
144577,-0.302507785,0.005097144
11113,-0.453293369,0.005097989
1783,0.26904237,0.005110062
64841,-0.301306978,0.005128961
6717,-0.304245656,0.005138779
119559,-0.314666654,0.005140357
9732,0.432887942,0.005158526
84888,-0.327769213,0.005158738
4174,-0.334183033,0.005173326
4191,-0.291311429,0.005176153
51478,-0.295702941,0.005183934
57007,0.605104659,0.005184116
266971,-0.265352512,0.005187548
643382,0.642805455,0.005209722
5805,-0.437282105,0.005217343
25870,-0.302846414,0.005217461
56895,0.453900099,0.005225148
55089,0.815641804,0.005233859
83706,-0.401675188,0.005238949
158801,-0.375695229,0.005240966
285521,-0.393566912,0.005254845
60490,-0.380316657,0.005257118
10100,0.586697066,0.00526047
8517,-0.279566333,0.00526342
11136,-0.883663055,0.00526699
255104,-0.360727699,0.00526699
64760,0.321485801,0.005302992
126208,-0.333407797,0.005307267
4050,-0.945882357,0.005317317
1112,0.323218312,0.005329767
9708,0.949315413,0.005338693
54555,-0.302639906,0.005344431
84268,-0.293280041,0.005359728
829,-0.22398512,0.005359728
2958,-0.338465888,0.005368232
2237,-0.313157422,0.00536869
6331,0.717206533,0.00536869
56134,0.665464491,0.005380718
83479,-0.267145136,0.005399781
324,0.301944079,0.005399781
378708,-0.332987158,0.005408616
6775,-0.731723693,0.005415182
51061,-0.333932129,0.005415182
11000,-0.341538934,0.005417736
5757,-0.255120685,0.005429122
27127,-0.918245959,0.005430535
7421,0.478748351,0.005431638
115749,-0.679256931,0.005447966
152330,1.011583903,0.005447966
94234,0.712351356,0.005447966
54531,0.243506101,0.005480573
64105,-0.448401623,0.005480587
3161,-0.481431083,0.005482787
128239,-0.454908893,0.005506177
51686,-0.494061984,0.005518775
55273,1.161662773,0.005521373
66036,0.309083057,0.005524144
3004,-0.692104068,0.005557481
57593,0.532529358,0.005565712
55863,-0.328555671,0.005566968
2210,-0.478738056,0.005591386
1727,0.288082574,0.005597253
50515,0.448692306,0.005617102
5435,-0.348246504,0.005632058
387522,0.575366913,0.00564598
22872,0.226544767,0.005670495
7153,-0.434480327,0.005670495
51550,-0.314065667,0.005680766
54107,-0.325193249,0.005680766
10615,-0.434032285,0.005687482
80737,-0.631763185,0.005688521
8927,0.608583223,0.00569651
5341,-0.435751231,0.005701508
554251,-0.356244646,0.005715809
1429,-0.385730295,0.005730119
29078,-0.349630498,0.00573073
9319,-0.416676824,0.005734854
131096,0.952862845,0.005745706
56967,0.633205679,0.005745706
84073,-0.873627197,0.005756347
8301,0.250416634,0.005769945
54522,-0.272487079,0.005769945
55744,-0.277689753,0.005769945
51181,-0.455198204,0.005769945
10810,0.525547027,0.005770687
79589,0.912049048,0.005782761
382,-0.277972483,0.005784418
57002,-0.316384585,0.005788697
84247,0.292344946,0.005790283
9775,-0.268580134,0.005796347
339487,-0.344465446,0.005802255
151903,-0.25965218,0.005814516
388650,0.460464663,0.00581523
125058,0.396605593,0.005827183
55143,-0.47363031,0.005854454
22889,-0.283051733,0.005854454
7920,-0.294976602,0.005854454
30827,-0.289775524,0.005854454
