Gene,logFC,FDR adjusted Pvalue
4881,-0.367745833,0.073747918
653162,-0.287853259,0.07378434
641339,-0.246479387,0.073787334
23753,-0.301061786,0.073810477
8395,0.577536997,0.073810477
8364,-0.363721772,0.073810477
9844,-0.323788533,0.073810477
10389,-0.314416194,0.073810477
91748,0.188376643,0.073810477
220074,-0.23431995,0.073810477
256355,-0.43234079,0.073833785
5817,0.247302734,0.073890104
57211,-0.509255422,0.073938308
84226,0.290735495,0.07400235
83451,-0.280717427,0.07400235
9183,-0.171037608,0.07400235
2987,-0.229573867,0.074016669
79075,-0.263503198,0.074157615
989,0.152338926,0.07418098
5903,0.170725532,0.074252834
85363,-0.209532507,0.074271064
9960,-0.1860884,0.074271064
8623,-0.280018096,0.074271064
79102,-0.182285391,0.074271064
8850,-0.253413628,0.074304126
4199,-0.352934248,0.074328227
83480,-0.215697882,0.074348576
81788,-0.271882391,0.074461237
374569,0.702172365,0.074543945
10607,-0.196882077,0.074657917
51364,-0.544041427,0.074723564
149840,-0.252243302,0.07498485
4246,-0.679745979,0.07498485
8614,0.366493738,0.074986851
6376,-0.377762144,0.075025608
253559,0.983147772,0.075045187
26747,0.193147344,0.075058693
152189,-0.257910864,0.075209848
59341,0.379864484,0.075259136
3832,-0.254514515,0.075294133
55188,-0.18520507,0.075312279
4329,-0.251138423,0.075398426
9825,0.154844462,0.075398426
2026,0.314747359,0.07550813
255783,0.26105752,0.075700101
10539,-0.216325018,0.075700101
114799,-0.19801436,0.075700101
2874,-0.199140029,0.075871541
3097,0.256930879,0.075871541
1718,-0.312524813,0.075893163
83416,-0.877877569,0.075910087
57515,0.183319373,0.075910087
165631,-0.409420823,0.075957624
728932,-0.297527476,0.0759635
79716,-0.213822677,0.075980467
10556,-0.168289527,0.075980467
667,0.359784192,0.075980467
55081,-0.21144589,0.075980467
23086,-0.298906761,0.075983387
55066,0.273830683,0.076022823
9611,0.182017778,0.076170667
639,0.280222628,0.076239323
144195,0.477617933,0.076325188
284098,-0.198713858,0.076337617
83989,0.200510305,0.076457415
79369,-0.467789864,0.076457415
8292,0.332333716,0.076497397
440193,0.289825642,0.076529503
9546,-0.202082507,0.076535237
10524,-0.149352639,0.076536024
80006,-0.202345254,0.076586464
338557,-0.481421112,0.07659437
6729,-0.148528533,0.077084035
55632,-0.195332858,0.077084035
10588,-0.243886889,0.07717827
291,-0.215240919,0.07717827
658,0.373067169,0.077178425
26578,-0.207011249,0.077189994
953,0.173849386,0.077293576
4986,0.786261866,0.077384382
57215,-0.167111933,0.077417958
401498,0.734518717,0.077417958
5860,-0.20877977,0.077417958
27440,-0.210394039,0.077467602
11193,0.187386043,0.077581662
85450,0.208613225,0.077635847
9673,-0.14552687,0.077675726
55266,-0.215202277,0.077697929
51734,-0.248354336,0.077708389
2863,-0.387645421,0.077843034
10282,-0.17740851,0.077895892
151556,-0.313952913,0.077895892
199746,-0.226852824,0.077895892
23165,-0.192227275,0.077913142
51637,-0.177133922,0.077913142
91227,-0.496933305,0.077913215
27034,-0.19867454,0.078041317
10938,0.181160484,0.078334768
79784,0.323729972,0.078336301
286319,-0.291893664,0.078337417
256471,-0.188410969,0.078337417
643853,-0.261855097,0.078374656
2323,-0.290343144,0.078398839
8969,-0.430313662,0.078560485
127733,-0.362658638,0.078560485
8976,0.153900742,0.078560485
140738,-0.412002366,0.078593714
30819,0.391287735,0.078642613
84936,-0.23430037,0.078769152
10845,-0.174174373,0.078769152
90488,0.181543103,0.078797642
2060,-0.147258405,0.078839663
14,-0.143969525,0.078839663
9534,0.197431584,0.078891666
57415,-0.37491461,0.078913321
79930,-0.235329807,0.078913321
25796,-0.260068978,0.078947876
10898,-0.168384285,0.078951688
55147,-0.16672196,0.079032083
3420,-0.201034447,0.07909711
51773,-0.287084412,0.079199043
9252,-0.240769096,0.079199043
6741,-0.164752084,0.079199043
64428,-0.193667324,0.079251393
285855,-0.189661561,0.07949093
4133,0.45712774,0.079540517
6553,0.382411228,0.079545204
4494,-0.4867275,0.079669582
9097,-0.218336199,0.07977799
3248,-0.841720941,0.079954072
4363,0.228392015,0.079984709
9128,-0.19508576,0.080088229
133584,0.331468683,0.080096689
96459,0.175482264,0.080096689
9034,-0.258020566,0.080096689
53831,-0.392051374,0.080170793
57703,-0.157652655,0.080192882
51072,-0.186416412,0.080211589
8797,-0.299170333,0.080217989
2494,0.479323006,0.080242922
5810,-0.185785211,0.080242922
478,-0.769483244,0.080293061
57573,0.299433025,0.080293061
83746,-0.151542703,0.080293061
8880,-0.165119372,0.080293061
25917,-0.164179659,0.080319322
5126,0.941337437,0.080345194
118490,0.253132038,0.080358921
7378,-0.364523515,0.080369006
154075,-0.384681196,0.080369006
11076,0.448383296,0.080369006
2937,-0.193394447,0.080369006
8565,-0.197931175,0.080372163
9480,0.705728484,0.080400021
255738,0.741167237,0.080438489
79048,0.156734396,0.080542673
84276,-0.199993783,0.080651125
53829,-0.410257377,0.080676378
9343,-0.156006442,0.080676378
521,-0.290405285,0.080744896
655,0.581059275,0.080744896
22893,0.19256067,0.080777695
56851,-0.191735278,0.080801277
60492,-0.225605542,0.080801277
346689,-0.558757891,0.080850598
2529,-0.387518947,0.080971964
50804,-0.213915885,0.081006771
146547,-0.248238207,0.081028761
58493,-0.18276225,0.081028761
653333,-0.436099856,0.081028761
11097,-0.197953881,0.081028761
5525,-0.197270289,0.081071598
6230,-0.27915437,0.081071598
645784,-0.644865164,0.08110236
541468,0.416261551,0.081108004
6293,-0.168774384,0.081116035
4594,-0.186881667,0.081131217
29767,0.329244843,0.081131217
402483,0.296927985,0.081170259
7626,-0.200083467,0.081197779
6351,-0.39769671,0.081242033
8792,-0.383543073,0.081247424
92235,-0.789026365,0.081264178
114796,0.353178717,0.081264178
80761,0.574785173,0.081267639
80728,0.245817405,0.081302721
59269,0.282722181,0.081321795
10006,-0.150933381,0.081440675
3326,-0.185215706,0.081440675
9295,-0.163005364,0.081444963
83596,-0.229691676,0.081444963
389170,-0.33803773,0.081565711
51028,0.184450423,0.081584863
55151,-0.346833577,0.081656813
10190,-0.178671308,0.081664449
199713,-0.74582316,0.081664449
84838,0.199016069,0.08170495
81849,0.515178196,0.08176303
1795,0.486170705,0.08176303
5214,-0.296701908,0.081765055
8045,-0.264632498,0.08188119
8502,-0.186897246,0.081949043
400506,-0.189669572,0.081949043
55593,-0.253682166,0.081954316
3853,0.710393372,0.082023074
8766,-0.171830829,0.082145605
2650,0.295830741,0.082164292
55326,-0.252450643,0.082208356
27243,-0.220203301,0.082248033
805,-0.199654786,0.082302794
23276,0.148308561,0.082348833
1482,1.04299903,0.082454206
84217,-0.343883369,0.082584299
388591,-0.364362609,0.082584299
7559,0.185324179,0.082618397
342908,0.326467132,0.082666023
3083,-0.565067002,0.082666023
58477,-0.190132058,0.082666023
8325,0.483438329,0.082666023
222658,0.188677198,0.082666023
6856,-0.175725138,0.082666023
9394,0.236924993,0.082666023
26095,-0.731226899,0.082683715
6579,0.742239076,0.082684322
6434,-0.116932994,0.082712373
6607,-0.209483424,0.082748142
222166,0.266563242,0.082753711
3927,0.198261479,0.082892695
129852,-0.594315777,0.082912701
51122,-0.180469259,0.082913454
5577,0.33349291,0.083024228
3948,-0.665376151,0.083042323
8763,-0.203620696,0.083085643
8893,-0.158476368,0.083295685
124961,-0.215520237,0.083360422
6510,-0.254496377,0.083574554
54862,-0.2786356,0.083683014
55111,-0.20076912,0.083734049
5045,0.232552073,0.083783552
285440,-0.267767117,0.083853133
79411,0.228792298,0.083901172
283652,-0.444633849,0.083957459
11333,-0.148879293,0.083957459
4205,0.16715566,0.083971048
5289,-0.201298108,0.08406721
2661,-0.300978716,0.08406721
284403,-0.337211988,0.084163293
998,-0.163423034,0.08416385
8833,-0.195664483,0.08416385
6760,-0.240668121,0.08416385
23512,-0.156349496,0.08416385
1123,0.336580882,0.084170497
283219,-0.317821445,0.084272055
1107,0.223687484,0.084276263
4143,-0.536458837,0.084276263
23155,-0.153059799,0.084276263
116328,0.556823392,0.084315366
3071,-0.307716651,0.084396312
3480,0.328515635,0.084398426
23607,-0.205270017,0.084398426
7733,0.233751155,0.084501191
2997,0.187144158,0.08461425
9738,-0.213883663,0.084630505
144715,-0.24726473,0.084657151
5170,0.181944311,0.084721172
27018,-0.222403903,0.084743504
23172,-0.158107164,0.084775205
8801,-0.190017719,0.084775205
782,0.302807488,0.084843742
677,0.219814434,0.08502679
3557,-0.320456868,0.085078526
9582,-0.458194658,0.085095176
388335,-0.286034948,0.085143879
51608,-0.206777492,0.085143879
1154,-0.304759546,0.085188948
51247,-0.181287719,0.085188948
64778,0.185001189,0.085360308
3563,0.278960778,0.085412924
4502,-0.36497934,0.085607534
6651,0.149595718,0.085625148
348807,-0.82245381,0.085645903
26507,0.661227073,0.085730063
55610,-0.166768054,0.085896485
651302,-0.394989374,0.085923544
8548,-0.15331176,0.085923544
22981,0.290861965,0.085972279
64771,-0.175052619,0.085993038
8449,-0.165798273,0.086037367
10691,-0.16736725,0.086042955
9400,-0.200756635,0.086042955
146845,-0.600304185,0.086067218
150274,-0.237997609,0.086067218
5479,-0.214329573,0.086156135
1473,0.900313818,0.086156135
11107,0.371808609,0.086193519
80725,0.560774827,0.08638963
10806,-0.199196133,0.086524012
408050,-0.246237492,0.086524012
117,0.772589157,0.086524012
84277,-0.1946041,0.086619738
55780,-0.188995999,0.086619738
268,-0.741961392,0.08665879
3091,0.175381067,0.08665879
6165,-0.275622114,0.086773251
5305,-0.214736861,0.086773251
3783,0.46837956,0.086885193
10871,-0.300286245,0.086887392
10051,-0.229709885,0.086901354
56143,0.623934295,0.086904787
81890,-0.251604997,0.086969221
4208,0.230139727,0.087005769
7087,0.614593524,0.087021827
25849,0.348801583,0.087132593
56105,0.613084267,0.087163545
388341,0.277677442,0.087233253
605,0.25202538,0.087250815
2886,-0.346000138,0.087250815
9883,0.172050088,0.087399396
728411,-0.233257989,0.087535087
11127,0.200900408,0.087541517
84771,-0.528564938,0.087554767
9383,-0.571144684,0.087639578
90806,-0.156534966,0.087653398
489,-0.349404177,0.087666256
7728,0.237727773,0.087734372
2946,-0.364523559,0.087761134
6793,0.181181087,0.087804277
165679,0.639610348,0.087804277
5365,0.592303558,0.087804277
22909,0.210402443,0.087804277
57217,0.201658458,0.087852898
57119,0.5800538,0.087852898
23264,0.192863241,0.087921948
54920,-0.185156359,0.08803279
57536,0.245812749,0.088039427
8542,-0.366193016,0.088122162
200373,-0.584417683,0.088161315
339983,0.38467801,0.088196137
79740,-0.735801569,0.088208785
148423,-0.168396679,0.088279978
54922,-0.417633557,0.088335592
6788,0.187913947,0.088367991
1650,-0.159087108,0.088392691
10486,0.242381681,0.088393853
8295,0.192447744,0.088393853
55164,-0.148687676,0.088393853
9028,-0.405123812,0.088468296
55612,0.495239206,0.088641468
254295,-0.427361675,0.088668615
123096,-0.257218183,0.088668615
3298,-0.190739843,0.088668615
4217,0.261116101,0.088668615
127253,-0.17906679,0.088668615
7570,-0.179131448,0.088668615
80178,-0.263776596,0.088692795
84317,-0.177592638,0.088697916
2963,0.173387958,0.088706118
55968,-0.169708069,0.088743287
1676,-0.184682285,0.088832294
10514,-0.20871034,0.088845306
60685,0.152061248,0.088876027
3625,0.464415462,0.088997559
2109,-0.231525141,0.089005744
6601,-0.166982952,0.089072965
7009,-0.164986955,0.089072965
23481,-0.222612666,0.089118896
6274,0.548621973,0.089151522
440712,-0.444294891,0.08921365
55699,-0.155389466,0.089340363
4008,0.274599135,0.089340363
10945,0.178181354,0.089381272
1967,-0.151931017,0.089392838
3767,-0.313539229,0.08943657
57575,-0.758244868,0.08943657
80221,-0.286902089,0.08943657
80320,0.499845992,0.089440067
10342,-0.131816914,0.089440067
9696,0.258090916,0.089587012
661,0.194066243,0.089673223
55795,-0.185419045,0.089867809
83606,-0.175360735,0.089882287
1582,0.597337117,0.089924457
64711,0.681831986,0.089934852
83734,-0.228827073,0.089934852
51218,-0.198220895,0.090122791
84725,0.289567118,0.090215301
10105,-0.233649154,0.090215301
143888,0.246424869,0.090329932
833,-0.182212541,0.090363012
29954,0.191779515,0.090442671
83659,-0.853796578,0.090573697
57864,0.389862728,0.090573697
2071,-0.134537121,0.090574266
771,-0.515635182,0.090657236
55062,0.217538121,0.090658813
50484,0.18713066,0.090668859
11331,-0.223816912,0.090670622
128866,-0.151787616,0.090690873
3065,-0.182393453,0.09076386
90410,-0.247606238,0.09077889
343450,0.521391563,0.09077889
27079,-0.178027328,0.090840746
1438,-0.328486698,0.090902151
11022,-0.234266036,0.090902151
4605,-0.343082306,0.091000153
473,0.228204514,0.09100803
53833,-0.357772061,0.09100803
57181,0.235624549,0.09100803
5337,-0.357525181,0.091067306
122970,-0.327908307,0.091181432
94274,-0.452898915,0.091296054
56660,0.444185729,0.091296054
140701,-0.249741236,0.091303993
55713,0.380411697,0.091435943
284266,0.687133584,0.091473151
55144,-0.181612574,0.091473151
8841,-0.157864998,0.091521863
157777,-0.317943849,0.091537056
596,-0.377247144,0.091555302
221656,-0.194138783,0.091555302
55196,-0.273359657,0.091667982
64834,-0.188227725,0.091806537
57510,-0.201085724,0.091875036
1874,-0.163297668,0.091875036
57139,0.371411564,0.092101011
6047,-0.178076462,0.092122049
4763,0.254871232,0.092126407
51560,-0.304694523,0.092170887
10893,0.348341292,0.092259313
1143,-0.490549307,0.092259313
153830,0.192508622,0.092259313
84306,-0.227437293,0.092330476
27246,-0.186493265,0.092350699
3708,0.328629918,0.092408074
51562,-0.191467076,0.092410616
6988,-0.215687128,0.092498526
56896,0.883456211,0.09251473
253714,-0.229593845,0.092550452
10946,-0.178382064,0.092675585
27077,-0.236640058,0.092675585
375791,0.45088289,0.092706651
57558,-0.337241378,0.092766784
401427,-0.281765612,0.09277533
158135,0.224062468,0.092926149
54764,0.17360738,0.093063912
4609,-0.323957887,0.093100635
150726,0.289224442,0.093100635
79729,0.32259999,0.09312
2644,-0.3394223,0.093131402
2948,-0.26722784,0.093143413
84246,-0.212084618,0.09314954
6419,-0.186116131,0.093156777
53371,-0.212930985,0.093180429
84871,-0.637783769,0.093207704
58506,0.175945315,0.093207704
10817,-0.195317348,0.093207704
5210,0.300061808,0.093268694
51057,0.193753124,0.093387908
147923,-0.224932163,0.093387908
5191,-0.216795502,0.093440072
23348,0.243062941,0.093536301
57097,0.302454945,0.093600658
78996,-0.153583793,0.093600658
3394,-0.322247233,0.093600658
51380,-0.304572545,0.093638671
1579,-0.805327194,0.093657089
196410,-0.402254674,0.093863101
11093,0.357827845,0.093971611
55258,-0.323144335,0.094149379
3257,-0.186345503,0.094149379
9416,-0.125103742,0.094149379
2788,0.390618025,0.094183184
5162,-0.156066238,0.09418989
3157,-0.267738626,0.09422414
85302,-0.257630433,0.094264114
9984,-0.203747387,0.094265286
54554,-0.167442859,0.094604954
56829,-0.166084199,0.094677942
9637,0.15547002,0.094814556
79657,-0.152269786,0.094823788
54620,0.188638581,0.095106161
26263,-0.197787477,0.095149047
6503,-0.276212583,0.09516359
283489,0.170374634,0.095256911
55697,-0.172912157,0.095305492
9595,-0.302154696,0.095319876
1385,0.118111813,0.095364788
163087,-0.217332446,0.095366474
143279,0.216807561,0.09543596
5800,-0.350682398,0.09559494
83941,-0.189916377,0.095670023
10752,-0.544986216,0.095684016
25797,-0.492198848,0.095863876
402415,-0.43097874,0.095863876
7782,0.227661453,0.095863876
1380,-0.679948214,0.095929731
138429,-0.285040326,0.095992432
8313,0.290700988,0.096008748
83543,0.318720336,0.096022886
10868,0.168750185,0.096161962
5538,-0.231855234,0.09616462
57524,0.368260244,0.096171155
5500,-0.16838251,0.096197621
53916,-0.256566235,0.096356747
5205,-0.286019768,0.096356747
10907,-0.203453829,0.096356747
4012,0.246836012,0.096356747
3422,-0.248533351,0.096413818
90441,-0.168876127,0.096633776
29985,-0.192147755,0.096633776
199857,-0.202301768,0.096680783
23171,-0.223091569,0.096798266
144233,-0.173274872,0.096915748
55630,0.337319651,0.097007499
6166,-0.209603108,0.097167708
56648,0.306954038,0.097226039
9900,0.3817736,0.097279343
84939,0.225926061,0.097304881
6152,-0.253467969,0.097344056
79446,-0.200694398,0.0974541
11146,-0.217579406,0.0974541
2733,-0.175162881,0.097589158
1108,0.142696946,0.097603911
5029,0.334537036,0.097651605
1737,-0.182557068,0.097658907
594,-0.204802844,0.09771622
10038,-0.217880946,0.097825987
196383,-0.214776704,0.09787771
5914,0.196344457,0.09791128
7552,0.391870936,0.098029099
84925,-0.201348549,0.098029099
9196,0.368628771,0.098029099
23640,-0.192407054,0.098094431
118,0.161339797,0.098129893
79691,-0.15597025,0.098238805
329,0.195309228,0.098393354
3312,-0.153854034,0.098415611
23636,-0.155702291,0.098446887
80789,-0.144189992,0.098446887
65264,-0.166111973,0.098565527
126119,-0.250247489,0.098590914
84532,-0.308341168,0.098595842
29989,0.900075763,0.098644109
10244,-0.185615224,0.098644109
340591,-0.199038356,0.098760719
27185,0.282178277,0.098795634
6662,0.343591169,0.098845542
1647,-0.26223897,0.098870564
5705,-0.165728509,0.098952096
51012,-0.189297337,0.098957539
10858,0.384514815,0.098981382
151,-0.495551588,0.098993256
1946,0.358493095,0.098993256
4899,-0.100896753,0.099000594
1381,-0.776790641,0.099044727
149175,-0.396534271,0.099046158
2260,0.337714814,0.099126629
80346,-0.209823982,0.099249244
29116,-0.213681919,0.099579128
54814,-0.244853558,0.099621881
26515,-0.157043731,0.099643091
10531,-0.237489149,0.099654715
8935,0.328325839,0.099654715
23258,0.185084112,0.099771929
2773,-0.146754122,0.099794968
25851,0.214082731,0.099908938
1268,-0.594723356,0.099919191
400954,0.410379294,0.099990925
7012,-0.544877913,0.100020279
3714,0.298398151,0.100082104
51605,-0.187052308,0.100082104
10897,-0.206269503,0.100104373
56172,0.273402075,0.100377811
3586,0.373964583,0.100434629
2966,-0.349820092,0.100434629
10856,-0.186684544,0.100487181
286077,0.265216737,0.100555906
5653,0.459333122,0.100555906
60528,-0.146321704,0.100556244
83849,0.271309199,0.100556244
1836,0.348128184,0.100556244
2214,-0.292135513,0.100638247
113000,-0.199463368,0.100714475
320,0.311165786,0.100812986
151516,0.328935802,0.100916603
26292,-0.266791872,0.100941652
414149,-0.308442136,0.101085988
253832,0.22058245,0.101085988
10285,-0.135861077,0.101150887
219899,0.187559485,0.10122153
83882,-0.482840886,0.10124882
7965,-0.196748045,0.101337091
6710,0.38890927,0.101457674
9537,0.275920135,0.101639502
9753,-0.219240551,0.101861657
28987,-0.204022665,0.102108709
5708,-0.166332993,0.102141728
162073,0.178449037,0.102209567
64147,-0.276809005,0.10223435
5718,-0.167344618,0.10223435
202309,-0.386845317,0.102241877
128,-0.181381969,0.102271726
133690,-0.744738909,0.10228386
262,-0.16414616,0.102360638
26240,-0.366187169,0.102360638
57763,-0.194138166,0.102380856
83876,0.306998119,0.102398088
29894,0.205557759,0.102408965
115572,0.393517459,0.102423066
283417,0.428149017,0.102599273
50964,0.733264481,0.10268641
23463,0.174410288,0.10268641
5003,-0.510562139,0.102851857
9107,0.175210328,0.102895562
1615,-0.146775133,0.103003341
84105,-0.197319811,0.103003341
53339,0.150371601,0.103120883
688,0.233152758,0.103176883
53904,-0.740904092,0.103336293
26229,-0.185709334,0.103341307
5734,0.294870423,0.103351566
6307,-0.247351278,0.103370039
10648,-0.901723965,0.103377071
4072,-0.24368184,0.103377071
27075,0.318044241,0.103427933
7040,0.238154011,0.103427933
51025,-0.259589573,0.103437945
114990,0.269581696,0.103467592
60672,-0.174399716,0.103543131
254050,-0.434677526,0.103548779
80161,-0.410703418,0.103554633
55344,-0.285169025,0.103657515
11103,-0.143321456,0.103678216
3576,-0.535358642,0.10382254
29850,-0.635684341,0.10390378
80273,-0.186497162,0.10390378
162461,-0.394542739,0.10390378
10159,-0.176097104,0.103904349
89765,-0.3942231,0.104030526
1500,0.145111901,0.104057191
26266,0.591466958,0.104057191
133308,0.311337398,0.104153162
8645,-0.232713343,0.104186512
4499,-0.628255636,0.104186512
84134,-0.18725166,0.104186512
8867,0.200526131,0.104263065
23189,-0.280384507,0.104402909
80243,0.515630893,0.104556171
1454,0.176455478,0.104623146
6173,-0.224847908,0.104802364
84572,-0.175076297,0.10480649
56924,-0.243654977,0.10480649
6288,-0.681639195,0.104864128
5593,-0.565203765,0.104864128
8480,-0.176266255,0.104864128
26259,0.193332664,0.104962297
8898,0.161586371,0.104991258
182,0.289984314,0.105162592
1470,0.829858125,0.105189866
115939,-0.17521507,0.105319237
54991,-0.200965784,0.105483076
27128,-0.26540471,0.10549887
7158,0.177041273,0.105590292
388611,-0.47623736,0.105599901
53342,0.282437049,0.105652656
27300,-0.212912523,0.10569793
55331,-0.273712206,0.105759652
84334,-0.188825693,0.105830444
10124,0.276493475,0.105933367
27043,-0.178345167,0.106002276
10772,-0.107712376,0.106018941
55561,0.244867564,0.106018941
79000,-0.264658466,0.106067376
27327,0.161988233,0.106152665
388524,-0.252677542,0.106158295
10445,-0.142318532,0.106183721
79441,-0.180875811,0.106214585
1193,-0.251759786,0.106330125
548596,-0.5104094,0.106406861
148223,-0.190778493,0.106485693
55850,-0.233420628,0.106537614
5788,-0.291653737,0.106537614
6319,0.345378881,0.10655887
54923,-0.41907425,0.10655887
29117,-0.157028647,0.10655887
55296,0.184414164,0.106567021
27000,-0.160793884,0.106573415
23008,0.194396358,0.106714635
471,-0.15726311,0.106761873
26090,-0.167663653,0.106958252
389,-0.195958847,0.106963889
96764,-0.174167702,0.107081334
23598,-0.197534009,0.10720186
5612,-0.241182982,0.107225761
79792,-0.247547497,0.107451738
25839,-0.168672337,0.10762751
154664,-0.519028082,0.107729083
124801,-0.150664451,0.107805304
1036,0.56125117,0.107845581
7375,-0.146440745,0.107899802
493860,-0.227369096,0.10793247
53822,0.663389236,0.107970811
730971,-0.397173227,0.108096497
64859,-0.204643477,0.108148098
10422,-0.1678093,0.108220921
23252,0.245699557,0.108220921
23201,0.197548685,0.108229373
5567,0.201141003,0.108281857
254263,0.396010791,0.108387474
2730,-0.21581869,0.108502536
5875,-0.180210707,0.108562196
7020,-0.542480699,0.108566867
3784,-0.373259434,0.108576616
27352,-0.180573431,0.108600723
23595,-0.201284513,0.108859884
23491,-0.463884279,0.108859884
146542,-0.219991611,0.109097139
253190,-0.418240932,0.109229257
23373,0.223480635,0.10950548
9209,-0.155713824,0.109568981
400713,0.291182612,0.109632676
1663,-0.214440346,0.109747918
26061,-0.190260681,0.109747918
79050,-0.171690637,0.109850843
10540,-0.139078851,0.109869378
25790,-0.487969352,0.109959236
284273,-0.200546479,0.110204034
7027,-0.179237049,0.110206379
3550,-0.152228577,0.110304261
196294,-0.245566779,0.110358372
23295,0.182311321,0.110387019
93343,-0.230230577,0.110391795
54954,-0.2388282,0.11039588
134266,-0.164492582,0.110448751
1609,0.223100994,0.110487132
26093,0.178566151,0.110632795
5051,-0.18063961,0.110636636
84614,-0.211505407,0.110756653
10785,-0.189726317,0.110771097
100101267,0.162541847,0.11079304
58480,0.241623274,0.110820872
644809,-0.279994861,0.110820872
55226,-0.169901698,0.110853432
93587,-0.205513463,0.110877157
2009,0.271634249,0.110884679
29969,0.305487457,0.110940823
113419,0.13643702,0.110982409
5283,-0.19991291,0.110987212
4705,-0.159157829,0.111109676
2125,0.285760141,0.11111801
57699,-0.430466541,0.11121089
26000,-0.135293598,0.11121089
10273,-0.168692712,0.11121089
79029,-0.183046138,0.111255035
5547,-0.194766087,0.111255035
2070,0.64683643,0.111255035
10625,0.185311209,0.111309125
123207,-0.193584555,0.111386266
440044,-0.437713161,0.111394588
92342,-0.183424655,0.111416647
374899,-0.276287422,0.111416647
22849,-0.232623868,0.11143519
83658,-0.176834115,0.11143519
55181,-0.155066844,0.111492864
130535,-0.136456965,0.111492864
143879,-0.242410712,0.111555133
4046,-0.255504538,0.111585359
255082,-0.261329338,0.111679616
51272,0.150231862,0.111929036
284312,-0.411668957,0.112084619
89887,0.174726636,0.112084619
84910,-0.150006559,0.112084619
79754,-0.194394089,0.112111107
160428,0.368031298,0.112166931
134265,-0.407801276,0.112177788
8803,0.174822019,0.112183393
81565,0.146673983,0.112204393
54499,-0.159385469,0.112272169
54887,-0.196352562,0.112272169
80256,0.176020031,0.112397626
375,-0.139876966,0.112463512
285267,-0.185259007,0.112463512
7137,-0.427175184,0.112550339
100132406,0.277659568,0.112619966
123591,-0.336111626,0.112619966
51063,-0.243173388,0.112870933
100289635,0.190613231,0.112886274
339145,-0.739387448,0.112952558
5646,-0.574916047,0.11304901
10458,0.230105248,0.113100196
66002,0.743975767,0.113159287
166,-0.185308529,0.113159287
79836,-0.358569264,0.113199031
705,-0.170467392,0.113327954
51302,0.294139358,0.113406957
83640,-0.190503732,0.113701365
64754,0.174447983,0.113701365
7336,-0.150979969,0.11398987
10313,-0.140030497,0.114245827
64374,-0.200017529,0.114273518
112812,-0.242902342,0.114312084
55329,-0.285619558,0.114312288
29959,0.148332685,0.114312288
4245,0.157134312,0.114349003
11190,0.2216398,0.114349003
200014,-0.137802753,0.114349003
55471,-0.135417158,0.114349003
7316,-0.140810694,0.114374094
5444,0.764305798,0.114374094
143570,-0.22581553,0.114374094
223082,-0.217856422,0.114398111
6520,-0.169988283,0.114398111
126308,0.156731206,0.114400799
1653,0.145652799,0.114407686
56946,-0.237599061,0.114407686
79770,0.148268411,0.114407686
5447,-0.183745847,0.11447947
8925,0.178749071,0.114496471
79016,-0.20340989,0.114584039
60493,-0.183165397,0.11465643
63934,0.274572912,0.114737871
146050,0.174161178,0.114783375
54469,-0.164640713,0.115002995
8613,0.319784313,0.115056353
25873,-0.291062593,0.115063588
57018,-0.170112339,0.115194734
26610,-0.184787791,0.115507704
2657,0.455761645,0.115538881
285,0.273137702,0.115608446
10336,0.192824255,0.115654881
3099,0.221088714,0.115793928
4152,-0.1526534,0.115802929
5371,-0.204445179,0.115802929
158228,-0.581297378,0.115962755
9969,0.156760143,0.115962755
1384,0.326333203,0.115993003
818,0.172285466,0.116064053
752,-0.200620979,0.116137852
285596,-0.579895561,0.116346477
85415,-0.279218917,0.116354523
7264,-0.23514834,0.116356648
136288,-0.58135634,0.116411951
221749,0.249775359,0.116431749
55745,-0.153610941,0.116468114
3963,0.615092247,0.11665207
130813,-0.411139695,0.116694069
10815,-0.346893215,0.11669535
26580,-0.172335821,0.11669535
27180,-0.273197193,0.116738703
10352,-0.187643605,0.116756144
3655,-0.240290402,0.116756144
545,-0.155540579,0.116756991
9766,0.188137811,0.116830087
201164,-0.215193257,0.116847981
8036,0.149122882,0.116993947
7079,0.544498235,0.117004586
400673,-0.196197134,0.117070505
201798,-0.286749313,0.117073503
1398,0.190945814,0.117377756
124590,0.511492763,0.117414031
10686,0.644511502,0.117447647
84292,-0.237797244,0.117512965
9755,0.240112544,0.117512965
339231,-0.196893673,0.117512965
150590,-0.190360452,0.117628584
92482,0.197762466,0.117628584
10735,-0.162133258,0.1176719
49,-0.479567069,0.117785522
64802,-0.212004931,0.117910327
2625,0.463823069,0.117925047
26135,-0.145008851,0.117970314
9734,-0.336745916,0.118000792
7561,-0.189729115,0.118000792
8320,-0.429878016,0.118000792
57711,-0.192687664,0.118000792
147968,0.353910168,0.118065934
254394,-0.223064831,0.118408885
401089,0.716527952,0.118438332
23211,0.134029217,0.118501951
64805,-0.515363453,0.118588133
7408,0.173819043,0.118588133
5784,0.224548323,0.118598248
9197,-0.156216727,0.118631637
10005,-0.165915015,0.118644823
9937,-0.178318832,0.118790223
29068,-0.198086222,0.118795939
8531,-0.213883762,0.118853702
23616,-0.232630555,0.118853702
64170,-0.325463089,0.118853702
89766,-0.691536832,0.118863217
7596,0.22458869,0.118966163
7771,0.239418943,0.119055114
50853,-0.340479618,0.119055114
23597,-0.184755262,0.119178397
23087,0.173257147,0.119336383
